web-scraper-order,web-scraper-start-url,link,link-href,title,price,description,material,size,style,colour,colour2
"1573262827-5126","https://www2.hm.com/en_us/women/products/tops.html","Open-backed Top","https://www2.hm.com/en_us/productpage.0729321002.html","Open-backed Top","$14.99","Long-sleeved jersey top. Open back with ties at back of hem.","Polyester 95%, Elastane 5%","Long sleeve","STYLE
				
					Plunge Back","Beige/black","Beige/leopard print"
"1573263546-5342","https://www2.hm.com/en_us/women/products/tops.html","V-neck Bodysuit with Lace","https://www2.hm.com/en_us/productpage.0752570001.html","V-neck Bodysuit with Lace","$29.99","Sleeveless bodysuit in thick jersey with lace sections at front. V-neck at front and back, seam at hips, and concealed snap fasteners at gusset.","Polyester 94%, Elastane 6%","Sleeveless","STYLE
				
					Plunge Back
					V-neck","Black","Black"
"1573261068-4592","https://www2.hm.com/en_us/women/products/tops.html","Short T-shirt","https://www2.hm.com/en_us/productpage.0708729001.html","Short T-shirt","$12.99","Sort, wide-cut T-shirt in soft cotton jersey. Short sleeves with sewn cuffs.","Cotton 100%","Short","STYLE
				
					Round Neck","Black","Black"
"1573263814-5420","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Jersey Top","https://www2.hm.com/en_us/productpage.0784926002.html","Ribbed Jersey Top","$14.99","Fitted top in ribbed, stretch cotton jersey with a round neckline and long sleeves.","Cotton 95%, Elastane 5%","Long sleeve","STYLE
				
					Round Neck","White","White"
"1573262349-4976","https://www2.hm.com/en_us/women/products/tops.html","Mock Turtleneck Top","https://www2.hm.com/en_us/productpage.0760123002.html","Mock Turtleneck Top","$12.99","Fitted top in ribbed jersey with a mock turtleneck and short sleeves.","Polyester 55%, Viscose 45%","Short sleeve","STYLE
				
					Mock Turtleneck","White","White"
"1573263881-5441","https://www2.hm.com/en_us/women/products/tops.html","V-neck Top","https://www2.hm.com/en_us/productpage.0798734002.html","V-neck Top","$24.99","Fitted, rib-knit top in soft viscose-blend fabric. Low-cut V-neck at front and back. Long sleeves.","Viscose 70%, Polyamide 30%","Long sleeve","STYLE
				
					V-neck","White","White"
"1573261754-4792","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Top","https://www2.hm.com/en_us/productpage.0703162005.html","Ribbed Top","$17.99","Short, sleeveless top in a rib-knit viscose blend with a stand-up collar.","Viscose 70%, Polyamide 30%","Short","STYLE
				
					Mock Turtleneck
					Stand-up Collar","Neon orange","Neon orange"
"1573261200-4631","https://www2.hm.com/en_us/women/products/tops.html","Airy Wool Top","https://www2.hm.com/en_us/productpage.0776748002.html","Airy Wool Top","$49.99","PREMIUM QUALITY. Top in soft, airy, slub-knit wool jersey. Round neckline with narrow trim, extra-long sleeves, and raw edges at cuffs and hem.","Wool 100%","Extra-long sleeve","STYLE
				
					Round Neck","Dark taupe","Dark taupe"
"1573262416-4996","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Top","https://www2.hm.com/en_us/productpage.0809874001.html","Ribbed Top","$12.99","Shorter, fitted top in ribbed cotton jersey. Low-cut neckline and short sleeves.","Cotton 95%, Elastane 5%","Short","STYLE
				
					Round Neck
					Low-cut Neckline","Black","Black"
"1573261175-4624","https://www2.hm.com/en_us/women/products/tops.html","Pleated Top","https://www2.hm.com/en_us/productpage.0703133002.html","Pleated Top","$17.99","Sleeveless, pleated top in woven fabric with a printed pattern. Narrow, adjustable shoulder straps.","Polyester 100%","Sleeveless","","Red/black","Red/leopard print"
"1573260889-4537","https://www2.hm.com/en_us/women/products/tops.html","One-shoulder Top","https://www2.hm.com/en_us/productpage.0757726003.html","One-shoulder Top","$17.99","Fitted one-shoulder top in ribbed jersey with one shoulder strap.","Polyester 98%, Elastane 2%","Sleeveless","STYLE
				
					One-shoulder","Black","Black"
"1573262474-5016","https://www2.hm.com/en_us/women/products/tops.html","Top with a Sheen","https://www2.hm.com/en_us/productpage.0784333003.html","Top with a Sheen","$29.99","Wide-cut, pleated top in gently draped, soft jersey with textured stripes and a sheen. Straight-cut at top with wide shoulder straps.","Polyester 100%","Sleeveless","","Powder beige","Powder beige"
"1573260908-4543","https://www2.hm.com/en_us/women/products/tops.html","Top","https://www2.hm.com/en_us/productpage.0717066001.html","Top","$17.99","CONSCIOUS. Long-sleeved top in airy jersey made from Tencel® lyocell. Round neckline. Rounded hem, slightly longer at back.","Lyocell 100%","Long sleeve","STYLE
				
					Round Neck","Light beige","Light beige"
"1573261191-4629","https://www2.hm.com/en_us/women/products/tops.html","Bodysuit with Draped Back","https://www2.hm.com/en_us/productpage.0837443002.html","Bodysuit with Draped Back","$24.99","Bodysuit in shiny jersey with a draped neckline at back, long sleeves, and snap fasteners at gusset.","Viscose 93%, Elastane 7%","Long sleeve","STYLE
				
					Draped
					Boat Neck","Light beige/black","Light beige/zebra print"
"1573263773-5410","https://www2.hm.com/en_us/women/products/tops.html","Long-sleeved Jersey Top","https://www2.hm.com/en_us/productpage.0316441001.html","Long-sleeved Jersey Top","$12.99","Long-sleeved top in soft jersey.","Cotton 95%, Elastane 5%","Long sleeve","","Black","Black"
"1573261465-4708","https://www2.hm.com/en_us/women/products/tops.html","Jersey Top","https://www2.hm.com/en_us/productpage.0380609036.html","Jersey Top","$17.99","Short-sleeved top in airy jersey with a rounded hem. Longer at back.","Viscose 100%","Short sleeve","","Dusky green","Dusky green"
"1573260652-4464","https://www2.hm.com/en_us/women/products/tops.html","Wrapover Top","https://www2.hm.com/en_us/productpage.0800807002.html","Wrapover Top","$24.99","Long-sleeved top in soft jersey with a V-neck, sewn wrapover at front, and seam at waist with peplum.","Polyester 100%","Long sleeve","STYLE
				
					Peplum
					Wrapover
					V-neck","Red","Red"
"1573263969-5469","https://www2.hm.com/en_us/women/products/tops.html","Satin Camisole Top with Lace","https://www2.hm.com/en_us/productpage.0697686001.html","Satin Camisole Top with Lace","$17.99","V-neck camisole top in satin. Lace trim at top and at hem. Narrow, adjustable shoulder straps.","Polyester 97%, Elastane 3%","Sleeveless","STYLE
				
					Camisole Top
					V-neck","Black","Black"
"1573262628-5064","https://www2.hm.com/en_us/women/products/tops.html","Velour Top","https://www2.hm.com/en_us/productpage.0727414001.html","Velour Top","$24.99","Short top in velour with long sleeves. Open back with crossover lacing and lace trim.","Polyester 94%, Elastane 6%","Short","","Black","Black"
"1573263741-5402","https://www2.hm.com/en_us/women/products/tops.html","T-shirt with Printed Design","https://www2.hm.com/en_us/productpage.0762558006.html","T-shirt with Printed Design","$17.99","T-shirt in soft cotton jersey with a printed motif at front. Rounded, ribbed neckline and gently dropped shoulders.","Cotton 100%","Short sleeve","STYLE
				
					Round Neck","White/black/yellow","White/Freddie Mercury"
"1573261856-4822","https://www2.hm.com/en_us/women/products/tops.html","Boat-necked Jersey Top","https://www2.hm.com/en_us/productpage.0685347011.html","Boat-necked Jersey Top","$12.99","Fitted top in soft cotton jersey with a boat neck and 3/4-length sleeves.","Cotton 95%, Elastane 5%","3/4 sleeve","STYLE
				
					Boat Neck","White/dark blue","White/dark blue striped"
"1573261599-4744","https://www2.hm.com/en_us/women/products/tops.html","Jersey Top with Lace","https://www2.hm.com/en_us/productpage.0811959002.html","Jersey Top with Lace","$9.99","Fitted, short-sleeved top in soft cotton jersey. Slightly lower-cut neckline with lace trim.","Cotton 97%, Elastane 3%","Short sleeve","STYLE
				
					Low-cut Neckline","Powder pink","Powder pink"
"1573262162-4916","https://www2.hm.com/en_us/women/products/tops.html","Linen Top","https://www2.hm.com/en_us/productpage.0779268006.html","Linen Top","$24.99","PREMIUM QUALITY. Sleeveless top in airy linen jersey with a low-cut V-neck at back.","Linen 100%","Front: Length: 63.5 cm (Size M) – cm = unitofmeasure","STYLE
				
					Plunge Back","White","White"
"1573262563-5043","https://www2.hm.com/en_us/women/products/tops.html","Tie-hem T-shirt","https://www2.hm.com/en_us/productpage.0763196005.html","Tie-hem T-shirt","$12.99","Short T-shirt in soft cotton jersey with a printed design. Round neck and tie detail at hem.","Cotton 100%","Short","STYLE
				
					Round Neck","White/yellow","White/Sister"
"1573261045-4584","https://www2.hm.com/en_us/women/products/tops.html","Off-the-shoulder Top","https://www2.hm.com/en_us/productpage.0722485001.html","Off-the-shoulder Top","$17.99","Off-the-shoulder top in jersey with glittery threads. Wide flounce at upper edge and long sleeves.","Polyester 87%, Metallized fiber 7%, Elastane 6%","Long sleeve","STYLE
				
					Off-the-shoulder","Black","Black"
"1573262424-4999","https://www2.hm.com/en_us/women/products/tops.html","Jersey Turtleneck Top","https://www2.hm.com/en_us/productpage.0761269003.html","Jersey Turtleneck Top","$12.99","Long-sleeved turtleneck top in ribbed jersey made from a modal and cotton blend.","Cotton 48%, Modal 47%, Elastane 5%","Long sleeve","STYLE
				
					Turtleneck","White/black","White/black striped"
"1573262624-5062","https://www2.hm.com/en_us/women/products/tops.html","Long T-shirt","https://www2.hm.com/en_us/productpage.0711053007.html","Long T-shirt","$9.99","Long T-shirt in soft, cotton-blend jersey. Short sleeves with sewn cuffs.","Cotton 100%","Short sleeve","STYLE
				
					Round Neck","Khaki green","Khaki green"
"1573262569-5045","https://www2.hm.com/en_us/women/products/tops.html","V-neck Bodysuit","https://www2.hm.com/en_us/productpage.0807473006.html","V-neck Bodysuit","$34.99","Fitted bodysuit in jersey. V-neck at front, low-cut back, and elbow-length sleeves. Snap fasteners at gusset.","Polyester 97%, Elastane 3%","3/4 sleeve","STYLE
				
					Low-cut Neckline
					V-neck","Light beige/black","Light beige/leopard print"
"1573262626-5063","https://www2.hm.com/en_us/women/products/tops.html","Tank Top with Lace","https://www2.hm.com/en_us/productpage.0572797037.html","Tank Top with Lace","$6.99","CONSCIOUS. Fitted tank top in soft organic cotton jersey with lace trim at neckline and armholes.","Cotton 95%, Elastane 3%, Viscose 2%","Sleeveless","STYLE
				
					Tank Top","Red","Red"
"1573262088-4892","https://www2.hm.com/en_us/women/products/tops.html","Top with Lace Trim","https://www2.hm.com/en_us/productpage.0747780001.html","Top with Lace Trim","$24.99","Straight-cut top in crêped jersey with lace trim inserts and wide, 3/4-length sleeves.","Polyester 95%, Elastane 5%","3/4 sleeve","STYLE
				
					Round Neck","Cream","Cream"
"1573261555-4733","https://www2.hm.com/en_us/women/products/tops.html","Fitted Top","https://www2.hm.com/en_us/productpage.0758226001.html","Fitted Top","$14.99","Fitted top in ribbed jersey with a wide neckline, low-cut at back. 3/4-length sleeves.","Polyester 62%, Viscose 33%, Elastane 5%","3/4 sleeve","STYLE
				
					Plunge Back
					Ballerina Neckline","White","White"
"1573263835-5427","https://www2.hm.com/en_us/women/products/tops.html","Glittery Camisole Top","https://www2.hm.com/en_us/productpage.0823139002.html","Glittery Camisole Top","$12.99","Straight-cut top in jersey with glittery threads. V-neck front and back.","Polyamide 89%, Elastane 7%, Metallized fiber 4%","Sleeveless","STYLE
				
					Camisole Top
					V-neck","Black/silver-colored","Black/striped"
"1573261612-4748","https://www2.hm.com/en_us/women/products/tops.html","Wide-cut T-shirt","https://www2.hm.com/en_us/productpage.0766624002.html","Wide-cut T-shirt","$17.99","Wide-cut T-shirt in striped cotton-blend jersey with gently dropped shoulders. Rounded hem.","Cotton 65%, Polyester 35%","Short sleeve","STYLE
				
					Round Neck","Black","Black"
"1573261946-4849","https://www2.hm.com/en_us/women/products/tops.html","T-shirt with Embroidery","https://www2.hm.com/en_us/productpage.0729617002.html","T-shirt with Embroidery","$14.99","T-shirt in soft cotton jersey with embroidered decorations and a slightly lower-cut neckline.","Cotton 100%","Short sleeve","","Light gray melange","Light gray melange/J’adore"
"1573261911-4839","https://www2.hm.com/en_us/women/products/tops.html","Wrapover Top","https://www2.hm.com/en_us/productpage.0768610001.html","Wrapover Top","$24.99","Top in soft, airy slub jersey. V-neck at front with sewn wrapover, long sleeves with ribbed cuffs, and an elasticized seam at waist with peplum.","Cotton 59%, Polyester 41%","Long sleeve","STYLE
				
					Wrapover
					V-neck","Black/white","Black/white striped"
"1573260835-4520","https://www2.hm.com/en_us/women/products/tops.html","Tie-detail Camisole Top","https://www2.hm.com/en_us/productpage.0731407006.html","Tie-detail Camisole Top","$9.99","Top in woven, crinkled viscose fabric with a V-neck at front and back. Extra-narrow, adjustable shoulder straps, buttons at front, and tie detail at hem.","Viscose 100%","Sleeveless","STYLE
				
					Camisole Top
					V-neck","Khaki green","Khaki green"
"1573262346-4975","https://www2.hm.com/en_us/women/products/tops.html","Jersey Top","https://www2.hm.com/en_us/productpage.0733749001.html","Jersey Top","$2.99","Short top in soft cotton jersey with concealed elastication at upper front.","Cotton 95%, Elastane 5%","Short","STYLE
				
					Strapless
					Tube Top","Black","Black"
"1573262631-5065","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Top","https://www2.hm.com/en_us/productpage.0688558021.html","Ribbed Top","$12.99","Fitted top in soft, ribbed jersey with long sleeves.","Cotton 92%, Elastane 8%","Long sleeve","","Dusky pink","Dusky pink"
"1573262200-4929","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Off-the-shoulder Top","https://www2.hm.com/en_us/productpage.0738072001.html","Ribbed Off-the-shoulder Top","$17.99","Fitted, off-the-shoulder top in ribbed jersey with long sleeves. Decorative buttons at front.","Cotton 56%, Polyester 38%, Elastane 6%","Long sleeve","STYLE
				
					Off-the-shoulder","Black","Black"
"1573263166-5221","https://www2.hm.com/en_us/women/products/tops.html","Narrow-shoulder-strap Bodysuit","https://www2.hm.com/en_us/productpage.0765988002.html","Narrow-shoulder-strap Bodysuit","$14.99","Bodysuit in cotton jersey with narrow shoulder straps. Snap fasteners at gusset.","Cotton 96%, Elastane 4%","Sleeveless","","Brown","Brown"
"1573261833-4815","https://www2.hm.com/en_us/women/products/tops.html","Silk-blend Top","https://www2.hm.com/en_us/productpage.0776782001.html","Silk-blend Top","$34.99","PREMIUM QUALITY. Fitted top in airy jersey made from a silk and cotton blend. Round neckline with narrow ribbing and extra-long sleeves.","Silk 50%, Cotton 50%","Long sleeve","STYLE
				
					Round Neck","Light beige","Light beige"
"1573263282-5258","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Jersey Top","https://www2.hm.com/en_us/productpage.0771942002.html","Ribbed Jersey Top","$12.99","Long-sleeved top in ribbed cotton jersey. Round neckline and placket with snap fasteners.","Cotton 93%, Elastane 7%","Long sleeve","STYLE
				
					Round Neck
					Henley Collar","White","White"
"1573261331-4667","https://www2.hm.com/en_us/women/products/tops.html","Rib-knit Top with Collar","https://www2.hm.com/en_us/productpage.0774774001.html","Rib-knit Top with Collar","$17.99","Fitted, rib-knit top in a viscose blend. Collar, button placket, and short sleeves.","Viscose 89%, Elastane 11%","Short sleeve","STYLE
				
					Polo shirt","Cream","Cream"
"1573262932-5153","https://www2.hm.com/en_us/women/products/tops.html","T-shirt with Motif","https://www2.hm.com/en_us/productpage.0762470037.html","T-shirt with Motif","$12.99","Jersey T-shirt with a printed motif.","Cotton 100%","Short sleeve","STYLE
				
					Round Neck","White/blue/black","White/Titanic"
"1573263107-5203","https://www2.hm.com/en_us/women/products/tops.html","Silk-blend T-shirt","https://www2.hm.com/en_us/productpage.0774543001.html","Silk-blend T-shirt","$34.99","PREMIUM QUALITY. Fitted T-shirt in ribbed jersey made from a silk and viscose blend. Round neckline and short sleeves.","Silk 50%, Viscose 50%","Short sleeve","STYLE
				
					Round Neck","Gray melange","Gray melange"
"1573262244-4942","https://www2.hm.com/en_us/women/products/tops.html","Printed Jersey Bodysuit","https://www2.hm.com/en_us/productpage.0703945003.html","Printed Jersey Bodysuit","$17.99","Bodysuit in soft cotton jersey with a printed motif at front, wide shoulder straps, and a low-cut back. Lined gusset with snap fasteners.","Cotton 95%, Elastane 5%","Sleeveless","STYLE
				
					Plunge Back","Beige/gold-colored/green","Beige/Game of Thrones"
"1573263660-5376","https://www2.hm.com/en_us/women/products/tops.html","Cotton Tank Top","https://www2.hm.com/en_us/productpage.0788261001.html","Cotton Tank Top","$4.99","Fitted tank top in stretch cotton jersey.","Cotton 95%, Elastane 5%","Sleeveless","STYLE
				
					Tank Top","Black","Black"
"1573261013-4574","https://www2.hm.com/en_us/women/products/tops.html","Short Blouse","https://www2.hm.com/en_us/productpage.0753258001.html","Short Blouse","$17.99","Short blouse in woven, checked viscose fabric with a square neckline, buttons at front, and short sleeves.","Viscose 100%","Back: Length: 43.7 cm (Size 6) – cm = unitofmeasure","","White/black","White/black checked"
"1573260827-4517","https://www2.hm.com/en_us/women/products/tops.html","Short Jersey Top","https://www2.hm.com/en_us/productpage.0702483002.html","Short Jersey Top","$12.99","Short top in stretch jersey with narrow shoulder straps.","Polyester 54%, Viscose 41%, Elastane 5%","Short","","Black/white","Black/white checked"
"1573262581-5049","https://www2.hm.com/en_us/women/products/tops.html","Short Hooded Sweatshirt","https://www2.hm.com/en_us/productpage.0700946001.html","Short Hooded Sweatshirt","$17.99","Short, lightweight sweatshirt with a printed design. Hood with wrapover front, heavily dropped shoulders, and long sleeves with ribbed cuffs.","Cotton 100%","Short","STYLE
				
					Hooded shirt","Black","Black/USA"
"1573262011-4867","https://www2.hm.com/en_us/women/products/tops.html","Scallop-edged Top","https://www2.hm.com/en_us/productpage.0640251004.html","Scallop-edged Top","$12.99","Short top in soft crêped jersey. Narrow cut at top, opening at back of neck with button, and scalloped edges around armholes.","Polyester 97%, Elastane 3%","Short","","White","White"
"1573260961-4558","https://www2.hm.com/en_us/women/products/tops.html","Sleeveless Short Top","https://www2.hm.com/en_us/productpage.0744931001.html","Sleeveless Short Top","$17.99","Short, sleeveless top in ribbed jersey. Narrow cut at top with an opening at front.","Viscose 70%, Polyamide 30%","Short","STYLE
				
					Keyhole
					Crop Top
					Stand-up Collar","White","White"
"1573261652-4761","https://www2.hm.com/en_us/women/products/tops.html","Jersey Bodysuit","https://www2.hm.com/en_us/productpage.0761575003.html","Jersey Bodysuit","$24.99","Sleeveless bodysuit in thick jersey. Narrow-cut at top. Extra-narrow shoulder straps joined at back of neck, decorative straps at back, and concealed snap fasteners at gusset. Lining and lower section in glossy jersey.","Polyester 95%, Elastane 5%","Sleeveless","STYLE
				
					Plunge Back","Red","Red"
"1573261208-4633","https://www2.hm.com/en_us/women/products/tops.html","Short Sleeveless Top with Lace","https://www2.hm.com/en_us/productpage.0756944001.html","Short Sleeveless Top with Lace","$14.99","Short top in crêped jersey with lace trim. Narrow-cut at top with narrow shoulder straps. Opening at back of neck with button.","Polyester 98%, Elastane 2%","Short","STYLE
				
					Round Neck
					Keyhole
					Camisole Top
					Crop Top","Dark green","Dark green"
"1573261017-4575","https://www2.hm.com/en_us/women/products/tops.html","T-shirt with Motif","https://www2.hm.com/en_us/productpage.0763943003.html","T-shirt with Motif","$12.99","Relaxed-fit T-shirt in cotton jersey with a motif. Dropped shoulders and sewn cuffs on sleeves.","Cotton 100%","Short sleeve","STYLE
				
					Round Neck","Dark blue/pink/white","Dark blue/Monaco"
"1573261543-4729","https://www2.hm.com/en_us/women/products/tops.html","Cotton T-shirt","https://www2.hm.com/en_us/productpage.0610776002.html","Cotton T-shirt","$4.99","T-shirt in lightweight cotton jersey with a rounded hem. Slightly longer at back.","Cotton 100%","Front: Length: 63.0 cm (Size M) – cm = unitofmeasure","","Black","Black"
"1573262182-4923","https://www2.hm.com/en_us/women/products/tops.html","Short Off-the-shoulder Top","https://www2.hm.com/en_us/productpage.0729441004.html","Short Off-the-shoulder Top","$14.99","Short, off-the-shoulder top in jersey with a sheen. Long sleeves with elastication at top and overlocked edges at upper edge, cuffs, and hem.","Polyester 92%, Elastane 8%","Short","STYLE
				
					Off-the-shoulder
					Crop Top","Powder pink","Powder pink"
"1573263447-5311","https://www2.hm.com/en_us/women/products/tops.html","Long Tank Top","https://www2.hm.com/en_us/productpage.0717464007.html","Long Tank Top","$4.99","Longer, fitted tank top in stretch cotton jersey. Adjustable shoulder straps.","Cotton 95%, Elastane 5%","Sleeveless","STYLE
				
					Camisole Top","Light gray melange","Light gray melange"
"1573262784-5113","https://www2.hm.com/en_us/women/products/tops.html","Silk Top","https://www2.hm.com/en_us/productpage.0797636001.html","Silk Top","$59.99","Fitted top in silk jersey. Round neckline and vertical seam at front.","Silk 100%","Short sleeve","STYLE
				
					Round Neck","Cream","Cream"
"1573262099-4895","https://www2.hm.com/en_us/women/products/tops.html","Wide-cut Linen Top","https://www2.hm.com/en_us/productpage.0792604002.html","Wide-cut Linen Top","$14.99","PREMIUM QUALITY. Wide-cut top in linen jersey with a mock turtleneck and cap sleeves.","Linen 100%","Back: Length: 64.0 cm (Size M) – cm = unitofmeasure","STYLE
				
					Mock Turtleneck
					Cap sleeve","Light beige","Light beige"
"1573263054-5189","https://www2.hm.com/en_us/women/products/tops.html","Viscose T-shirt","https://www2.hm.com/en_us/productpage.0753210001.html","Viscose T-shirt","$12.99","T-shirt in soft viscose jersey with a slight sheen. Printed motif at front and ribbing at neckline.","Viscose 100%","Short sleeve","STYLE
				
					Round Neck","White/black","White/Weekend Dreamer"
"1573263272-5255","https://www2.hm.com/en_us/women/products/tops.html","Short Top","https://www2.hm.com/en_us/productpage.0801076004.html","Short Top","$29.99","Short, fitted top in ribbed jersey with wide shoulder straps crossed at back.","Polyester 97%, Elastane 3%","Short","","Cream","Cream"
"1573262832-5127","https://www2.hm.com/en_us/women/products/tops.html","Rib-knit Top","https://www2.hm.com/en_us/productpage.0624486010.html","Rib-knit Top","$9.99","Short, fitted top in ribbed cotton jersey with short sleeves.","Cotton 95%, Elastane 5%","Short sleeve","STYLE
				
					Round Neck","Light gray melange","Light gray melange"
"1573263126-5209","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Bodysuit","https://www2.hm.com/en_us/productpage.0789425001.html","Ribbed Bodysuit","$14.99","Bodysuit in ribbed stretch viscose jersey. Low-cut back, short sleeves, and lined gusset with snap fasteners.","Viscose 95%, Elastane 5%","Short sleeve","STYLE
				
					Plunge Back
					Ballerina Neckline","Black","Black"
"1573261160-4620","https://www2.hm.com/en_us/women/products/tops.html","V-neck Top","https://www2.hm.com/en_us/productpage.0740958001.html","V-neck Top","$12.99","Fitted, V-neck top in airy, ribbed jersey with long sleeves. Decorative buttons at front.","Polyester 55%, Viscose 45%","Long sleeve","STYLE
				
					V-neck","Black","Black"
"1573262143-4910","https://www2.hm.com/en_us/women/products/tops.html","V-neck Top","https://www2.hm.com/en_us/productpage.0687270009.html","V-neck Top","$24.99","Fitted, long-sleeved top in a soft rib knit with a V-neck at front and back.","Viscose 44%, Acrylic 40%, Polyamide 16%","Long sleeve","STYLE
				
					V-neck","White","White"
"1573261596-4743","https://www2.hm.com/en_us/women/products/tops.html","V-neck Bodysuit","https://www2.hm.com/en_us/productpage.0781683005.html","V-neck Bodysuit","$29.99","V-neck bodysuit in crêped jersey with a low-cut back and narrow shoulder straps. Concealed snap fasteners at gusset.","Polyester 96%, Elastane 4%","Sleeveless","STYLE
				
					Plunge Back
					V-neck","Neon pink","Neon pink"
"1573262550-5038","https://www2.hm.com/en_us/women/products/tops.html","Jersey T-shirt","https://www2.hm.com/en_us/productpage.0717490010.html","Jersey T-shirt","$4.99","T-shirt in soft jersey made from a cotton and viscose blend.","Viscose 50%, Cotton 50%","Short sleeve","STYLE
				
					Round Neck","White","White/Love"
"1573262179-4922","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Top","https://www2.hm.com/en_us/productpage.0765670001.html","Ribbed Top","$12.99","Short, fitted top in ribbed jersey with a V-neck, snap fasteners at top, and long sleeves.","Polyester 88%, Elastane 12%","Short","STYLE
				
					Crop Top
					V-neck","White","White"
"1573260932-4549","https://www2.hm.com/en_us/women/products/tops.html","Short T-shirt","https://www2.hm.com/en_us/productpage.0708753004.html","Short T-shirt","$12.99","Short, wide-cut T-shirt in soft cotton jersey with a loose fit. Dropped shoulders, short sleeves, and ribbing at neckline.","Cotton 100%","Short","STYLE
				
					Round Neck","Light gray melange","Light gray melange/Maryland"
"1573261073-4594","https://www2.hm.com/en_us/women/products/tops.html","Flounce-sleeved Top","https://www2.hm.com/en_us/productpage.0702623002.html","Flounce-sleeved Top","$17.99","V-neck top in woven fabric with short, flounced sleeves.","Polyester 100%","Sleeveless","STYLE
				
					Flounced Sleeve
					V-neck","Red","Red"
"1573263405-5298","https://www2.hm.com/en_us/women/products/tops.html","T-shirt with Motif","https://www2.hm.com/en_us/productpage.0762470070.html","T-shirt with Motif","$12.99","Jersey T-shirt with a printed motif.","Cotton 100%","Short sleeve","STYLE
				
					Round Neck","Dark grey/White/Orange/Red","Dark grey/Mickey Mouse"
"1573262907-5146","https://www2.hm.com/en_us/women/products/tops.html","Short-sleeved Lace Top","https://www2.hm.com/en_us/productpage.0813636001.html","Short-sleeved Lace Top","$34.99","Short-sleeved top in lace. Opening at back with button at back of neck. Partly lined.","Polyester 100%","Short sleeve","STYLE
				
					Round Neck
					Keyhole","White","White"
"1573262635-5067","https://www2.hm.com/en_us/women/products/tops.html","Off-the-shoulder Top","https://www2.hm.com/en_us/productpage.0708394001.html","Off-the-shoulder Top","$14.99","Fitted, off-the-shoulder top in soft viscose-blend jersey with long sleeves. V-neck at front and back.","Viscose 90%, Elastane 10%","Long sleeve","STYLE
				
					Off-the-shoulder","Black","Black"
"1573262296-4958","https://www2.hm.com/en_us/women/products/tops.html","Satin Top with Lace","https://www2.hm.com/en_us/productpage.0773602004.html","Satin Top with Lace","$24.99","Sleeveless top in satin with lace details. Low-cut V-neck at front and back.","Lace: Polyamide 100%","Sleeveless","STYLE
				
					V-neck","Burgundy","Burgundy"
"1573263639-5370","https://www2.hm.com/en_us/women/products/tops.html","Fine-knit Top","https://www2.hm.com/en_us/productpage.0515042007.html","Fine-knit Top","$24.99","Long-sleeved, fine-knit top with a rounded hem. Longer at back.","Polyester 97%, Elastane 3%","Long sleeve","","Dark blue/white","Dark blue/white striped"
"1573262976-5166","https://www2.hm.com/en_us/women/products/tops.html","Lace Bodysuit","https://www2.hm.com/en_us/productpage.0809357001.html","Lace Bodysuit","$17.99","V-neck bodysuit in soft lace with jersey lining at bust. Narrow, adjustable shoulder straps, high-cut back, and snap fasteners at gusset.","Lining: Viscose 95%, Elastane 5%","Sleeveless","STYLE
				
					V-neck","Black","Black"
"1573262281-4954","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Jersey Tank Top","https://www2.hm.com/en_us/productpage.0474123014.html","Ribbed Jersey Tank Top","$17.99","Wide-cut tank top in washed jersey with narrow shoulder straps and deep armholes. Decorative seam at back and raw-edge, rounded hem. Shorter at front and longer at back.","Cotton 53%, Viscose 45%, Elastane 2%","Sleeveless","STYLE
				
					Camisole Top","White","White"
"1573262719-5093","https://www2.hm.com/en_us/women/products/tops.html","Linen Jersey Top","https://www2.hm.com/en_us/productpage.0765974003.html","Linen Jersey Top","$14.99","PREMIUM QUALITY. Top in airy linen jersey. Low-cut neckline and narrow shoulder straps.","Linen 100%","Front: Length: 56.0 cm (Size XXS) – cm = unitofmeasure","STYLE
				
					Camisole Top","Dark gray-blue","Dark gray-blue"
"1573262888-5143","https://www2.hm.com/en_us/women/products/tops.html","2-pack Cotton-blend Tank Tops","https://www2.hm.com/en_us/productpage.0824999002.html","2-pack Cotton-blend Tank Tops","$9.99","CONSCIOUS. Fitted tank tops in soft jersey made from an organic cotton blend. Narrow shoulder straps.","Cotton 95%, Elastane 5%","Sleeveless","STYLE
				
					Camisole Top","Light beige/dark gray melange","Light beige/dark gray melange"
"1573261526-4724","https://www2.hm.com/en_us/women/products/tops.html","Wrapover Top with Lace","https://www2.hm.com/en_us/productpage.0718164001.html","Wrapover Top with Lace","$14.99","Short top in ribbed jersey with a V-neck. Wrapover front with a tie, long sleeves with small ruffle trim at cuffs, and scalloped lace trim at front.","Lace: Polyester 57%, Polyamide 38%, Elastane 5%","Short","STYLE
				
					Wrapover
					V-neck","Light gray melange/white","Light gray melange"
