web-scraper-order,web-scraper-start-url,link,link-href,title,price,colour,description,material
"1573330868-12416","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","ALICE IN WONDERLAND © DISNEY T-SHIRT","https://www.zara.com/sg/en/alice-in-wonderland-%C2%A9-disney-t-shirt-p04644011.html","ALICE IN WONDERLAND © DISNEY T-SHIRT Details","S$ 39.90","Charcoal","Loose round neck T-shirt with short sleeves. Featuring an Alice in Wonderland ©Disney print.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573342772-15930","https://www.zara.com/sg/en/woman-outerwear-l1184.html?v1=1281618","OVERSIZED CHECKED COAT","https://www.zara.com/sg/en/oversized-checked-coat-p08683114.html","OVERSIZED CHECKED COAT Details","S$ 199.00","Ecru / Black","Oversize coat made of a wool blend. Featuring a lapel collar, long sleeves, front welt pockets, hem with back vent and front button fastening. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573331962-12690","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","HALTERNECK BODYSUIT","https://www.zara.com/sg/en/halterneck-bodysuit-p05039371.html","HALTERNECK BODYSUIT Details","S$ 29.90","beige-pink","Halterneck bodysuit with snap-button fastening at the bottom.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573342846-15950","https://www.zara.com/sg/en/woman-outerwear-l1184.html?v1=1281618","HIGH COLLAR COAT","https://www.zara.com/sg/en/high-collar-coat-p08491130.html","HIGH COLLAR COAT Details","S$ 179.00","Ecru / Brown","Long sleeve coat with a high collar. Featuring front welt pockets, a belt in matching fabric and button fastening at the front.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573335617-13813","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","RUFFLED KNIT DRESS","https://www.zara.com/sg/en/ruffled-knit-dress-p06771109.html","RUFFLED KNIT DRESS Details","S$ 89.90","Black","Long sleeve dress with a high neck. Featuring matching ruffle trims.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573336246-13975","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","OVERSIZED KNIT CARDIGAN","https://www.zara.com/sg/en/oversized-knit-cardigan-p06771107.html","OVERSIZED KNIT CARDIGAN Details","S$ 69.90","White","Oversized chunky knit cardigan with long sleeves and ribbed trims. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573337804-14418","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","TEXTURED WEAVE TOP","https://www.zara.com/sg/en/textured-weave-top-p07521130.html","TEXTURED WEAVE TOP Details","S$ 59.90","Ecru","Round neck top featuring puff sleeves that reach below the elbow with elastic cuffs, gathered and ruffled details and button fastening at the back.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573334600-13458","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","CREASED-EFFECT TROUSERS","https://www.zara.com/sg/en/creased-effect-trousers-p08122529.html","CREASED-EFFECT TROUSERS Details","S$ 119.00","Black","Flowing high-waist trousers featuring side pockets, false welt pockets at the back, darted detailing on the front and zip and snap button fastening at the front.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573342352-15784","https://www.zara.com/sg/en/woman-jackets-l1114.html?v1=1281623","BUTTONED FAUX LEATHER JACKET","https://www.zara.com/sg/en/buttoned-faux-leather-jacket-p03046246.html","BUTTONED FAUX LEATHER JACKET Details","S$ 59.90","Black","Long sleeve jacket with a round neckline, a defined seam detail and snap-button fastening at the front. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for planet: More sustainable PU. 
More sustainable polyurethane is made using a new technology that helps us protect the environment.","null"
"1573339758-15033","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","SATIN DRESS","https://www.zara.com/sg/en/satin-dress-p02712850.html","SATIN DRESS Details","S$ 69.90","Brown","Satin V-neck dress with straps and gathered detail on the chest.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573336008-13917","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","WOOL AND MOHAIR CARDIGAN","https://www.zara.com/sg/en/wool-and-mohair-cardigan-p05802117.html","WOOL AND MOHAIR CARDIGAN Details","S$ 69.90","Green","Knit cardigan in a wool and mohair blend. Featuring a round neckline, long sleeves and front fastening with rhinestone buttons. 

HEIGHT OF MODEL: 177 CM / 69.6″","null"
"1573341324-15472","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","RUFFLED METALLIC THREAD DRESS","https://www.zara.com/sg/en/ruffled-metallic-thread-dress-p01131822.html","RUFFLED METALLIC THREAD DRESS Details","S$ 59.90","Silver","Short dress featuring a high neck, long sleeves with elastic trim, metallic thread detail and ruffle trims on the hem.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573338953-14838","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","null","","","","","",""
"1573342834-15947","https://www.zara.com/sg/en/woman-outerwear-l1184.html?v1=1281618","DOUBLE-BREASTED COAT","https://www.zara.com/sg/en/double-breasted-coat-p07522250.html","DOUBLE-BREASTED COAT Details","S$ 229.00","Sand","Coat featuring a lapel collar, long sleeves, front welt pockets and a back vent. Double-breasted button fastening at the front. Made of a wool blend.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573335535-13790","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","WIDE TEXTURED SLEEVE TOP","https://www.zara.com/sg/en/wide-textured-sleeve-top-p02142116.html","WIDE TEXTURED SLEEVE TOP Details","S$ 69.90","only one","Semi-sheer knit top featuring a straight neckline and long puff sleeves ending in a wide cuff. 

This garment is not lined. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573338019-14482","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","POLKA DOT SHIRT WITH POCKET","https://www.zara.com/sg/en/polka-dot-shirt-with-pocket-p02157247.html","POLKA DOT SHIRT WITH POCKET Details","S$ 45.90","Pink","Long sleeve flowing shirt with a regular collar, front patch pocket and a button-up front. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573340174-15142","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","MINI CAMISOLE DRESS","https://www.zara.com/sg/en/mini-camisole-dress-p01165218.html","MINI CAMISOLE DRESS Details","S$ 59.90","Aged gold","Dress featuring a draped neckline and thin straps.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573336589-14112","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","FLOWING CROPPED SHIRT","https://www.zara.com/sg/en/flowing-cropped-shirt-p06929200.html","FLOWING CROPPED SHIRT Details","S$ 49.90","Light blue","Cropped shirt with a V-neck and lapels. Featuring short sleeves, a front false flap pocket and an elastic hem. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: TENCEL™ Lyocell. 
TENCEL™ is made from wood grown in sustainably managed forests that guarantee their reforestation and is produced in a closed cycle that is environmentally and water friendly.","null"
"1573339817-15048","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","VOLUMINOUS TEXTURED DRESS","https://www.zara.com/sg/en/voluminous-textured-dress-p05039917.html","VOLUMINOUS TEXTURED DRESS Details","S$ 49.90","Black","Midi dress with a round neck and short puff sleeves. Featuring elastic side tabs at the waist and a slit at the back with a bow.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573342923-15973","https://www.zara.com/sg/en/woman-outerwear-l1184.html?v1=1281618","FAUX LEATHER OVERSHIRT","https://www.zara.com/sg/en/faux-leather-overshirt-p07901200.html","FAUX LEATHER OVERSHIRT Details","S$ 89.90","Black","Collared overshirt with long sleeves. Featuring front patch pockets, a belt appliqué in matching fabric, side vents at the hem and button fastening at the front with covered buttons. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573336129-13946","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","JACQUARD DRESS WITH PUFF SLEEVES","https://www.zara.com/sg/en/jacquard-dress-with-puff-sleeves-p00021113.html","JACQUARD DRESS WITH PUFF SLEEVES Details","S$ 89.90","Grey","Knit dress with a round neckline, long puff sleeves and ribbed trims. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573342181-15735","https://www.zara.com/sg/en/woman-jackets-l1114.html?v1=1281623","FAUX LEATHER JACKET","https://www.zara.com/sg/en/faux-leather-jacket-p03046262.html","FAUX LEATHER JACKET Details","S$ 89.90","Khaki","Long sleeve jacket with a regular collar. Featuring front patch pockets with flaps, contrast topstitching and metal snap-button fastening at the front. 

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573337650-14375","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","DENIM JACKET WITH POCKETS","https://www.zara.com/sg/en/denim-jacket-with-pockets-p08246258.html","DENIM JACKET WITH POCKETS Details","S$ 119.00","Dark blue","Collared jacket with long sleeves. Featuring patch pockets on the front and on the chest. Button fastening at the front. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573330217-12170","https://www.zara.com/sg/en/woman-basics-l1050.html?v1=1282128","MERINO WOOL SWEATER","https://www.zara.com/sg/en/merino-wool-sweater-p05755101.html","MERINO WOOL SWEATER Details","S$ 89.90","Brown / Taupe","Wool sweater with a V-neckline and long sleeves.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573336387-14016","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","WOOL BLEND HIGH NECK SWEATER","https://www.zara.com/sg/en/wool-blend-high-neck-sweater-p05755126.html","WOOL BLEND HIGH NECK SWEATER Details","S$ 119.00","Anthracite grey","Oversized long sleeve sweater in a wool blend with a high neck. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573337675-14382","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","FLORAL PRINT TOP","https://www.zara.com/sg/en/floral-print-top-p03440250.html","FLORAL PRINT TOP Details","S$ 69.90","Black","High collar top with long puff sleeves and gathered cuffs. Fastens at the back with an invisible zip. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573338953-14833","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","null","","","","","",""
"1573336747-14152","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","RUFFLED BLOUSE","https://www.zara.com/sg/en/ruffled-blouse-p07692379.html","RUFFLED BLOUSE Details","S$ 59.90","Sea green","Flowing V-neck blouse with long sleeves, elastic cuffs, ruffled trims on the chest and sleeves and front button fastening.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573340150-15136","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","MIDI DRESS WITH POCKETS","https://www.zara.com/sg/en/midi-dress-with-pockets-p07901202.html","MIDI DRESS WITH POCKETS Details","S$ 69.90","Camel","Sleeveless midi dress with a round neck. Concealed side pockets on the seam. Back fastening with bow and opening.

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for water: These garments have been made using technologies that reduce water consumption in dyeing processes.","null"
"1573333728-13205","https://www.zara.com/sg/en/woman-jeans-l1119.html?v1=1281624","TROUSERS WITH RHINESTONE SIDE STRIPES","https://www.zara.com/sg/en/trousers-with-rhinestone-side-stripes-p05899167.html","TROUSERS WITH RHINESTONE SIDE STRIPES Details","S$ 59.90","Black","High-waist trousers in stretchy fabric with rhinestone-appliquéd side stripes and zip fly and top button fastening. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573330741-12334","https://www.zara.com/sg/en/woman-sweatshirts-l1320.html?v1=1281548","SWEATSHIRT WITH MATCHING RUFFLE TRIM","https://www.zara.com/sg/en/sweatshirt-with-matching-ruffle-trim-p08779466.html","SWEATSHIRT WITH MATCHING RUFFLE TRIM Details","S$ 49.90","Ecru","Round neck sweatshirt with long sleeves and a contrast ruffled finish along the hem. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573331696-12627","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","SOFT-TOUCH T-SHIRT","https://www.zara.com/sg/en/soft-touch-t-shirt-p02712632.html","SOFT-TOUCH T-SHIRT Details","S$ 29.90","Stone","High neck T-shirt with short sleeves. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573330992-12444","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","T-SHIRT WITH FRONT PRINT","https://www.zara.com/sg/en/t-shirt-with-front-print-p00208901.html","T-SHIRT WITH FRONT PRINT Details","S$ 29.90","White","Short sleeve T-shirt with a round neckline and combined print on the front.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573337359-14304","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","CROPPED TOP WITH GATHERED DETAILS","https://www.zara.com/sg/en/cropped-top-with-gathered-details-p03564173.html","CROPPED TOP WITH GATHERED DETAILS Details","S$ 59.90","Black","V-neck top with long sleeves finished with buttons. Invisible side zip fastening in the seam.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573332908-12961","https://www.zara.com/sg/en/woman-skirts-l1299.html?v1=1281622","PLEATED SKIRT WITH BELT","https://www.zara.com/sg/en/pleated-skirt-with-belt-p04886279.html","PLEATED SKIRT WITH BELT Details","S$ 89.90","Dark grey","Midi skirt featuring a matching belt and invisible side zip fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573332283-12784","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","SATIN BODYSUIT","https://www.zara.com/sg/en/satin-bodysuit-p01131814.html","SATIN BODYSUIT Details","S$ 29.90","Terracotta","Bodysuit with a round neckline, thin adjustable straps and snap-button fastening at the bottom.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573329844-12020","https://www.zara.com/sg/en/woman-suits-l1437.html?v1=1281679","HIGH WAIST TROUSERS WITH DARTS","https://www.zara.com/sg/en/high-waist-trousers-with-darts-p01478250.html","HIGH WAIST TROUSERS WITH DARTS Details","S$ 59.90","Green","High waist trousers with front welt pockets and front darts at the waist. Fastening with metal hook, inside button and zip fastening in the front.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573336815-14167","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","SATIN CROP TOP","https://www.zara.com/sg/en/satin-crop-top-p08098208.html","SATIN CROP TOP Details","S$ 45.90","Cava","Crop top with thin adjustable straps, a gathered straight neckline and elastic detail on the back.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573335223-13697","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","null","","","","","",""
"1573342019-15694","https://www.zara.com/sg/en/woman-jackets-l1114.html?v1=1281623","RUSTIC QUILTED GILET","https://www.zara.com/sg/en/rustic-quilted-gilet-p06929225.html","RUSTIC QUILTED GILET Details","S$ 89.90","Ecru","Loose-fit sleeveless gilet with a round neckline. Featuring side pockets and a tie belt in matching fabric.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573333140-13032","https://www.zara.com/sg/en/woman-skirts-l1299.html?v1=1281622","ANIMAL PRINT ORGANZA SKIRT","https://www.zara.com/sg/en/animal-print-organza-skirt-p07385287.html","ANIMAL PRINT ORGANZA SKIRT Details","S$ 69.90","Leopard","Long semi-sheer skirt with an elastic waist, lining and side in-seam zip fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573332189-12754","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","T-SHIRT WITH FRONT PRINT","https://www.zara.com/sg/en/t-shirt-with-front-print-p09362626.html","T-SHIRT WITH FRONT PRINT Details","S$ 19.90","Black / White","Short sleeve T-shirt with a round neckline and a contrast front print.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573336395-14019","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","KNIT HOODIE WITH MATCHING TRIM","https://www.zara.com/sg/en/knit-hoodie-with-matching-trim-p06771134.html","KNIT HOODIE WITH MATCHING TRIM Details","S$ 69.90","Light blue","Long sleeve knit hoodie with an adjustable hood. Featuring a matching tulle appliqué on the hem. 

HEIGHT OF MODEL: 177 CM / 69.6″","null"
"1573335800-13864","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","TOP WITH FRILL SLEEVE","https://www.zara.com/sg/en/top-with-frill-sleeve-p02488132.html","TOP WITH FRILL SLEEVE Details","S$ 59.90","Black","Knit top with a round neckline. Featuring long semi-sheer sleeves with ruffle trims and elastic cuffs.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573334784-13512","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","WIDE-LEG CORDUROY TROUSERS","https://www.zara.com/sg/en/wide-leg-corduroy-trousers-p02761272.html","WIDE-LEG CORDUROY TROUSERS Details","S$ 69.90","Navy blue","High waist trousers with front pockets and back welt pockets, wide leg with front pleats and zip fly and top button fastening. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573333080-13014","https://www.zara.com/sg/en/woman-skirts-l1299.html?v1=1281622","ANIMAL PRINT SKIRT","https://www.zara.com/sg/en/animal-print-skirt-p07563265.html","ANIMAL PRINT SKIRT Details","S$ 89.90","Khaki","Long, flowing A-line skirt with invisible zip fastening at the back. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573342071-15707","https://www.zara.com/sg/en/woman-jackets-l1114.html?v1=1281623","COMBINED JACKET WITH SEASHELLS","https://www.zara.com/sg/en/combined-jacket-with-seashells-p02903250.html","COMBINED JACKET WITH SEASHELLS Details","S$ 89.90","Cream","Collared jacket with long sleeves. Featuring front pockets and patch pockets with flaps on the chest, shoulder tabs, contrast hem with seashell appliqués and a button-up front hidden by a placket. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573333187-13047","https://www.zara.com/sg/en/woman-skirts-l1299.html?v1=1281622","FAUX LEATHER MIDI SKIRT","https://www.zara.com/sg/en/faux-leather-midi-skirt-p05427256.html","FAUX LEATHER MIDI SKIRT Details","S$ 59.90","Black","Paper bag style high waist skirt with elasticated waist. Featuring side pockets hidden in-seam, bow detail and front button fastening.

HEIGHT OF MODEL: 177 CM / 69.6″

JOIN LIFE
Care for planet: More sustainable PU. 
More sustainable polyurethane is made using a new technology that helps us protect the environment.","null"
"1573335423-13763","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","SHIMMERY KNIT BLOUSE","https://www.zara.com/sg/en/shimmery-knit-blouse-p01822115.html","SHIMMERY KNIT BLOUSE Details","S$ 69.90","Light blue","Long sleeve knit blouse with a round neckline. 

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573336136-13948","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","TEXTURED WEAVE KNIT CARDIGAN","https://www.zara.com/sg/en/textured-weave-knit-cardigan-p03597014.html","TEXTURED WEAVE KNIT CARDIGAN Details","S$ 119.00","Multicoloured","Long sleeve cardigan with a round neckline. Featuring front patch pockets and a wrap-style front with buttons.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573330797-12388","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","null","","","","","",""
"1573332999-12988","https://www.zara.com/sg/en/woman-skirts-l1299.html?v1=1281622","CHECK PENCIL SKIRT WITH RUFFLE TRIM","https://www.zara.com/sg/en/check-pencil-skirt-with-ruffle-trim-p08175119.html","CHECK PENCIL SKIRT WITH RUFFLE TRIM Details","S$ 69.90","Black / Ecru","Short pencil skirt featuring a ruffle trim in matching fabric and invisible zip fastening at the back. 

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573339349-14928","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","PENCIL DRESS WITH STRAPS","https://www.zara.com/sg/en/pencil-dress-with-straps-p05644380.html","PENCIL DRESS WITH STRAPS Details","S$ 29.90","Sand","Pencil dress with a straight-cut neckline, straps and a back vent.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573333210-13054","https://www.zara.com/sg/en/woman-skirts-l1299.html?v1=1281622","TAFFETA MINI SKIRT","https://www.zara.com/sg/en/taffeta-mini-skirt-p03068244.html","TAFFETA MINI SKIRT Details","S$ 59.90","Black","Short skirt with an elastic waist. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573341763-15622","https://www.zara.com/sg/en/woman-jackets-l1114.html?v1=1281623","null","","","","","",""
"1573332903-12959","https://www.zara.com/sg/en/woman-skirts-l1299.html?v1=1281622","PRINTED MINI SKIRT","https://www.zara.com/sg/en/printed-mini-skirt-p02587161.html","PRINTED MINI SKIRT Details","S$ 59.90","Multicoloured","Mini skirt with gathering and invisible side zip fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573342535-15864","https://www.zara.com/sg/en/woman-outerwear-l1184.html?v1=1281618","BELTED LONG COAT","https://www.zara.com/sg/en/belted-long-coat-p08302744.html","BELTED LONG COAT Details","S$ 259.00","Black","Round neck coat with no lapels. Featuring long sleeves, side in-seam pockets and a back vent. Matching belt fastening at the front. Made of a wool blend.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573330472-12255","https://www.zara.com/sg/en/woman-sweatshirts-l1320.html?v1=1281548","OFFICIAL E.T. © UNIVERSAL CITY STUDIOS LLC. SWEATSHIRT","https://www.zara.com/sg/en/official-e-t--%C2%A9-universal-city-studios-llc--sweatshirt-p04644633.html","OFFICIAL E.T. © UNIVERSAL CITY STUDIOS LLC. SWEATSHIRT Details","S$ 59.90","Charcoal","Long sleeve sweatshirt with a round neckline. Featuring a contrast print of the film E.T. © Universal City Studios LLC. on the front.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573336501-14087","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","null","","","","","",""
"1573342227-15748","https://www.zara.com/sg/en/woman-jackets-l1114.html?v1=1281623","HOODED FAUX SUEDE JACKET","https://www.zara.com/sg/en/hooded-faux-suede-jacket-p04387362.html","HOODED FAUX SUEDE JACKET Details","S$ 89.90","Khaki","Jacket with a hooded high neck and long sleeves. Featuring front pouch pocket, adjustable drawstring hem and a metallic zip front fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573342754-15924","https://www.zara.com/sg/en/woman-outerwear-l1184.html?v1=1281618","OVERSIZED BOUCLÉ COAT","https://www.zara.com/sg/en/oversized-boucl%C3%A9-coat-p01255241.html","OVERSIZED BOUCLÉ COAT Details","S$ 159.00","Beige / Green","Oversized long sleeve coat with a lapel collar. Featuring front flap pockets and single-button fastening at the front.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573340681-15285","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","PUFF SLEEVE DRESS","https://www.zara.com/sg/en/puff-sleeve-dress-p05580804.html","PUFF SLEEVE DRESS Details","S$ 59.90","Black","Short dress featuring a round neckline and long puff sleeves in matching fabric. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573342465-15826","https://www.zara.com/sg/en/woman-outerwear-l1184.html?v1=1281618","null","","","","","",""
"1573334353-13390","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","SEQUINNED FLARED TROUSERS","https://www.zara.com/sg/en/sequinned-flared-trousers-p07912048.html","SEQUINNED FLARED TROUSERS Details","S$ 119.00","Fuchsia","High waist trousers with matching sequin appliqués and invisible side zip fastening. 

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573330375-12229","https://www.zara.com/sg/en/woman-sweatshirts-l1320.html?v1=1281548","SWEATSHIRT WITH TOPSTITCHING","https://www.zara.com/sg/en/sweatshirt-with-topstitching-p01660305.html","SWEATSHIRT WITH TOPSTITCHING Details","S$ 45.90","Oyster White","Long sleeve sweatshirt with an adjustable hood, contrasting topstitching detail and ribbed trims.

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: At least 65% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.","null"
"1573333034-12999","https://www.zara.com/sg/en/woman-skirts-l1299.html?v1=1281622","PLEATED MIDI SKIRT","https://www.zara.com/sg/en/pleated-midi-skirt-p04786304.html","PLEATED MIDI SKIRT Details","S$ 69.90","Purple","Pleated fabric midi skirt with lining and an invisible side zip fastening. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573330575-12285","https://www.zara.com/sg/en/woman-sweatshirts-l1320.html?v1=1281548","FUZZY SWEATSHIRT","https://www.zara.com/sg/en/fuzzy-sweatshirt-p06050635.html","FUZZY SWEATSHIRT Details","S$ 45.90","Pink","Round neck sweatshirt with long sleeves and elastic cuffs.

HEIGHT OF MODEL: 177 CM / 69.6″","null"
"1573341686-15585","https://www.zara.com/sg/en/woman-blazers-l1055.html?v1=1281650","STRAIGHT BLAZER WITH POCKETS","https://www.zara.com/sg/en/straight-blazer-with-pockets-p08009703.html","STRAIGHT BLAZER WITH POCKETS Details","S$ 179.00","Black","Blazer with a lapel collar and long sleeves. Featuring front flap pockets, a chest welt pocket, back vent and button fastening in the front. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573330797-12350","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","null","","","","","",""
"1573335223-13662","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","null","","","","","",""
"1573339639-15000","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","PRINTED MINI JUMPSUIT","https://www.zara.com/sg/en/printed-mini-jumpsuit-p05216248.html","PRINTED MINI JUMPSUIT Details","S$ 89.90","Black","Flowing short sleeve jumpsuit with a lapel collar. Featuring side in-seam pockets, a belt appliqué detail with a lined buckle and wrap-style fastening in the front with an invisible zip and lined buttons. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573337191-14260","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","SHINY TOP WITH LACE TRIM","https://www.zara.com/sg/en/shiny-top-with-lace-trim-p01131916.html","SHINY TOP WITH LACE TRIM Details","S$ 45.90","Green","V-neck top featuring thin straps, contrast lace trim and shiny appliqués.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573332698-12904","https://www.zara.com/sg/en/woman-skirts-l1299.html?v1=1281622","FAUX LEATHER BERMUDA SHORTS","https://www.zara.com/sg/en/faux-leather-bermuda-shorts-p03046239.html","FAUX LEATHER BERMUDA SHORTS Details","S$ 45.90","Black","Mid waist Bermuda shorts with an elastic drawstring waistband and front pockets.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573330333-12205","https://www.zara.com/sg/en/woman-basics-l1050.html?v1=1282128","BASIC HIGH NECK SWEATER","https://www.zara.com/sg/en/basic-high-neck-sweater-p05646123.html","BASIC HIGH NECK SWEATER Details","S$ 45.90","Mink","Knit sweater featuring a high neck, long sleeves with decorative metal buttons and ribbed trims. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573331175-12491","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","IGGY JOEY© T-SHIRT","https://www.zara.com/sg/en/iggy-joey%C2%A9-t-shirt-p04644321.html","IGGY JOEY© T-SHIRT Details","S$ 39.90","Charcoal","Short sleeve T-shirt with a round neckline. Featuring an Iggy Joey© 2019 print.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573338953-14817","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","null","","","","","",""
