web-scraper-order,web-scraper-start-url,link,link-href,title,price,description,material,size,style,colour,colour2
"1573224773-3601","https://www2.hm.com/en_us/women/products/dresses.html","Seersucker Dress","https://www2.hm.com/en_us/productpage.0727719003.html","Seersucker Dress","$24.99","Sleeveless, knee-length dress in seersucker made from a cotton blend. Round neckline and opening at back of neck with concealed button. Straight-cut with seam at hips and gathered, flared skirt. Cotton lining.","Lining: Cotton 100%","Midi","STYLE
				
					Round Neck
					Keyhole","Light orange/white","Light orange"
"1573243410-4134","https://www2.hm.com/en_us/women/products/dresses.html","Balloon-sleeved Tunic","https://www2.hm.com/en_us/productpage.0799852003.html","Balloon-sleeved Tunic","$49.99","V-neck tunic in airy, woven viscose fabric. Small ruffled collar, long sleeves with decorative pleats, and narrow cuffs with buttons. Seams at lower section with decorative pleats and a flounce. V-neck liner dress in jersey. Relaxed fit.","Lining: Polyester 100%","Long sleeve","STYLE
				
					Balloon Sleeve
					V-neck","Black","Black"
"1573225157-3614","https://www2.hm.com/en_us/women/products/dresses.html","V-neck Jersey Dress","https://www2.hm.com/en_us/productpage.0773463002.html","V-neck Jersey Dress","$24.99","Short, V-neck dress in crêped jersey with a tie belt at waist and short, ruffled sleeves with overlocked edges.","Polyester 93%, Elastane 7%","Short","STYLE
				
					Flounced Sleeve
					V-neck","Black/white","Black/patterned"
"1573249853-4307","https://www2.hm.com/en_us/women/products/dresses.html","Lace V-neck Dress","https://www2.hm.com/en_us/productpage.0800801001.html","Lace V-neck Dress","$49.99","Fitted, knee-length lace dress with cap sleeves. V-neck, seam at waist, and concealed zip at back. Lined.","Lace: Cotton 45%, Polyamide 40%, Viscose 15%","Short","STYLE
				
					Cap sleeve
					V-neck","Black","Black"
"1573228148-3704","https://www2.hm.com/en_us/women/products/dresses.html","Flounce-sleeved Dress","https://www2.hm.com/en_us/productpage.0690193007.html","Flounce-sleeved Dress","$24.99","Short dress in woven fabric. Round neckline with opening and button at back of neck. 3/4-length sleeves with flounces at cuffs.","Polyester 97%, Elastane 3%","Back: Length: 86.5 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Round Neck
					Keyhole
					Flounced Sleeve","Powder pink/dark pink/dusky green/light blue","Powder pink/roses"
"1573254429-4432","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Stand-up Collar","https://www2.hm.com/en_us/productpage.0787285005.html","Dress with Stand-up Collar","$49.99","Calf-length dress in woven viscose fabric with a printed pattern. Stand-up collar, smocked yoke, and long, wide sleeves with smocked cuffs. Seam at hem with a wide flounce. Unlined.","Polyester 100%","Midi","STYLE
				
					Smocking
					Balloon Sleeve
					Stand-up Collar","Beige/cream/dark brown","Beige/snakeskin-patterned"
"1573235816-3925","https://www2.hm.com/en_us/women/products/dresses.html","Wide-cut Chiffon Dress","https://www2.hm.com/en_us/productpage.0783844002.html","Wide-cut Chiffon Dress","$79.99","Wide-cut dress in chiffon. V-neck, seam below bust, and long sleeves with narrow cuffs. Straight-cut, pleated skirt. Lined.","Polyester 100%","Shoulder: Width: 39.8 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Balloon Sleeve
					V-neck","Bright red","Bright red"
"1573252224-4372","https://www2.hm.com/en_us/women/products/dresses.html","Calf-length Shirt Dress","https://www2.hm.com/en_us/productpage.0817378005.html","Calf-length Shirt Dress","$69.99","Calf-length dress in an airy, woven fabric. Collar, buttons at front, and yoke at back. Long sleeves and wide cuffs with buttons. Chest pockets, patch front pockets with button, and covered elastic at waist. Gently flared skirt with slit at front. Unlined.","Cupro 54%, Viscose 46%","Back: Length: 127.0 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Shirt Dress
					Cargo","Brown","Brown"
"1573225824-3633","https://www2.hm.com/en_us/women/products/dresses.html","Ribbed Wrap-front Dress","https://www2.hm.com/en_us/productpage.0749850001.html","Ribbed Wrap-front Dress","$24.99","Short dress in soft, ribbed jersey with lace trim. V-neck and sewn wrapover at front with decorative ties at one side. Long sleeves, seam at waist, and flared skirt. Unlined.","Viscose 48%, Cotton 48%, Elastane 4%","Back: Length: 87.5 cm (Size M) – cm = unitofmeasure","STYLE
				
					Wrapover
					V-neck","Light gray melange","Light gray melange"
"1573254795-4442","https://www2.hm.com/en_us/women/products/dresses.html","Patterned Dress","https://www2.hm.com/en_us/productpage.0806335003.html","Patterned Dress","$34.99","Calf-length, straight-cut dress in woven, crêped fabric. Round neckline, opening at back of neck with covered button, and long sleeves with covered button at cuffs. Gathered seam at waist and skirt with ruffle at hem. Unlined.","Viscose 100%","Back: Length: 124.5 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Round Neck
					Keyhole","Dark blue/beige/pink/khaki green","Dark blue/floral"
"1573232260-3821","https://www2.hm.com/en_us/women/products/dresses.html","Fitted Dress","https://www2.hm.com/en_us/productpage.0702935001.html","Fitted Dress","$12.99","CONSCIOUS. Short, fitted dress in stretch jersey made partly from recycled polyester. Low-cut neckline and wide shoulder straps.","Polyester 95%, Elastane 5%","Short","STYLE
				
					Low-cut Neckline
					Fitted","Black","Black"
"1573249494-4297","https://www2.hm.com/en_us/women/products/dresses.html","Puff-sleeved Dress","https://www2.hm.com/en_us/productpage.0806518003.html","Puff-sleeved Dress","$69.99","Short dress in a woven, lightly crêped fabric with a sheen. Sweetheart neckline and pleats at top. 3/4-length sleeves with wrapover shoulders and a layered organza detail on inside for shape and volume. Opening at back of neck with covered button, seam below bust, and concealed zip at back with hook-and-eye fastener. Fitted skirt with gathers at sides and pleats. Satin lining.","Polyester 100%","Short","STYLE
				
					Puff Sleeve
					Sweetheart Neckline
					Wrapover","Light beige","Light beige"
"1573246777-4223","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Tie Belt","https://www2.hm.com/en_us/productpage.0835247001.html","Dress with Tie Belt","$39.99","Calf-length dress in softly draped woven viscose fabric. Band collar, covered buttons at front, and long raglan sleeves with buttons at cuffs. Removable tie belt at waist.","Viscose 100%","Back: Length: 122.0 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Raglan Sleeve
					Band Collar","Black/red/beige/white","Black/red plaid"
"1573239865-4039","https://www2.hm.com/en_us/women/products/dresses.html","Long Halterneck Dress","https://www2.hm.com/en_us/productpage.0785097001.html","Long Halterneck Dress","$59.99","Long dress in softly draped jersey. V-neck, wide ties at back of neck, and open back. Elasticized seam at waist and flared skirt with raw-edge hem. Lined bodice and short liner skirt.","Lining: Polyester 93%, Elastane 7%","Long","STYLE
				
					Plunge Back
					Halterneck","Light red","Light red"
"1573235681-3921","https://www2.hm.com/en_us/women/products/dresses.html","Lace Dress","https://www2.hm.com/en_us/productpage.0608007017.html","Lace Dress","$79.99","Calf-length lace dress with a V-neck. Narrow, adjustable shoulder straps, seam at waist with concealed zip, and a flared skirt. Lined.","Details: Polyamide 100%","Midi","STYLE
				
					V-neck","Dusty rose/beige","Dusty rose"
"1573228221-3706","https://www2.hm.com/en_us/women/products/dresses.html","Ribbed Dress","https://www2.hm.com/en_us/productpage.0726181001.html","Ribbed Dress","$29.99","Calf-length dress in a fine rib knit made from a viscose blend. Collar, V-neck, short sleeves with sewn cuffs, and narrow, elasticized seam at waist. Gently flared skirt with slits at sides. Unlined.","Viscose 65%, Polyester 30%, Elastane 5%","Midi","STYLE
				
					V-neck","Beige/black","Beige/black striped"
"1573231785-3808","https://www2.hm.com/en_us/women/products/dresses.html","Long Dress with Flounce","https://www2.hm.com/en_us/productpage.0731960007.html","Long Dress with Flounce","$24.99","Long, off-the-shoulder dress in soft, heavily draped viscose jersey. Short sleeves, elasticized upper edge with a wide flounce, and elasticized seam below bust. Gently flared skirt with high slits at front. Unlined.","Viscose 95%, Elastane 5%","Back: Length: 122.5 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Off-the-shoulder","White/red/light pink/light blue/dusky green","White/floral"
"1573248856-4280","https://www2.hm.com/en_us/women/products/dresses.html","Cupro-blend Dress","https://www2.hm.com/en_us/productpage.0822201001.html","Cupro-blend Dress","$69.99","Calf-length dress in a woven cupro and viscose blend with a sheen. Collar, attached wrapover at front with decorative tie detail at one side, and an elasticized seam at waist. Long sleeves and cuffs with covered buttons. Unlined.","Cupro 70%, Viscose 30%","Shoulder: Width: 49.8 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Shirt Dress
					Turn-down Collar
					Wrapover
					V-neck","Light beige","Light beige"
"1573243295-4131","https://www2.hm.com/en_us/women/products/dresses.html","Balloon-sleeved Dress","https://www2.hm.com/en_us/productpage.0788176001.html","Balloon-sleeved Dress","$19.99","Short, straight-cut dress in woven fabric. Small stand-up collar, button placket, gathers at shoulders, and gathered yoke at back. Long balloon sleeves with buttons at cuffs. Unlined.","Viscose 100%","Sleeve: Length: 61.7 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Balloon Sleeve
					Stand-up Collar","Black","Black"
"1573233471-3860","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Eyelet Embroidery","https://www2.hm.com/en_us/productpage.0781117001.html","Dress with Eyelet Embroidery","$39.99","Short dress in airy, woven cotton fabric with contrasting details in eyelet embroidery. Round neckline, opening at back with crossover lacing, short sleeves with scalloped trim, gathered seam at waist, and gently flared skirt with scalloped hem. Unlined.","Cotton 100%","Shoulder: Width: 38.0 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Round Neck","White/black","White/black"
"1573252573-4381","https://www2.hm.com/en_us/women/products/dresses.html","Knit Cowl-neck Dress","https://www2.hm.com/en_us/productpage.0771829002.html","Knit Cowl-neck Dress","$49.99","Calf-length dress in a soft knit with wool content. Large cowl neck, dropped shoulders, and ribbing at cuffs and hem. Short slits at sides.","Acrylic 59%, Polyamide 36%, Wool 5%","Front: Length: 111.5 cm (Size M) – cm = unitofmeasure","STYLE
				
					Turtleneck
					Sweater Dress","Black","Black"
"1573250835-4334","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Tie Belt","https://www2.hm.com/en_us/productpage.0787237005.html","Dress with Tie Belt","$34.99","Straight-cut, calf-length dress in woven fabric. Band collar, covered buttons at top, and removable tie belt at waist. Long, slightly wider sleeves and narrow cuffs with covered button. Unlined.","Viscose 100%","Midi","STYLE
				
					Band Collar","Dark green","Dark green"
"1573229448-3743","https://www2.hm.com/en_us/women/products/dresses.html","Satin Dress with Ties","https://www2.hm.com/en_us/productpage.0769344001.html","Satin Dress with Ties","$59.99","Calf-length dress in softly draped satin with a printed pattern. Narrow, adjustable shoulder straps, V-neck at front with ties, and seam below bust. Concealed side zip and skirt with slit in one side. Partly lined.","Lining: Polyester 100%","Midi","STYLE
				
					V-neck","Dark yellow/black","Dark yellow/leopard print"
"1573229189-3736","https://www2.hm.com/en_us/women/products/dresses.html","Wide-cut Dress","https://www2.hm.com/en_us/productpage.0735122001.html","Wide-cut Dress","$34.99","Wide-cut dress in airy, woven fabric. Small collar and opening at front with ties at neckline. Long balloon sleeves, pleated cuffs with button, seam at hips, and gathered, flared skirt. Unlined.","Viscose 58%, Cotton 42%","Sleeve: Length: 57.7 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Balloon Sleeve","Light green/beige","Light green/floral"
"1573226504-3652","https://www2.hm.com/en_us/women/products/dresses.html","Lace V-neck Dress","https://www2.hm.com/en_us/productpage.0783444002.html","Lace V-neck Dress","$59.99","Short, sleeveless dress in lace with scalloped edges. V-neck, adjustable, extra-narrow shoulder straps, and a concealed zip at back. Seam at waist with a band in hem-stitched embroidery. Gently flared skirt. Jersey lining.","Polyester 100%","Short","STYLE
				
					V-neck","Light blue","Light blue"
"1573230478-3771","https://www2.hm.com/en_us/women/products/dresses.html","Sleeveless Dress","https://www2.hm.com/en_us/productpage.0693612003.html","Sleeveless Dress","$29.99","Long, sleeveless dress in airy woven fabric. Narrow-cut at top with short, narrow shoulder straps. Narrow, elasticized seam at waist and removable tie belt. Lined.","Polyester 100%","Midi","","Dark gray/green","Dark gray/floral"
"1573249257-4291","https://www2.hm.com/en_us/women/products/dresses.html","Fine-knit Dress","https://www2.hm.com/en_us/productpage.0811099003.html","Fine-knit Dress","$29.99","Fitted sweater in soft, fine-knit viscose-blend fabric with a mock turtleneck and long sleeves.","Viscose 70%, Polyamide 30%","Midi","STYLE
				
					Mock Turtleneck
					Fitted","Bright red","Bright red"
"1573245736-4196","https://www2.hm.com/en_us/women/products/dresses.html","Merino Wool Dress","https://www2.hm.com/en_us/productpage.0776731001.html","Merino Wool Dress","$69.99","PREMIUM QUALITY. Fitted, knee-length dress in soft, fine-knit merino wool with decorative seams. Mock turtleneck and long, voluminous sleeves. Roll edges at neck, cuffs, and hem.","Wool 100%","Midi","STYLE
				
					Mock Turtleneck","Black","Black"
"1573242921-4121","https://www2.hm.com/en_us/women/products/dresses.html","Satin Dress","https://www2.hm.com/en_us/productpage.0789361001.html","Satin Dress","$99.00","STUDIO COLLECTION. Dress in airy, softly draped satin with lace details and hemstitch embroidery. Straight-cut with gently draped lower section. Lace-covered V-neck at front and back, cap sleeves, and asymmetric hem with slit at front. Unlined.","Lining: Polyester 100%","Midi","STYLE
				
					Draped
					Cap sleeve
					V-neck","Olive green","Olive green"
"1573242693-4115","https://www2.hm.com/en_us/women/products/dresses.html","One-shoulder Dress","https://www2.hm.com/en_us/productpage.0834426001.html","One-shoulder Dress","$34.99","Short, one-shoulder dress in satin with one lined sleeve. Concealed side zip, seam at waist, and gently draped, wrapover skirt with ties at one side. Partly lined.","Lining: Polyester 97%, Elastane 3%","Back: Length: 85.5 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Draped
					One-shoulder
					Wrapover","Black","Black"
"1573233647-3865","https://www2.hm.com/en_us/women/products/dresses.html","One-shoulder Dress","https://www2.hm.com/en_us/productpage.0775405001.html","One-shoulder Dress","$79.99","Short, one-shoulder A-line dress in woven cotton fabric with eyelet embroidery. One narrow, double shoulder strap. Flounce at hem. Lined.","Cotton 100%","Short","STYLE
				
					A-line
					One-shoulder","Cream","Cream"
"1573226809-3664","https://www2.hm.com/en_us/women/products/dresses.html","Denim Shirt Dress","https://www2.hm.com/en_us/productpage.0747349002.html","Denim Shirt Dress","$29.99","Short dress in washed cotton denim. Collar, snap fasteners at front, chest pockets with flap and snap fastener, and side pockets. Yoke at shoulders and back, long sleeves, and snap fastener at cuffs. Rounded hem.","Cotton 100%","Sleeve: Length: 60.5 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Shirt Dress","Black","Black"
"1573240346-4052","https://www2.hm.com/en_us/women/products/dresses.html","Lyocell-blend Kaftan","https://www2.hm.com/en_us/productpage.0746505001.html","Lyocell-blend Kaftan","$69.99","CONSCIOUS. Calf-length, V-neck kaftan a woven Tencel® lyocell blend with a slight sheen. Relaxed fit with dropped shoulders, 3/4-length sleeves with sewn cuffs, and seam at waist with a double drawstring. Concealed snap fasteners at front and welt side pockets. Unlined.","Lyocell 88%, Polyester 12%","Midi","STYLE
				
					V-neck","Orange/light beige/dark khaki green","Orange/striped"
"1573234401-3886","https://www2.hm.com/en_us/women/products/dresses.html","Flared Dress","https://www2.hm.com/en_us/productpage.0772907001.html","Flared Dress","$59.99","Fine-knit, knee-length dress with a slight sheen. Cap sleeves, seam at waist, and a flared, pleated skirt. Unlined.","Viscose 70%, Polyamide 30%","Sleeve: Length: 10.5 cm (Size M) – cm = unitofmeasure","STYLE
				
					Round Neck
					Cap sleeve
					Skater","Dark blue","Dark blue"
"1573232850-3843","https://www2.hm.com/en_us/women/products/dresses.html","Balloon-sleeved Dress","https://www2.hm.com/en_us/productpage.0788176004.html","Balloon-sleeved Dress","$19.99","Short, straight-cut dress in woven fabric. Small stand-up collar, button placket, gathers at shoulders, and gathered yoke at back. Long balloon sleeves with buttons at cuffs. Unlined.","Viscose 100%","Sleeve: Length: 61.7 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Balloon Sleeve
					Stand-up Collar","Light beige/light green/light yellow/powder pink/beige/red","Light beige/floral"
"1573232438-3826","https://www2.hm.com/en_us/women/products/dresses.html","Wrap Dress with Ruffles","https://www2.hm.com/en_us/productpage.0746849001.html","Wrap Dress with Ruffles","$39.99","Calf-length dress in woven, crêped fabric with a printed pattern. V-neck, wrapover top with ruffles extending to shoulders, and narrow, adjustable shoulder straps, crossed at back. Seam at waist, concealed side zip, and wrapover skirt. Longer at back. Short jersey liner skirt.","Polyester 96%, Elastane 4%","Midi","STYLE
				
					Wrapover
					V-neck","White/blue/dusky green/powder pink","White/floral"
"1573231426-3798","https://www2.hm.com/en_us/women/products/dresses.html","Lyocell-blend Dress","https://www2.hm.com/en_us/productpage.0809751001.html","Lyocell-blend Dress","$119.00","PREMIUM QUALITY. Calf-length dress in soft twill made from a linen and Tencel® lyocell blend. Collar, buttons at front, pleats at back of waist, and front pockets with flap and button. Long dolman sleeves with button at cuffs. Removable, adjustable belt at waist with fabric-covered buckle.","Lyocell 67%, Linen 33%","Sleeve: Length: 62.5 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Dolman Sleeve
					Cargo","Taupe","Taupe"
"1573229481-3744","https://www2.hm.com/en_us/women/products/dresses.html","Airy Tunic","https://www2.hm.com/en_us/productpage.0790167004.html","Airy Tunic","$69.99","Tunic in airy chiffon. Opening and covered button at back of neck, long batwing sleeves with drawstring at cuffs, and seam at waist with drawstring at sides. Partly lined.","Elastane 58%, Viscose 42%","Long sleeve","STYLE
				
					Round Neck
					Batwing sleeve","Powder pink","Powder pink/plumeti"
"1573234731-3895","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Smocking","https://www2.hm.com/en_us/productpage.0764514003.html","Dress with Smocking","$24.99","Calf-length dress in airy, woven viscose fabric with a printed pattern. Opening at back of neck with concealed button. Short, gently flared sleeves and smocking at waist. Unlined.","Viscose 100%","Midi","STYLE
				
					Smocking
					Round Neck
					Keyhole","Dark red/white","Dark red/white patterned"
"1573248103-4260","https://www2.hm.com/en_us/women/products/dresses.html","Silk Boat-neck Dress","https://www2.hm.com/en_us/productpage.0777854001.html","Silk Boat-neck Dress","$199.00","PREMIUM QUALITY. Calf-length dress in softly draped silk with darts at waist for a gently fitted look. Boat neckline, concealed zip at back, and hook-and-eye fastener at back of neck. Long, slightly wider sleeves with shaping seams at elbows. Seams at waist and skirt. Lining in a soft, woven tone-on-tone viscose fabric.","Silk 100%","Midi","STYLE
				
					Boat Neck","Burgundy","Burgundy"
"1573225122-3613","https://www2.hm.com/en_us/women/products/dresses.html","Patterned Shirt Dress","https://www2.hm.com/en_us/productpage.0714620001.html","Patterned Shirt Dress","$24.99","Short dress in woven viscose fabric with a printed pattern. Collar, buttons at front, and long sleeves with narrow, elasticized cuffs. Seam at waist and gently flared skirt. Unlined.","Cotton 100%","Sleeve: Length: 60.7 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Shirt Dress","Black/pink","Black/floral"
"1573236568-3946","https://www2.hm.com/en_us/women/products/dresses.html","V-back Dress","https://www2.hm.com/en_us/productpage.0766006002.html","V-back Dress","$24.99","Calf-length dress in soft viscose jersey with a low-cut, wrapover V-neck at back. Short sleeves, elasticized seam at waist, and slits at sides. Unlined.","Viscose 100%","Back: Length: 122.1 cm (Size M) – cm = unitofmeasure","STYLE
				
					Plunge Back
					Wrapover
					V-neck","Light brown","Light brown"
"1573225900-3635","https://www2.hm.com/en_us/women/products/dresses.html","Short Dress","https://www2.hm.com/en_us/productpage.0702762009.html","Short Dress","$17.99","Short dress in softly draped, woven viscose fabric. Opening at back of neck with covered button, 3/4-length sleeves with slit at cuffs, and an elasticized seam at waist. Unlined.","Viscose 100%","Sleeve: Length: 43.4 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Round Neck
					Keyhole","Red/blue","Red/floral"
"1573225615-3627","https://www2.hm.com/en_us/women/products/dresses.html","Short-sleeved Dress","https://www2.hm.com/en_us/productpage.0708985001.html","Short-sleeved Dress","$29.99","Short dress in woven, crêped fabric. Opening at back of neck with button and short sleeves. Printed rubber design and scalloped edges at cuffs and hem. Unlined.","Polyester 97%, Elastane 3%","Back: Length: 81.5 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Round Neck","Pigeon blue/white","Pigeon blue"
"1573253538-4408","https://www2.hm.com/en_us/women/products/dresses.html","Rib-knit Dress","https://www2.hm.com/en_us/productpage.0764077001.html","Rib-knit Dress","$39.99","Fitted, calf-length dress in rib-knit fabric. Mock turtleneck and long raglan sleeves.","Viscose 51%, Polyester 30%, Polyamide 19%","Midi","STYLE
				
					Mock Turtleneck
					Raglan Sleeve
					Fitted","Black","Black"
"1573249958-4310","https://www2.hm.com/en_us/women/products/dresses.html","Lace Dress","https://www2.hm.com/en_us/productpage.0822192001.html","Lace Dress","$59.99","Short dress in lace with a lace yoke. Opening at back of neck with hook-and-eye fastener, cap sleeves, concealed side zip, and seam at waist. Scalloped hem. Jersey lining.","Polyester 100%","Shoulder: Width: 37.8 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Round Neck
					Cap sleeve","Black","Black"
"1573254899-4445","https://www2.hm.com/en_us/women/products/dresses.html","Balloon-sleeved Dress","https://www2.hm.com/en_us/productpage.0823317003.html","Balloon-sleeved Dress","$29.99","Short dress in an airy woven fabric with a printed pattern. Small, ruffled collar and V-neck opening at front with ties. Long raglan balloon sleeves with covered button at cuffs, gathered seam at waist, and a flared skirt. Jersey lining.","Polyester 100%","Short","STYLE
				
					Raglan Sleeve
					Balloon Sleeve
					Stand-up Collar
					V-neck","Black/red","Black/red floral"
"1573244652-4167","https://www2.hm.com/en_us/women/products/dresses.html","Long-sleeved Jersey Dress","https://www2.hm.com/en_us/productpage.0685468001.html","Long-sleeved Jersey Dress","$29.99","Short dress in soft jersey with a rounded neckline, long sleeves, and seam at waist. Circle skirt. Unlined.","Viscose 65%, Polyester 30%, Elastane 5%","Back: Length: 95.6 cm (Size M) – cm = unitofmeasure","STYLE
				
					Round Neck","Black","Black"
"1573250515-4325","https://www2.hm.com/en_us/women/products/dresses.html","Wide-cut Chiffon Dress","https://www2.hm.com/en_us/productpage.0766654005.html","Wide-cut Chiffon Dress","$34.99","Wide-cut dress in airy, crêped chiffon. Ruffled collar and V-neck with drawstring at top. Wide, raglan balloon sleeves, narrow cuffs with button, and skirt in gathered tiers with flounce at hem. Lined.","Lining: Polyester 100%","Sleeve: Length: 72.5 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Raglan Sleeve
					Balloon Sleeve
					V-neck","Dark green/beige/dark yellow","Dark green/floral"
"1573238463-4000","https://www2.hm.com/en_us/women/products/dresses.html","Fitted Dress","https://www2.hm.com/en_us/productpage.0731146004.html","Fitted Dress","$17.99","Fitted dress in cotton jersey with long sleeves.","Viscose 93%, Elastane 7%","Front: Length: 88.0 cm (Size M) – cm = unitofmeasure","STYLE
				
					Round Neck","Dark brown","Dark brown"
"1573224934-3605","https://www2.hm.com/en_us/women/products/dresses.html","Jersey Maxi Dress","https://www2.hm.com/en_us/productpage.0782566001.html","Jersey Maxi Dress","$24.99","Long dress in soft viscose jersey with a V-neck, wrapover front with concealed snap fastener, and short sleeves. Elasticized seam at waist and high slits at sides.","Viscose 95%, Elastane 5%","Shoulder: Width: 36.3 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Wrapover
					V-neck","Black","Black"
"1573250408-4322","https://www2.hm.com/en_us/women/products/dresses.html","Wide-cut Dress","https://www2.hm.com/en_us/productpage.0787235002.html","Wide-cut Dress","$49.99","Long, wide-cut dress in pattern-weave viscose fabric. Collar, buttons at top, and long, wide sleeves with narrow, elasticized cuffs. Gathered seam at waist and wide flounce at lower section of skirt. Unlined.","Viscose 100%","Back: Length: 128.0 cm (Size 8) – cm = unitofmeasure","","Red","Red"
"1573229226-3737","https://www2.hm.com/en_us/women/products/dresses.html","Patterned Crêped Dress","https://www2.hm.com/en_us/productpage.0744906001.html","Patterned Crêped Dress","$34.99","Knee-length dress in woven, crêped fabric with a printed pattern. V-neck, wrapover front, and short, wide sleeves. Seam at waist with button at one side and a seam at hem with a flounce. Unlined.","Cotton 100%","Short","STYLE
				
					Wrapover
					V-neck","Dark yellow","Dark yellow"
"1573238253-3994","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Tie Belt","https://www2.hm.com/en_us/productpage.0787237002.html","Dress with Tie Belt","$34.99","Straight-cut, calf-length dress in woven fabric. Band collar, covered buttons at top, and removable tie belt at waist. Long, slightly wider sleeves and narrow cuffs with covered button. Unlined.","Polyester 100%","Midi","STYLE
				
					Band Collar","Black/beige/light beige","Black/patterned"
"1573248818-4279","https://www2.hm.com/en_us/women/products/dresses.html","Wool-blend Dress","https://www2.hm.com/en_us/productpage.0821242001.html","Wool-blend Dress","$129.00","PREMIUM QUALITY. Knee-length shirt dress in a woven wool blend. Collar, V-neck, and concealed buttons at front. Gently dropped shoulders, long sleeves with buttons at cuffs, and removable tie belt at waist. Rounded hem, slightly longer at back.","Polyester 53%, Wool 47%","Short","STYLE
				
					Shirt Dress
					Turn-down Collar
					V-neck","Dark khaki green","Dark khaki green"
"1573245588-4192","https://www2.hm.com/en_us/women/products/dresses.html","One-shoulder Dress","https://www2.hm.com/en_us/productpage.0805966001.html","One-shoulder Dress","$59.99","Short, fitted dress in a woven cotton blend with a slight sheen. Layered at top with a wide flounce covering one shoulder. One side with gathered seam for a draped effect and one side with concealed zip with hook-and-eye fastener. Jersey lining.","Lining: Polyester 100%","Back: Length: 86.5 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Draped
					One-shoulder","Black","Black"
"1573226092-3640","https://www2.hm.com/en_us/women/products/dresses.html","Flounced Jersey Dress","https://www2.hm.com/en_us/productpage.0719310003.html","Flounced Jersey Dress","$24.99","Short dress in crinkled jersey with a printed pattern. Round neck, long sleeves, seam at waist, and gently flared skirt with flounce at hem.","Polyester 96%, Elastane 4%","Back: Length: 86.5 cm (Size M) – cm = unitofmeasure","STYLE
				
					Round Neck","Dark pigeon blue","Dark pigeon blue/floral"
"1573229817-3753","https://www2.hm.com/en_us/women/products/dresses.html","Butterfly-sleeved Dress","https://www2.hm.com/en_us/productpage.0743483004.html","Butterfly-sleeved Dress","$39.99","Short, V-neck dress in airy, crinkled fabric. Flounce trim at neckline, short butterfly sleeves, and an elasticized seam at waist. Lined.","Polyester 100%","Back: Length: 91.0 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Butterfly Sleeve
					V-neck","Black","Black"
"1573238149-3991","https://www2.hm.com/en_us/women/products/dresses.html","Cotton Dress with Embroidery","https://www2.hm.com/en_us/productpage.0769777001.html","Cotton Dress with Embroidery","$59.99","Sleeveless, calf-length dress in cool, woven cotton fabric. V-neck, wide shoulder straps with pin-tucks, and wrapover top with embroidery. Concealed side zip, wide band below bust with pin-tucks, and a pleated skirt for added width.","Cotton 100%","Midi","STYLE
				
					Wrapover
					V-neck","Black","Black"
"1573252076-4368","https://www2.hm.com/en_us/women/products/dresses.html","Lace Stand-up Collar Dress","https://www2.hm.com/en_us/productpage.0827824001.html","Lace Stand-up Collar Dress","$49.99","CONSCIOUS. Short dress in lace with a stand-up collar, covered buttons at back of neck, and cut-out section at back. Long sleeves, seam at waist, and a concealed zip at back. Scalloped trim at collar, cuffs, and hem. Recycled polyester lining.","Cotton 39%, Viscose 32%, Polyamide 27%, Lyocell 2%","Short","STYLE
				
					Cut-out
					Stand-up Collar","Black","Black"
"1573252642-4383","https://www2.hm.com/en_us/women/products/dresses.html","Jersey Turtleneck Dress","https://www2.hm.com/en_us/productpage.0702208002.html","Jersey Turtleneck Dress","$19.99","Calf-length, fitted dress in soft cotton jersey with a turtleneck and long sleeves.","Cotton 95%, Elastane 5%","Front: Length: 118.1 cm (Size M) – cm = unitofmeasure","STYLE
				
					Turtleneck","Black","Black"
