web-scraper-order,web-scraper-start-url,link,link-href,title,price,color,description,material
"1573664259-2538","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Wide Straight Pants (Brushed/Houndstooth)","https://www.uniqlo.com/sg/store/women-wide-straight-pants-brushed-4240080012.html","WOMEN Wide Straight Pants (Brushed/Houndstooth)","S$49.90","Color: COL09 BLACK","A trendy wide silhouette with a high-quality, wool-like texture.
- Made with rayon blend fabric that is super soft and has a beautiful drape.
- Wide straight silhouette that you can style fashionably.


                            
                                                
                          
                              MATERIAL
                64% Polyester, 33% Rayon, 3% Spandex


                            
                              CARE
                Machine wash cold","64% Polyester, 33% Rayon, 3% Spandex"
"1573664012-2441","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN J.W.Anderson Fringe Skirt","https://www.uniqlo.com/sg/store/women-j-w-anderson-fringe-skirt-4215930001.html","WOMEN J.W.Anderson Fringe Skirt","S$49.90","Color: COL16 Red","A design with voluminous fringe that make a statement. An item that offers British-style colors and patterns.
- New LifeWear that combines UNIQLO’s focus on design, fit, fabric, and functionality with JW ANDERSON’s focus on traditional British apparel into innovative designs.
- We used traditional British coloring and patterns. 
- Added large fringe to the enveloping wrap-style design. 
- Achieved a soft touch that feels like wool. 
- A slightly longer line that makes it a trendy midi-length. 
- Comes with a smooth inner fabric that makes it easy to slip on and off.


                            
                                                
                          
                              MATERIAL
                Shell: 100% Acrylic/ Lining: 100% Polyester


                            
                              CARE
                Machine wash cold, gentle cycle","Shell: 100% Acrylic/ Lining: 100% Polyester"
"1573664200-2514","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN EZY Ankle Pants (Windowpane)","https://www.uniqlo.com/sg/store/women-ezy-ankle-pants-windowpane-4228770002.html","WOMEN EZY Ankle Pants (Windowpane)","S$49.90","Color: COL69 NAVY","Sleek style and a comfortable fit. 
- Wrinkle-resistant rayon blend material stretches to move with you.
- Specially-selected wool-like fabric.
- Can be worn in any season.


                            
                                                
                          
                              MATERIAL
                Body: 68% Polyester, 30% Rayon, 2% Spandex/ Elastic Part: 50% Polyester, 21% Spandex, 17% Nylon, 12% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 68% Polyester, 30% Rayon, 2% Spandex/ Elastic Part: 50% Polyester, 21% Spandex, 17% Nylon, 12% Rayon"
"1573664003-2438","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Pile Lined Sweat Skirt","https://www.uniqlo.com/sg/store/women-pile-lined-sweat-skirt-4182960009.html","WOMEN Pile Lined Sweat Skirt","S$19.90","Color: COL06 GRAY","Warm, fluffy lining. On-trend below-the-knee length.
- Made with a double-knit, boa sweat lining.
- Newly updated with a shorter slit for a more versatile style.
- The warmth of boa fleece, plus a sleek, slender cut.
- Versatile midi-length.
- We’ve added a waist drawstring for a more secure fit.


                            
                                                
                          
                              MATERIAL
                Body: 70% Polyester, 30% Cotton/ Rib: 96% Cotton, 4% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 70% Polyester, 30% Cotton/ Rib: 96% Cotton, 4% Spandex"
"1573664024-2446","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Ribbed Merrow Leggings (Extended Length)","https://www.uniqlo.com/sg/store/women-ribbed-extended-length-leggings-4195630005.html","WOMEN Ribbed Merrow Leggings (Extended Length)","S$4.90","Color: COL03 GRAY","Extra-long leggings. Frills add a subtle design accent.
- Made with a super smooth, cotton-rayon blend.
- Great for dressy and casual styles.
- Overlock stitching on the hems creates a stylish, frilled look.


                            
                                                
                          
                              MATERIAL
                42% Rayon, 38% Cotton, 18% Nylon, 2% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","42% Rayon, 38% Cotton, 18% Nylon, 2% Spandex"
"1573664207-2517","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Cotton Relax Ankle Pants","https://www.uniqlo.com/sg/store/women-cotton-relax-ankle-pants-4185640001.html","WOMEN Cotton Relax Ankle Pants","S$19.90","Color: COL32 BEIGE","The relaxed feel of 100% cotton. In a slub mix.
- Natural 100% cotton.
- Slub-yarn mix adds a casual feel.
- In a relaxed, slightly tapered silhouette that can be worn both inside and outside the home.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573663795-2400","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Relaco 3/4 Shorts (Striped)","https://www.uniqlo.com/sg/store/women-relaco-34-shorts-striped-4218360001.html","WOMEN Relaco 3/4 Shorts (Striped)","S$19.90","Color: COL63 Blue","Shorts with a relaxed look and an elegant feel. Roomy fit.
- 100% rayon material with an elegant drape.
- Beautiful flowing material creates a perfectly relaxed look.
- Bold, on-trend stripes on a white background.


                            
                                                
                          
                              MATERIAL
                48% Polyester, 48% Rayon, 4% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","48% Polyester, 48% Rayon, 4% Spandex"
"1573664158-2498","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Drape Jogger Pants (Graphic Flower)","https://www.uniqlo.com/sg/store/women-drape-jogger-pants-graphic-flower-4201020009.html","WOMEN Drape Jogger Pants (Graphic Flower)","S$19.90","Color: COL09 BLACK","Our sleek and easy jogger pants for a relaxed style.
- 100% rayon material with an elegant drape.
- Elastic cuffs.
- Two-tone floral pattern.


                            
                                                
                          
                              MATERIAL
                100% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","100% Rayon"
"1573664151-2496","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Wide Straight Pants (Brushed)","https://www.uniqlo.com/sg/store/women-wide-straight-pants-brushed-4231700012.html","WOMEN Wide Straight Pants (Brushed)","S$49.90","Color: COL18 WINE","A trendy wide silhouette with a high-quality, wool-like texture. A versatile pair that can be dressed up or down.
- Made with rayon blend fabric that is super soft and has a beautiful drape.
- Wide straight silhouette that you can style fashionably.
- Inner elastic waistbands are very easy to wear.


                            
                                                
                          
                              MATERIAL
                62% Polyester, 35% Rayon, 3% Spandex


                            
                              CARE
                Machine wash cold","62% Polyester, 35% Rayon, 3% Spandex"
"1573664168-2502","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN IDLF Cotton Twill Wide Pants","https://www.uniqlo.com/sg/store/women-idlf-cotton-twill-wide-pants-4192340001.html","WOMEN IDLF Cotton Twill Wide Pants","S$19.90","Color: COL32 BEIGE","Flattering wide-leg cut. In warm, brushed cotton.
- From our 2019 F/W Ines de la Fressange collaboration collection. Synonymous with the timeless appeal of Parisian chic.
- Authentic coin pocket and interlining details.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573664030-2448","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN HEATTECH Ultra Stretch Leggings Pants","https://www.uniqlo.com/sg/store/women-heattech-ultra-stretch-leggings-pants-4240100001.html","WOMEN HEATTECH Ultra Stretch Leggings Pants","S$49.90","Color: COL09 BLACK","Makes your legs look sleek, while keeping you warm with HEATTECH. Outstanding stretch that makes them unbelievably comfortable.
- Ultra stretch fabric that is soft and extremely comfortable when worn. 
- We used HEATTECH with excellent heat retention 
- We incorporated a houndstooth pattern for added design.


                            
                                                
                          
                              MATERIAL
                41% Cotton, 30% Polyester, 11% Acrylic, 10% Spandex, 8% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","41% Cotton, 30% Polyester, 11% Acrylic, 10% Spandex, 8% Rayon"
"1573664130-2487","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN J.W.Anderson Warm Lined Pants","https://www.uniqlo.com/sg/store/women-j-w-anderson-warm-lined-pants-4215910005.html","WOMEN J.W.Anderson Warm Lined Pants","S$59.90","Color: COL18 WINE","Lined with HEATTECH fleece for added heat retention. The outdoor details also make them very practical.
- New LifeWear that combines UNIQLO’s focus on design, fit, fabric, and functionality with JW ANDERSON’s focus on traditional British apparel into innovative designs.
- Lined with HEATTECH so they are extremely warm. 
- Added details with an outdoor feel, such as the one-touch belt at the waist, side cargo pockets, and a zipper pull that is easy to use. 
- Jogger-style design with cords on the interior of the hems, so you can cinch the bottom.'


                            
                                                
                          
                              MATERIAL
                Shell: 64% Polyester, 35% Cotton, 1% Spandex/ Lining: 63% Polyester, 22% Acrylic, 15% Rayon/ Belts: 100% Polyester


                            
                              CARE
                Hand wash cold","Shell: 64% Polyester, 35% Cotton, 1% Spandex/ Lining: 63% Polyester, 22% Acrylic, 15% Rayon/ Belts: 100% Polyester"
"1573663812-2405","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Scandinavian Relaco Shorts","https://www.uniqlo.com/sg/store/women-scandinavian-relaco-shorts-4218410001.html","WOMEN Scandinavian Relaco Shorts","S$19.90","Color: COL10 PINK","Scandinavian Pattern Collection

Scandinavian Pattern Collection is a design collection created by designers who reside in Scandinavia and work in various fields. The patterns created by the Scandinavian designers are made from the heart by each and every designer and born from the Scandinavian nature and the simple daily life there.

© Maria Larsson


                            
                                                
                          
                              MATERIAL
                100% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","100% Rayon"
"1573663836-2411","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Relaco Shorts (Mountain)","https://www.uniqlo.com/sg/store/women-relaco-shorts-mountain-4218390007.html","WOMEN Relaco Shorts (Mountain)","S$19.90","Color: COL07 GRAY","Shorts with a relaxed look and an elegant feel. Loose-fitting and short length.
- 100% rayon material with an elegant drape.
- Beautiful flowing material creates a perfectly relaxed look.
- Natural tropical motifs for an outdoor style.


                            
                                                
                          
                              MATERIAL
                100% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","100% Rayon"
"1573664143-2493","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Linen Cotton Wide Cropped Pants","https://www.uniqlo.com/sg/store/women-linen-cotton-wide-cropped-pants-4213640012.html","WOMEN Linen Cotton Wide Cropped Pants","S$19.90","Color: COL31 BEIGE","Light and airy material. Our wide-leg pants in a carefree crop.
- Cool linen-cotton blend with a soft, pre-washed feel. 
- Cropped, wide-leg design.


                            
                                                
                          
                              MATERIAL
                50% Linen, 50% Cotton


                            
                              CARE
                Machine wash cold, gentle cycle","50% Linen, 50% Cotton"
"1573664245-2532","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Wide Straight Pants (Brushed)","https://www.uniqlo.com/sg/store/women-wide-straight-pants-brushed-4203500004.html","WOMEN Wide Straight Pants (Brushed)","S$39.90","Color: COL08 DARK GRAY","A trendy wide silhouette with a high-quality, wool-like texture. A versatile pair that can be dressed up or down.
- Made with rayon blend fabric that is super soft and has a beautiful drape.
- Wide straight silhouette that you can style fashionably.
- Inner elastic waistbands are very easy to wear.


                            
                                                
                          
                              MATERIAL
                66% Polyester, 32% Rayon, 2% Spandex


                            
                              CARE
                Machine wash cold","66% Polyester, 32% Rayon, 2% Spandex"
"1573664240-2530","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN J.W.Anderson Straight Pants","https://www.uniqlo.com/sg/store/women-j-w-anderson-straight-pants-4215900006.html","WOMEN J.W.Anderson Straight Pants","S$49.90","Color: COL38 DARK BROWN","Wool-like pants designed to provide style. One-touch belt for improved functionality.
- New LifeWear that combines UNIQLO’s focus on design, fit, fabric, and functionality with JW ANDERSON’s focus on traditional British apparel into innovative designs.
- We used traditional British coloring and patterns. 
- Achieved a soft touch that feels like wool.


                            
                                                
                          
                              MATERIAL
                [09Black] Body: 68% Polyester, 30% Rayon, 2% Spandex/ Belts: 100% Polyester [38Dark Brown] Body: 67% Polyester, 31% Rayon, 2% Spandex/ Belts: 100% Polyester


                            
                              CARE
                Machine wash cold, gentle cycle","[09Black] Body: 68% Polyester, 30% Rayon, 2% Spandex/ Belts: 100% Polyester [38Dark Brown] Body: 67% Polyester, 31% Rayon, 2% Spandex/ Belts: 100% Polyester"
"1573664187-2509","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Ultra Stretch Jeans","https://www.uniqlo.com/sg/store/women-ultra-stretch-jeans-4188640017.html","WOMEN Ultra Stretch Jeans","S$59.90","Color: COL09 BLACK","Get the shape of your dreams with super stretch denim. Keeps its shape in the wash.
- Features the world's finest stretch denim from ISKO Denim.
- UNIQLO's stretchiest jeans with 40% stretch and 80% rebound.
- Smooth fabric for a comfortable feel.
- Versatile mid-rise design.
- Curved waistband for a secure fit.
- Back pocket size, shape and placement designed to flatter the figure.


                            
                                                
                          
                              MATERIAL
                [69Navy, 68Blue, 65Blue] 87% Cotton, 9% Polyester, 4% Spandex, [09Black] 88% Cotton, 8% Polyester, 4% Spandex


                            
                              CARE
                Machine wash cold","[69Navy, 68Blue, 65Blue] 87% Cotton, 9% Polyester, 4% Spandex, [09Black] 88% Cotton, 8% Polyester, 4% Spandex"
"1573663973-2426","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Gather Skirt","https://www.uniqlo.com/sg/store/women-gather-skirt-4241770011.html","WOMEN Gather Skirt","S$14.90","Color: COL12 PINK","Gathered skirt with a beautiful flared silhouette.


                            
                                                
                          
                              MATERIAL
                100% Polyester


                            
                              CARE
                Machine wash cold, gentle cycle","100% Polyester"
"1573664058-2459","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Maternity Leggings Pants","https://www.uniqlo.com/sg/store/women-maternity-leggings-pants-4223000009.html","WOMEN Maternity Leggings Pants","S$49.90","Color: COL00 WHITE","Maternity leggings designed for comfort.
- Light, casual cropped length.


                            
                                                
                          
                              MATERIAL
                Body: 58% Cotton, 27% Polyester, 15% Spandex/ Trim: 46% Rayon, 46% Cotton, 8% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 58% Cotton, 27% Polyester, 15% Spandex/ Trim: 46% Rayon, 46% Cotton, 8% Spandex"
"1573664100-2475","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Drape Straight Pants (Dots)","https://www.uniqlo.com/sg/store/women-drape-straight-pants-dots-4201130001.html","WOMEN Drape Straight Pants (Dots)","S$19.90","Color: COL09 BLACK","Relaxed pants with colors and drape with a silhouette that looks great indoors or out. 
- Extremely light 100% rayon with an elegant drape. 
- Versatile silhouette with just the right amount of relaxed feel and elastic cuffs make them comfortable and easy to move in. 
- Random dot patterns in dark colors are cute and and sophisticated.



                            
                                                
                          
                              MATERIAL
                100% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","100% Rayon"
"1573664276-2545","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Uniqlo U Wide Fit Curved Pants","https://www.uniqlo.com/sg/store/women-uniqlo-u-wide-fit-curved-pants-4222790009.html","WOMEN Uniqlo U Wide Fit Curved Pants","S$29.90","Color: COL09 BLACK","Our flattering curved pants in cotton satin.
- Part of a collection of progressive essentials created in our Paris atelier by Artistic Director Christophe Lemaire and a team of international designers.
- Versatile cotton satin with an elegant sheen.
- Gently curved cut has a leg-lengthening effect.
- The silhouette of these pants has a gradual curve from the waist to the hems, making the legs appear longer.
- Perfect pairing with a simple top or even a one-piece and can be worn in a clean or casual style.
- Cotton pants in a cotton satin fabric with a slightly shiny feel.
- Hem can be rolled up to show trendy silhouette of curved pants.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573664061-2460","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Ultra Stretch Denim Leggings Pants","https://www.uniqlo.com/sg/store/women-ultra-stretch-denim-leggings-pants-4216000001.html","WOMEN Ultra Stretch Denim Leggings Pants","S$29.90","Color: COL64 Blue","Leggings pants with a flattering cut and an incredibly comfortable feel.
- Ultra stretch fabric creates a balance between beautiful style and ultimate mobility.
- Thin elastic waistband stays in place as you move.
- Newly updated design.


                            
                                                
                          
                              MATERIAL
                52% Cotton, 33% Polyester, 15% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","52% Cotton, 33% Polyester, 15% Spandex"
"1573664055-2458","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN HEATTECH Leggings","https://www.uniqlo.com/sg/store/women-heattech-leggings-4183290020.html","WOMEN HEATTECH Leggings","S$19.90","Color: COL08 DARK GRAY","Warmth and comfort. Our HEATTECH leggings keep your legs cozy.
- Form-fitting, full-length leggings.


                            
                                                
                          
                              MATERIAL
                38% Polyester, 32% Acrylic, 21% Rayon, 9% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","38% Polyester, 32% Acrylic, 21% Rayon, 9% Spandex"
"1573664053-2457","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Ultra Stretch Cropped Leggings Pants","https://www.uniqlo.com/sg/store/women-ultra-stretch-cropped-leggings-pants-4213600010.html","WOMEN Ultra Stretch Cropped Leggings Pants","S$29.90","Color: COL00 WHITE","Superb two-way stretch for comfort and style. Casual above-the-ankle length.
- Updated ultra-stretch material with excellent two-way stretch. 
- Moderately thick fabric skims the lines of the legs.


                            
                                                
                          
                              MATERIAL
                53% Cotton, 32% Polyester, 15% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","53% Cotton, 32% Polyester, 15% Spandex"
"1573664179-2506","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN High Rise Wide Cropped Jeans","https://www.uniqlo.com/sg/store/women-high-rise-wide-cropped-jeans-4214960035.html","WOMEN High Rise Wide Cropped Jeans","S$59.90","Color: COL00 WHITE","High-rise, wide-cut jeans for leg-elongating look.
- Cut loosely for comfort at the waist.


                            
                                                
                          
                              MATERIAL
                [00White] 88% Cotton, 10% Polyester, 2% Spandex [Other Coloer] 98% Cotton, 2% Spandex


                            
                              CARE
                Machine wash cold","[00White] 88% Cotton, 10% Polyester, 2% Spandex [Other Coloer] 98% Cotton, 2% Spandex"
"1573663987-2432","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Corduroy Long Narrow Skirt","https://www.uniqlo.com/sg/store/women-corduroy-long-narrow-skirt-4196910001.html","WOMEN Corduroy Long Narrow Skirt","S$19.90","Color: COL01 OFF WHITE","The distinctive warmth of corduroy in an on-trend, streamlined design.
- Corduroy material with added stretch for comfort.
- Wide wale corduroy.
- Slender, mid-calf length cut with rear hem slits for easy movement.


                            
                                                
                          
                              MATERIAL
                67% Cotton, 30% Polyester, 3% Spandex


                            
                              CARE
                Machine wash cold","67% Cotton, 30% Polyester, 3% Spandex"
"1573663797-2401","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Relaco 3/4 Shorts (Botanical)","https://www.uniqlo.com/sg/store/women-relaco-34-shorts-botanical-4218350001.html","WOMEN Relaco 3/4 Shorts (Botanical)","S$19.90","Color: COL08 DARK GRAY","Shorts with a relaxed look and an elegant feel. Roomy fit.
- 100% rayon material with an elegant drape.
- Beautiful flowing material creates a perfectly relaxed look.
- Botanical print in refined tones.


                            
                                                
                          
                              MATERIAL
                100% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","100% Rayon"
"1573664198-2513","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Maternity EZY Ankle Pants (Glen Check)","https://www.uniqlo.com/sg/store/women-maternity-ezy-ankle-pants-glen-check-4223010002.html","WOMEN Maternity EZY Ankle Pants (Glen Check)","S$49.90","Color: COL06 GRAY","Flattering, comfortable maternity pants. In a versatile, elegant material.
- Features an elegant wool-like texture.
- Easy-care processing makes them wrinkle-resistant even after long-term wear.
- Designed to be worn all year round.


                            
                                                
                          
                              MATERIAL
                Body: 68% Polyester, 30% Rayon, 2% Spandex/ Trim: 46% Rayon, 46% Cotton, 8% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 68% Polyester, 30% Rayon, 2% Spandex/ Trim: 46% Rayon, 46% Cotton, 8% Spandex"
"1573664278-2546","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Ponte Slim Pants","https://www.uniqlo.com/sg/store/women-ponte-slim-pants-4182510015.html","WOMEN Ponte Slim Pants","S$29.90","Color: COL08 DARK GRAY","Our elegant and comfortable ponte pants with a flattering center seam.
- Smooth ponte fabric with stretch for easy movement.
- Central seam accentuates the vertical line to create a leg-lengthening effect.


                            
                                                
                          
                              MATERIAL
                Body: 61% Rayon, 34% Nylon, 5% Spandex/ Elastic Part: 80% Polyester, 20% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 61% Rayon, 34% Nylon, 5% Spandex/ Elastic Part: 80% Polyester, 20% Spandex"
"1573664037-2451","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN HEATTECH Ponte Leggings Pants","https://www.uniqlo.com/sg/store/women-heattech-ponte-leggings-pants-4184370020.html","WOMEN HEATTECH Ponte Leggings Pants","S$39.90","Color: COL07 GRAY","Elegant fabric and leg-lengthening silhouette create a fashionable style. HEATTECH lining keeps you warm.
- Ponte fabric is smooth and elegant and stretches for easy movement. 
Lined with a soft, brushed HEATTECH material that feels warm from the moment you put them on. 
 Center seams with defined crease emphasize the vertical line, making your legs look slender and long. 
- Elastic waist for comfort. 
Full-length style provides complete cold protection down to your ankles.


                            
                                                
                          
                              MATERIAL
                46% Acrylic, 24% Polyester, 20% Rayon, 10% Spandex


                            
                              CARE
                Machine wash cold","46% Acrylic, 24% Polyester, 20% Rayon, 10% Spandex"
"1573664118-2482","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Drape Straight Pants (Multi Striped)","https://www.uniqlo.com/sg/store/women-drape-straight-pants-multi-striped-4201070001.html","WOMEN Drape Straight Pants (Multi Striped)","S$19.90","Color: COL06 GRAY","Our sleek and easy jogger pants for a relaxed style.
- 100% rayon material with an elegant drape.
- Beautiful flowing material creates a perfectly relaxed look.
- Random stripe pattern with playful accent colors.


                            
                                                
                          
                              MATERIAL
                100% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","100% Rayon"
"1573663948-2418","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Gather Shorts","https://www.uniqlo.com/sg/store/women-gather-shorts-4213320001.html","WOMEN Gather Shorts","S$29.90","Color: COL09 BLACK","Our versatile culottes with a flattering flared silhouette.
- Pairs well with our matching Hooded Cropped Blouson, or can be worn with a simple T-shirt or blouse.


                            
                                                
                          
                              MATERIAL
                64% Polyester, 34% Cotton, 2% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","64% Polyester, 34% Cotton, 2% Spandex"
"1573663831-2409","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Relaco Shorts","https://www.uniqlo.com/sg/store/women-relaco-shorts-4186320007.html","WOMEN Relaco Shorts","S$19.90","Color: COL09 BLACK","Shorts with a relaxed look and an elegant feel. Loose-fitting and short length.
- 100% rayon material with an elegant drape.
- Beautiful flowing material creates a perfectly relaxed look.


                            
                                                
                          
                              MATERIAL
                100% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","100% Rayon"
"1573664195-2512","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN EZY Ankle Pants (Brushed)","https://www.uniqlo.com/sg/store/women-ezy-ankle-pants-brushed-4203460027.html","WOMEN EZY Ankle Pants (Brushed)","S$49.90","Color: COL06 GRAY","Combining comfort and style.
- Wrinkle-resistant material for easy care.
- Newly updated with a more streamlined waistband design.
- Brushing process creates a warm feel.
- In response to customer feedback, we’ve adjusted the gathered waist to achieve an attractive silhouette.
- Easy pull-on pants in a flattering cut.


                            
                                                
                          
                              MATERIAL
                Body: 69% Polyester, 29% Rayon, 2% Spandex/ Elastic Part: 58% Polyester, 20% Nylon, 11% Spandex, 11% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 69% Polyester, 29% Rayon, 2% Spandex/ Elastic Part: 58% Polyester, 20% Nylon, 11% Spandex, 11% Rayon"
"1573663968-2424","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Ribbed Long Pencil Skirt","https://www.uniqlo.com/sg/store/women-ribbed-long-pencil-skirt-4219150009.html","WOMEN Ribbed Long Pencil Skirt","S$14.90","Color: COL09 BLACK","On-trend midi-length skirt with a back slit for easy movement.
- Made from stretchy cotton ribbed material.
- Versatile slim silhouette.


                            
                                                
                          
                              MATERIAL
                95% Cotton, 5% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","95% Cotton, 5% Spandex"
"1573664266-2541","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN IDLF Soft Tweed Wide Pants","https://www.uniqlo.com/sg/store/women-idlf-soft-tweed-wide-pants-4228580013.html","WOMEN IDLF Soft Tweed Wide Pants","S$49.90","Color: COL57 OLIVE","Flattering wide-leg cut. Wide-leg pants in soft and cozy tweed.
- From our 2019 F/W Ines de la Fressange collaboration collection. Synonymous with the timeless appeal of Parisian chic.
- Authentic coin pocket and interlining details.


                            
                                                
                          
                              MATERIAL
                Shell: 70% Wool, 30% Nylon/ Lining: 100% Polyester


                            
                              CARE
                Dry Clean","Shell: 70% Wool, 30% Nylon/ Lining: 100% Polyester"
"1573663857-2416","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Smart Shorts","https://www.uniqlo.com/sg/store/women-smart-shorts-4213670018.html","WOMEN Smart Shorts","S$29.90","Color: COL06 GRAY","With an elastic waist for comfort.
- Interior elastic waist for unrestricted comfort.


                            
                                                
                          
                              MATERIAL
                69% Polyester, 29% Rayon, 2% Spandex


                            
                              CARE
                Machine wash cold","69% Polyester, 29% Rayon, 2% Spandex"
"1573664047-2455","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN HEATTECH Extra Warm Pile Lined Leggings","https://www.uniqlo.com/sg/store/women-heattech-extra-warm-pile-lined-leggings-4196780001.html","WOMEN HEATTECH Extra Warm Pile Lined Leggings","S$24.90","Color: COL07 GRAY","Extra Warm HEATTECH with a toasty lining. Perfect for layering with a skirt.
- Bio-warming, heat-retaining, anti-microbial/anti-odor and moisturizing.
- Great for keeping your legs warm under a skirt.


                            
                                                
                          
                              MATERIAL
                61% Rayon, 20% Polyester, 12% Nylon, 7% Spandex


                            
                              CARE
                Machine wash cold","61% Rayon, 20% Polyester, 12% Nylon, 7% Spandex"
"1573664115-2481","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN High Waisted Tweed Culottes Pants","https://www.uniqlo.com/sg/store/women-high-waisted-tweed-culottes-pants-4241780007.html","WOMEN High Waisted Tweed Culottes Pants","S$49.90","Color: COL08 DARK GRAY","The premium style of tweed material.
- Tweed pants with a super seasonal style.


                            
                                                
                          
                              MATERIAL
                Shell: 80% Polyester, 20% Wool/ Lining: 100% Polyester


                            
                              CARE
                Dry Clean","Shell: 80% Polyester, 20% Wool/ Lining: 100% Polyester"
