,brand,title,price,description,colour,material
246,Vero Moda,Inez 3/4 Long Blazer,S$ 69.00,"- Solid shade textured long blazer with ruched sleeve detail
- Open front
- Lined
- Regular fit
- Polyblend
- Model wears a size 36 and is 173cm tall",Night Sky,[]
247,ZALORA,Co-Ord Double Breasted Longline Blazer,S$ 49.90,"- All over stripe print blazer
- Lined
- Notch lapel neckline
- Regular fit
- Front button closure
- 2 front pockets
- 1 faux chest pocket
- Polyester",Rust/White,100% Polyester
248,ZALORA,Casual Longline Blazer,S$ 39.90,"- Solid tone thin light casual blazer
- Unlined
- Shirt collar
- Regular fit
- Front button fastening
- 2 pockets
- Polyester blend",Off White,45% Polyester 40% Rayon 15% Nylon
249,ZALORA BASICS,Basic Double Breasted Blazer,S$ 39.90,"- Unstructured blazer with check print
- Peak lapels
- Regular fit
- Front button fastening
- Long cuffed sleeves
- Back hem split
- Cotton blend",Black/White Check,70% Cotton 30% Polyester
250,NA-KD,Oversized Double Breasted Blazer,S$ 94.90,"- Solid tone button detail blazer
- Lapel collared neckline
- Unlined
- Relaxed fit
- Button fastening
- Polyblend
- Model wears a size 34 and is 174cm tall",Brown,"95% Polyester, 5% Elastane"
251,ZALORA,Co-ord Blazer,S$ 39.90,"- Solid coloured V neck blazer
- V neckline
- Lined
- Slim fit
- Button fastening
- Polyblend",Black,95% Polyester 5% Spandex
252,ZALORA BASICS,Basic Oversized Double Button Blazer,S$ 39.90,"- Stripe print blazer
- Lined
- Lapel neckline
- Oversized fit
- Button fastening
- Polyester
- Model wears an S and is 173cm tall",Blush Pinstripes,100% Polyester
253,Pomelo,Ruffle Blazer - Yellow,S$ 64.00,"- Polyester
- Spandex
- Classic, regular fit
- Includes front pockets
- Consists of bold ruffles",Yellow,"95% Polyester, 5% Spandex"
254,Angeleye,Adaline Blazer,S$ 152.90,"- Checkered structured blazer
- Open neckline
- Lined
- Hook fastening
- Polyester
- Model wears an S and is 176cm tall",Grey,100% Polyester
255,Pomelo,Double Breasted Loose Fit Blazer - Pink,S$ 59.00,"- Polyester
- Spandex
- Fits loosely on the body
- Includes a double breasted button closure
- Includes front pockets
The Model has height: 177 cm and Bust / Waist / Hips: 82-60-90 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Pink,"97% Polyester, 3% Spandex"
256,ZALORA,Co-Ord Scrunched Sleeves Open Blazer,S$ 49.90,"- Checkered blazer with ruched detail
- Notch lapels
- Regular fit
- Slip-on style
- 2 front pockets
- Quarter sleeves
- Back hem split
- Padded shoulders
- Polyester",Red/White,100% Polyester
257,Miss Selfridge,Pink Single Breasted Blazer,S$ 139.00,"- Solid tone faux pockets blazer
- Peak collar neckline
- Lined
- Regular fit
- Button fastening
- Polyester
- Model wears a UK 8 and is 174cm tall",Pink,100% Polyester
258,Banana Republic,Classic Polka Dot Blazer,S$ 263.90,"- Polka dot print blazer
- Notch lapel collared neckline
- Lined
- Regular fit
- Button fastening
- Rayon blend
- Model wears a US 2 and is 170cm tall",Preppy Navy,"45% Rayon, 39% Cotton, 11% Polyester, 5% Spandex"
259,ICHI,Tinny Blazer,S$ 159.90,"- Checked print longline blazer
- Lapel neckline
- Lined
- Longline fit
- Front button fastening
- Polyblend
- Model wears a size 36 and is 175cm tall",Ginger Bread,"64% Polyester, 34% Viscose, 2% Elastane"
260,Grace & Mila,Checkered Blazer With Mat Lining,S$ 159.90,"- Check print double breasted blazer
- Notched lapel collar neckline
- Lined
- Regular fit
- Button fastening
- Polyblend
- Model wears an S and is 174cm tall",Multi,"64% Polyester, 34% Viscose, 2% Elastane"
261,Vero Moda,Levirie Jacket,S$ 109.00,"- Solid shade co-ord jacket
- Notch lapels
- Regular fit
- Front button fastening
- 2 front slot pockets
- Long sleeves
- Cotton
- Model wears an S and is 174cm tall",Madder Brown,100% Cotton
262,Pomelo,Pearl Trim Tweed Blazer - White,S$ 64.00,"- Polyester
- Tweed
- Diamante
- Faux pearl accents
- Includes side pockets
The Model has height: 172 cm and Bust / Waist / Hips: 80-60-87 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",White,100% Polyester
263,Pomelo,Tiger Print Blazer - Brown,S$ 74.00,"- Cotton
- Polyester
- Fits loosely on the body
- Includes two pockets
- Includes a double button closure
The Model has height: 178 cm and Bust / Waist / Hips: 81-64-89 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Brown,"90% Polyester, 10% Cotton"
264,Dorothy Perkins,Petite Navy Ruched Sleeve Blazer,S$ 69.90,"- Casual blazer with ruched sleeves
- Notch lapels
- Regular fit
- Slip-on style
- Quarter sleeves
- Polyester blend",Navy Blue,"73% Polyester, 19% Viscose, 8% Elastane"
265,ZALORA BASICS,Basic Clasp Front Blazer,S$ 34.90,"- Solid tone front clasp blazer
- V neckline
- Lined
- Regular fit
- Front clasp fastening
- Rayon blend
- Model wears an S and is 177cm tall",Navy,"95% Rayon, 5% Spandex"
266,ZALORA BASICS,Basic Oversized Double Button Blazer,S$ 39.90,"- Solid hue plain blazer
- Lined
- Lapel neckline
- Oversized fit
- Button fastening
- Polyester
- Model wears an S and is 173cm tall",Ivory,100% Polyester
267,ZALORA BASICS,Basic Oversized Double Button Blazer,S$ 39.90,"- Solid hue plain blazer
- Lined
- Lapel neckline
- Oversized fit
- Button fastening
- Polyester
- Model wears an S and is 173cm tall",Chartreuse,100% Polyester
268,ZALORA,Notched Collar Open Blazer,S$ 39.90,"- Tailored notch collar blazer
- Notched collar neckline
- Unlined
- Regular fit
- Hook fastening
- Polyblend",Black,97% Polyeser 3% Spandex
269,Something Borrowed,Tailored Double Breasted Blazer,S$ 44.90,"- Solid coloured notched collar blazer
- Lapel neckline
- Lined
- Regular fit
- Button fastening
- 2 pockets
- Polyester",Plum,100% Polyester
270,Mango,Printed Blazer,S$ 79.90,"- Polka dot print structured blazer
- Sizing runs one size larger
- Notch lapel collared neckline
- Lined
- Regular fit
- Button fastening
- Cotton blend",Dark Blue,"74% Cotton, 23% Polyamide, 3% Elastane"
271,Sunnydaysweety,A Buttoned Medium And Long Sleeve Casual Suit For Women CA100809BW,S$ 110.00,"- the single grain of buckle design
-Article twill
- simple and easy",brown,97%Polyester 3%Spandex
272,Pomelo,Tie Waist Leaf Print Blazer - Blue,S$ 59.00,"- Rayon
- Leaf print design
- Consists of a single back slit
- Ties at the waist
The Model has height: 172 cm and Bust / Waist / Hips: 80-60-87 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Blue,"80% Rayon, 20% Polyamine"
273,ZALORA,Oversized Shirt Blazer,S$ 44.90,"- Blazer with buttoned hem and allover print
- Unlined
- Notched lapel
- Regular fit
- Front button fastening
- Self-tie waist closure
- Polyester",Navy/Multi,100% Polyester
274,ZALORA,Co-Ord Contrast Detail Blazer,S$ 39.90,"- Solid-tone double breasted blazer with side stripe detail
- Lined
- Peak lapel neckline
- Regular fit
- Front button closure
- 2 faux front pockets
- Polyester
- Model wears an S and is 178cm tall",Black/Multi,100% Polyester
275,Mango,Belt Suit Blazer,S$ 139.00,"- Solid tone D-ring waist belt blazer
- Sizing runs one size larger
- Notch lapel collared neckline
- Lined
- Regular fit
- Button and waist belt fastening
- Viscose blend",Orange,"92% Viscose, 8% Polyester"
276,Mango,Linen Blazer Suit,S$ 89.90,"- Solid tone blazer
- Sizing runs one size larger
- Notch collar neckline
- Lined
- Regular fit
- 2 pockets
- Linen blend",Navy,"55% Linen, 45% Viscose"
277,Vero Moda,Janey Short Blazer,S$ 49.00,"- Solid shade textured short blazer
- Open front
- Lined
- Slim fit
- Polyblend
- Model wears a size 36 and is 173cm tall",High Risk Red,[]
278,Zalia,Wrap Over Blazer,S$ 39.90,"- Solid tone wrap style blazer
- Notch lapel collared neckline
- Unlined
- Regular fit
- Waist tie fastening
- Polyester",Black,100% Cotton Polyster Blend
279,Pomelo,Half Tartan Tied Blazer - Dark Green,S$ 59.00,"- Polyester
- Fits loosely on the body
- Tartan print
- Includes front pockets
- Ties at the waist
The Model has height: 180 cm and Bust / Waist / Hips: 80-60-89 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Dark Green,100% Polyester
280,TOPSHOP,Grey Double Breasted Blazer,S$ 109.00,"- Solid tone double breasted blazer
- Light shoulder padding
- Lined
- Regular fit
- Front button fastening
- 3 pockets
- Polyester blend",Grey,"82% Polyester, 17% Viscose, 1% Elastane"
281,Something Borrowed,Relaxed Blazer,S$ 39.90,"- Solid tone soft blazer
- Notch collar neckline
- Unlined
- Relaxed fit
- Button fastening
- Rayon
- Model wears an S and is 177cm tall",Coral,100% Rayon
282,ZALORA,Notched Collar Open Blazer,S$ 39.90,"- Tailored notch collar blazer
- Notched collar neckline
- Unlined
- Regular fit
- Hook fastening
- Polyblend",Black,97% Polyeser 3% Spandex
283,Pomelo,Tweed Pearl Button Blazer - Pink,S$ 59.00,"- Polyester
- Tweed
- Includes a button up placket
- Includes front pockets
The Model has height: 173 cm and Bust / Waist / Hips: 81-59-86 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Pink,100% Polyester
284,ZALORA BASICS,Basic Ruched Sleeve Collarless Blazer,S$ 39.90,"- Solid toned blazer
- Lined
- V neckline
- Regular fit
- Button fastening
- Polyester
- Model wears an S and is 173cm tall",Ivory,[]
285,ZALORA BASICS,Basic Tailored Single Button Blazer,S$ 34.90,"- Solid-tone lapelless single button blazer
- Unlined
- Plunging neckline
- Regular fit
- Front button closure
- 2 faux front pocket
- Polyester",Barbie Pink,100% Polyester Woven
286,NA-KD,Buckle Belted Blazer,S$ 94.90,"- Solid toned blazer with belt
- Lapel neckline
- Lined
- Regular fit
- 2 pockets
- Polyblend
- Model wears a size 34 and is 172cm tall",Sand,"95% Polyester, 5% Elastane"
287,Pomelo,Striped Short Sleeve Blazer - Black,S$ 29.00,"- Cotton
- Relaxed fit on the body
- Includes a double breasted button closure
- Short sleeves
- Skinny stripes
The Model has height: 180 cm and Bust / Waist / Hips: 80-60-89 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Black,100% Cotton
288,A-IN GIRLS,Temperament Lapel Short Coat (Including Belt),S$ 279.20,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier",beige,"64% Polyester, 27% Acrylic, 5.5% Viscose, 3.5% Other Fibers"
289,Mango,Essential Structured Blazer,S$ 79.90,"- Solid shade structured slim blazer
- Sizing runs one size larger
- Lapel neckline
- Lined
- Regular fit
- Front button fastening
- Cotton blend",Beige,"54% Cotton, 43% Polyamide, 3% Elastane"
290,ZALORA,Plus Size Co-ord Blazer With Tie,S$ 44.90,"- Waist tie casual blazer
- Lapel neckline
- Unlined
- Regular fit
- Waist tie fastening
- Polyester",Grey,100% Polyester Woven
291,TOPSHOP,Black Double Breasted Blazer,S$ 109.00,"- Solid tone tailored blazer
- Notch lapel collared neckline
- Lined
- Regular fit
- Button fastening
- Viscose blend",BLACK,"92% Viscose, 8% Polyester"
292,ZALORA,Co-ord Scallop Blazer,S$ 44.90,"- Solid shade scalloped trim double-breasted blazer
- Notch lapel neckline
- Lined
- Regular fit
- Front button fastening
- Polyester",Off White,100% Polyester
293,Its Me,Celebrity Xiaoxiangfeng Tassel Jacket,S$ 425.00,"- Temperament Reversal Collar
- Simple Button Closure
- Lining Concealed Button
- Commuter Long Sleeve
- Drop Shoulder Design
- Straight Double Pocket
- Flat Hem
- No Lining",pink,"Fabric: 84.3% Polyester Fiber, 11.5% Cotton 4.2% Other Fiber; Lining: 90.5% Polyester Fiber, 9.5% Spandex;"
294,Desigual,Leather Blazer,S$ 189.00,"- Aged leather blazer with embroidered back detail
- Lapel collar
- Lined
- Regular fit
- Button fastening
- Front pockets
- Polyblend
- Model wears a size 38 and is 173cm tall",2000 Negro,"97% Polyester, 3% Elastane"
295,Dorothy Perkins,Pink Shimmer Jacket,S$ 116.00,"- Solid tone tailored blazer
- Lined
- Notch lapel
- Regular fit
- Front button fastening
- 2 pockets
- Polyester
- Model wears a UK 8 and is 178cm tall",PINK,100% Polyester
296,OVS,Women's Jackets,S$ 112.90,"- Solid tone textured blazer
- Notch lapel collared neckline
- Lined
- Regular fit
- Button fastening
- Linen blend
- Model wears a size 40 and is 174cm tall",navy peony,"55% Linen, 45% Cotton"
297,ZALORA,Plus Size Co-Ord Lapel Blazer,S$ 49.90,"- Solid tone blazer with chest pocket
- Lined
- Shawl lapel
- Regular fit
- Hook fastening
- Has shoulder pads
- 2 side pockets
- Polyester",Grey,100% Polyester Woven
298,NA-KD,Slim Fit Tailored Blazer,S$ 140.90,"- Solid tone formal blazer
- Notched lapels
- Slim fit
- Single button fastening
- 2 front pockets
- Polyblend",Salmon Rose,"65% Polyester, 35% Viscose"
299,ZALORA BASICS,Basic Notch Neck Slim Blazer,S$ 39.90,"- Solid hue plain blazer
- Lined
- Open front
- Slim fit
- 2 pockets
- Polyblend",Blush,"97% Polyester, 3% Spandex"
300,Pomelo,Classic Double Breasted Blazer - Orange,S$ 44.00,"- Polyester
- Fits loosely on the body
- Includes a double breasted button closure
- Full length sleeves
- Includes front pockets
The Model has height: 165 cm and Bust / Waist / Hips: 75-56-86 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Orange,Polyester
301,Something Borrowed,Open Face Longline Blazer,S$ 44.90,"- Color-blocked casual blazer
- Notch lapels
- Regular fit
- Slip-on style
- 2 front pockets
- Long sleeves
- Polyester blend",Light Pink/Dusty Pink,95% Polyester 5% Spandex
302,ZALORA BASICS,Basic Collarless Blazer,S$ 34.90,"- Solid toned plain blazer
- Unlined
- Open front
- Regular fit
- Polyester
- Model wears an S and is 174cm tall",White,Polyester
303,SCOTCH & SODA,Parisian Inspired Double Breasted Long Blazer,S$ 380.90,"- Double breasted blazer
- Notched lapel collar
- Lined
- Regular fit
- Button fastening
- Polyblend
- Model wears an S and is 177cm tall",Cedar Wood,65% Polyester 33% Viscose 2% Elastane
304,ALYS,Alys Peak Lapel Jacket,S$ 97.90,"- Checked print double-breasted lapel jacket
- Lapel neckline
- Lined
- Regular fit
- Front button fastening
- Two side pockets
- Polyblend",Grey Check,"80% Polyester, 20% Viscose"
305,TOPSHOP,Dark Green Double Breasted Suit Blazer,S$ 116.00,"- Solid tone double breasted blazer
- Peak lapel neckline
- Regular fit
- Front button closure
- Polyblend",Dark Green,"77% Polyester, 17% Viscose, 6% Elastane"
306,ZALIA BASICS,Basic Jacket,S$ 29.90,"- Scallop edge open jacket
- Round neckline
- Unlined
- Regular fit
- Polyester",Brown,100% Polyester
307,Forever New,Helena D-Ring Cape,S$ 149.99,"- Solid tone belted vest with cape sleeve overlay
- V-neckline
- Lined
- Regular fit
- D-ring belt fastening
- Polyester
- Model wears a size AUS 8 and is 175cm tall",Porcelain,100% Polyester
308,Desigual,Chaq Tamis,S$ 169.00,"- Solid tone embroidered blazer
- Notch lapel collared neckline
- Unlined
- Regular fit
- Slip on style
- Cotton
- Model wears a size 38 and is 174cm tall",Marino,100% Cotton
309,SCOTCH & SODA,Printed Pyjama Blazer,S$ 230.90,"- All over printed pyjama blazer
- Lapel neckline
- Unlined
- Regular fit
- Button fastening
- 2 pockets
- Polyester
- Model wears an S and is 177cm tall",Combo F,[]
310,FOREVER 21,Long Line Blazer,S$ 62.90,"- Solid tone long blazer
- Notch collar neckline
- Regular fit
- Rayon",Khaki,100% Rayon
311,ESPRIT,Woven Long Blazer,S$ 269.95,"- Zig zag print blazer
- Sizing runs one size larger
- Notch collar neckline
- Lined
- Regular fit
- Button fastening
- Polyblend
- Model wears a size 36 and is 176cm tall",Black,"51% Polyester, 30% Viscose, 17% Wool, 2% Elastane"
312,Pomelo,Single Button Blazer - Green,S$ 44.00,"- Polyester
- Includes a single button closure
- Includes side pockets
The Model has height: 173 cm and Bust / Waist / Hips: 81-59-86 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Green,"95% Polyester, 5% Spandex"
313,ZALORA,Casual Longline Blazer,S$ 39.90,"- Solid tone thin light casual blazer
- Unlined
- Shirt collar
- Regular fit
- Front button fastening
- 2 pockets
- Polyester blend",Yellow,45% Polyester 40% Rayon 15% Nylon
314,Miss Selfridge,Black Boucle Blazer,S$ 139.90,"- Checkered print boucle textured blazer
- Notch lapel neckline
- Lined
- Regular fit
- Button fastening
- Polyblend
- Model wears a UK 8 and is 177cm tall",Black,"79% Polyester, 8% Viscose, 5% Cotton, 4% Acrylic, 3% Nylon, 1% Wool"
315,Pomelo,Tartan Oversized Blazer - Yellow,S$ 49.00,"- Polyester
- Includes a single button closure
- Tartan print
- Oversized style and fit
- Includes faux side pockets
The Model has height: 174 cm and Bust / Waist / Hips: 31-25-36 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Yellow,100% Polyester
316,ZALORA,Plus Size Co-ord Blazer With Tie,S$ 44.90,"- Waist tie casual blazer
- Lapel neckline
- Unlined
- Regular fit
- Waist tie fastening
- Polyester",Navy,100% Polyester Woven
317,Zalia,Double Breasted Peplum Blazer,S$ 44.90,"- Houndstooth print textured double breasted blazer with peplum hem
- Lapel neckline
- Lined
- Regular fit
- Front button fastening
- Polyblend",Multi Houndstooth,65% Polyester 35% Cotton Woven
318,Mango,Structured Suit Blazer,S$ 139.00,"- Checkered print structured blazer
- Sizing runs one size larger
- Notch lapel collared neckline
- Lined
- Regular fit
- Button fastening
- Polyester",Light Pastel Grey,100% Polyester
319,Mango,Essential Structured Blazer,S$ 99.90,"- Solid shade essential structured blazer
- Sizing runs one size larger
- Notch lapel neckline
- Lined
- Regular fit
- Front button fastening
- Polyblend",Black,"69% Polyester, 29% Viscose, 2% Elastane"
320,Pomelo,Double Breasted Loose Fit Blazer - Yellow,S$ 59.00,"- Polyester
- Spandex
- Fits loosely on the body
- Includes a double breasted button closure
- Includes front pockets
The Model has height: 173 cm and Bust / Waist / Hips: 81-59-86 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Yellow,"97% Polyester, 3% Spandex"
321,Mango,Unstructured Suit Blazer,S$ 139.00,"- Solid tone unstructured suit blazer
- Sizing runs one size larger
- V neckline
- Lined
- Regular fit
- Slip on style
- Viscose",Black,100% Viscose
322,Violeta by MANGO,Structured Suit Blazer,S$ 159.00,"- Solid tone unclosed blazer
- Lined
- Lapel neckline
- Regular fit
- Open front
- Polyester",Bright Pink,100% Polyester
323,Pomelo,Double Breasted Tweed Blazer - Pink,S$ 64.00,"- Polyester
- Tweed
- Includes a double breasted button closure
- Features a frayed hem
- Includes front pockets
- Classic, regular fit",Pink,100% Polyester
324,Its Me,Fashion Casual Blazer,S$ 425.00,"- Suit Lapels
- Shoulder Pad Design
- Front Button Zipper
- Inner Lining Buckle
- Flap Pocket
- Buttoned Long Sleeve Detachable
- Cuff Embroidery Letter Design
- Flat Hem
- Have Lining",beige,"Fabric: 65.8% Polyester Fiber, 34.2% Viscose; Lining: 100% Polyester Fiber;"
325,ZALORA,Co-ord Blazer,S$ 39.90,"- Solid coloured V neck blazer
- V neckline
- Lined
- Slim fit
- Button fastening
- Polyblend",Citrus,95% Polyester 5% Spandex
326,Zalia,Lace Blazer,S$ 47.90,"- Solid tone single breasted lace blazer
- Lined
- Peak lapel neckline
- Regular fit
- Front button closure
- Faux pockets
- Polyester",Maroon,100% Polyester Woven
327,Violeta by MANGO,Double-Breasted Check Blazer,S$ 99.90,"- Checkered double breasted blazer
- Lined
- Lapel collar
- Regular fit
- Double button fastening
- Polyester blend",Light Beige,[]
328,JACQUELINE DE YONG,Era Corduroy Blazer,S$ 69.00,"- Solid tone corduroy textured blazer
- Notch lapel collared neckline
- Unlined
- Regular fit
- Button fastening
- 2 front side pockets
- Cotton blend
- Model wears a size 36 and is 175cm tall",Sky Captain,"98% Cotton, 2% Elastane"
329,ZALORA BASICS,Basic Collarless Blazer With Zip Pockets,S$ 34.90,"- Solid toned blazer
- Open front
- Unlined
- Regular fit
- Polyblend",Blush,97% Polyester 3% Spandex
330,ZALORA,Blazer With Pockets,S$ 49.90,"- Solid tone plain lapel-less blazer with faux pockets
- Lined
- Lapel less neckline
- Regular fit
- Front hook closure
- 2 faux pockets
- Polyblend",White,95% Polyester 5% Spandex
331,ZALORA,Plus Size Casual Knit Blazer,S$ 44.90,"- Dropped shoulder seams blazer
- Collared neckline
- Unlined
- Regular fit
- Polyester",Olive,100% Polyester Woven
332,Mango,Velvet Blazer,S$ 99.90,"- Solid shade velvet blazer with contrast lapels
- Sizing runs one size larger
- Notch lapel neckline
- Lined
- Regular fit
- One button fastening
- Two welt pockets
- Polyester",Dark Green,100% Polyester
333,ZALIA BASICS,Basic Jacket,S$ 29.90,"- Scallop edge open jacket
- Round neckline
- Unlined
- Regular fit
- Polyester",Navy,100% Polyester
334,ZALORA,Double Breasted Blazer With Pockets,S$ 44.90,"- Solid tone plain blazer with decorative pockets
- Unlined
- Notched lapel neckline
- Regular fit
- Front button closure
- 2 faux front pockets
- Polyester",Beige,100% Polyester
335,Forever New,Helena D-Ring Cape,S$ 129.99,"Cut for a sophisticated, tailored fit, our chic white D-ring cape will take you effortlessly from boardroom to bar. Layer yours over a high-neck dress and pointed flats for maximum style points.
Size runs large. Please choose a size down from your usual size. 
- Length: 66cm (Size AU 8)
- Tailored fit
- Wrap design
- Luxurious woven fabrication
- Attached cape overlay
- Waist-cinching D-ring buckle belt
- Fully lined",porcelain,"Main: 100% Polyester. Lining: 93% Polyester, 7% Elastane"
336,River Island,Penny Long Blazer,S$ 99.90,"- Animal print longline blazer
- Notched collar neckline
- Unlined
- Regular fit
- Polyester
- Model wears a UK 8 and is 176cm tall",Black Stripe,Polyester
337,ZALORA BASICS,Fluted Sleeves Jacket,S$ 29.90,"- Fluted sleeves short jacket
- Open front
- Unlined
- Regular fit
- Polyblend",Black,95% Polyester 5% Spandex
338,Dorothy Perkins,Navy Waterfall Jacket,S$ 89.90,"- Waterfall drapes blazer
- Open front
- Lined
- Regular fit
- Polyester
- Model wears a UK 8 and is 180cm tall",Navy Blue,Polyester
339,Dorothy Perkins,Camel Stripe Belted Jacket,S$ 99.90,"- Stripe printed belted jacket
- Notched lapel collar neckline
- Unlined
- Regular fit
- Waist tie fastening
- Viscose blend
- Model wears a UK 8 and is 178cm tall",Light Brown,"83% Viscose, 17% Cotton"
340,ZALORA,Notched Collar Open Blazer,S$ 39.90,"- Tailored notch collar blazer
- Notched collar neckline
- Unlined
- Regular fit
- Hook fastening
- Polyblend",White,97% Polyeser 3% Spandex
341,Miss Selfridge,Apple Green Suit Blazer,S$ 139.00,"- Solid toned blazer
- Lined
- Lapel neckline
- Regular fit
- Button fastening
- 2 pockets
- Polyblend",Light Green,Garment: Elastane(5%) Polyester(95%) Lining: Polyester(100%)
342,Sunnydaysweety,Ms In Long Leisure Coat A102305BK,S$ 89.00,"- double sleeve
- suit collar
- the double-breasted",Black,Polyester
343,Willa,Bleeker Double Breasted Blazer,S$ 70.90,"- Double-breasted blazer with stand collar
- V neckline
- Regular fit
- Front button fastening
- Polyblend",Black,100% Polyblend
344,ZALORA BASICS,Basic Tailored Single Button Blazer,S$ 34.90,"- Solid-tone lapelless single button blazer
- Unlined
- Plunging neckline
- Regular fit
- Front button closure
- 2 faux front pocket
- Polyester",Red,100% Polyester Woven
345,ZALORA BASICS,Basic Shawl Collar Blazer,S$ 44.90,"- Solid-tone blazer with front pockets
- Lined
- Shawl lapel neckline
- Regular fit
- Front button closure
- 2 front pockets
- Polyester",Black,100% Polyester Woven
346,JACQUELINE DE YONG,Era Corduroy Blazer,S$ 69.00,"- Solid tone corduroy textured blazer
- Notch lapel collared neckline
- Unlined
- Regular fit
- Button fastening
- 2 front side pockets
- Cotton blend
- Model wears a size 36 and is 173cm tall",Pumpkin Spice,"98% Cotton, 2% Elastane"
347,ZALORA,Double Breasted Blazer With Pockets,S$ 44.90,"- Solid tone plain blazer with decorative pockets
- Unlined
- Notched lapel neckline
- Regular fit
- Front button closure
- 2 faux front pockets
- Polyester",Deep Green,100% Polyester
348,ZALORA,Ruched Sleeve Printed Open Blazer,S$ 49.90,"- All over printed blazer with ruched sleeved
- Lined
- Open front
- Regular fit
- Polyester",Blush/Multi,100% Polyester
349,JACQUELINE DE YONG,Kira Double Breasted Blazer,S$ 69.00,"- Solid shade double breasted corduroy blazer
- Lapel neckline
- Unlined
- Regular fit
- Front button fastening
- Two front pockets
- Cotton
- Model wears a size 36 and is 174cm tall",Sky Captain,100% Cotton
350,A-IN GIRLS,Fashion Warm Corduroy Jacket,S$ 199.20,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier",brown,"65.4% Cotton, 24% Viscose, 7.2% Lyocell, 0.8% Spandex, 2.6% Other Fibers"
351,TOPSHOP,Belt Stripe Sleeveless Blazer,S$ 126.00,"- Stripe print asymmetrical hem top with belt
- Peak lapel neckline
- Regular fit
- Belt fastening
- Cotton blend",Ivory,"98% Cotton, 2% Elastane"
352,Something Borrowed,Tailored Double Breasted Blazer,S$ 44.90,"- Solid coloured notched collar blazer
- Lapel neckline
- Lined
- Regular fit
- Button fastening
- 2 pockets
- Polyester",Seafoam,100% Polyester
353,Vero Moda,Reeda Flower Blazer,S$ 79.00,"- Unstructured blazer with floral print
- Shawl lapels
- Regular fit
- Slip-on style
- 2 front flap pockets
- Long sleeves
- Padded shoulders
- Polyester blend
- Model wears a size 36 and is 173cm tall",Cowhide/AOP,"95% Polyester, 5% Elastane"
354,ZALIA BASICS,Basic Jacket,S$ 29.90,"- Scallop edge open jacket
- Round neckline
- Unlined
- Regular fit
- Polyester",White,100% Polyester
355,Mango,Buttons Tweed Blazer,S$ 159.00,"- Tweed checkered double breasted blazer with fringe hem
- Sizing runs one size larger
- Peak collar neckline
- Lined
- Regular fit
- Button fastening
- 2 pocket design
- Cotton blend",Red,"61% Cotton, 33% Polyester, 4% Acrylic, 2% Viscose"
356,ZALORA,Long Line Blazer,S$ 49.90,"- Gold button detail blazer
- Lapel neckline
- Unlined
- Tailored fit
- Button fastening
- Polyester
- Model wears an S and is 170cm tall",Blue,Cotton
357,SCOTCH & SODA,Phoenix Jacquard Blazer,S$ 368.90,"- Bird print jacquard textured blazer
- Lapel collared neckline
- Lined
- Regular fit
- Button fastening
- 2 side pockets
- Polyblend
- Model wears an S and is 174cm tall",Combo M,"60% Polyester, 36% Cotton, 4% Elastane"
358,Shopsfashion,Classic Tweed Blazer In Black,S$ 49.90,- Classical design- Regular cut- Full sleeve- Loose end details- Available in 3 sizes,Black,100% Woven
359,ZALORA,Double Breasted Blazer,S$ 49.90,"- Plaid print four button blazer
- Unlined
- Peak lapel neckline
- Regular fit
- Front button closure
- 2 front pockets
- Polyester",Brown/Multi,100% Polyester
360,Mango,Suit Blazer,S$ 99.90,"- Solid tone structured suit blazer
- Sizing runs one size larger
- Notch lapel collared neckline
- Lined
- Regular fit
- Button fastening
- Polyester",Black,100% Polyester
361,ZALORA BASICS,Basic Collarless Blazer With Zip Pockets,S$ 34.90,"- Solid toned blazer
- Open front
- Unlined
- Regular fit
- Polyblend",Red,97% Polyester 3% Spandex
362,Sunnydaysweety,Ladies'checked Long Sleeve Casual Suit With Belt CA100805GR,S$ 99.00,"- grid lines
- belt decoration
- white Turn-up Cuffs",Grass green,58%Polyester40%RAYON2%SPANDEX
