web-scraper-order,web-scraper-start-url,link,link-href,title,price,color,description,material
"1573665827-3016","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Rayon Striped Long Sleeve Blouse","https://www.uniqlo.com/sg/store/women-rayon-striped-long-sleeve-blouse-4184110008.html","WOMEN Rayon Striped Long Sleeve Blouse","S$29.90","Color: COL01 OFF WHITE","Our versatile rayon blouse, now in stripes.
- Wrinkle-resistant material for easy care.
- Collar shape updated to let the stripes flow beautifully.


                            
                                                
                          
                              MATERIAL
                76% Rayon, 24% Polyester


                            
                              CARE
                Machine wash cold, gentle cycle","76% Rayon, 24% Polyester"
"1573665685-2959","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Knitted Fleece High Neck Long Sleeve T-Shirt Tunic","https://www.uniqlo.com/sg/store/women-knitted-fleece-high-neck-long-sleeve-t-shirt-tunic-4184430027.html","WOMEN Knitted Fleece High Neck Long Sleeve T-Shirt Tunic","S$29.90","Color: COL01 OFF WHITE","Elegant fleece that looks like a knit. It’s a tunic, so you can style it in a relaxed way. 
- We added stretch to soft fleece, as well as HEATTECH that generates and retains heat.
- High neck that wraps your neck in comfortable warmth.


                            
                                                
                          
                              MATERIAL
                100% Polyester


                            
                              CARE
                Machine wash cold, gentle cycle","100% Polyester"
"1573665431-2858","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","MICKEY ART UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-mickey-art-ut-short-sleeve-graphic-t-shirt-4225490001.html","MICKEY ART UT (Short Sleeve Graphic T-Shirt)","S$9.90","Color: COL08 DARK GRAY","Please note that the sizing of this T-shirt is based on regular Men's sizes.

MICKEY ART

UNIQLO has invited acclaimed artists and illustrators to reinterpret the famous character in their own distinct style. It's Mickey like you've never seen him before, with new and original artwork exclusively at UNIQLO.

Yoon Hyup

Born in Seoul, Yoon Hyup is an artist based in New York City. His works are influenced by skateboarding, improvisation music and urban culture. He combines these inspirations with individual lines and dots, using a freehand style, and creates his own unique abstract paintings.

©Disney


                            
                                                
                          
                              MATERIAL
                100% Cotton/ Exclusive of Decoration


                            
                              CARE
                Machine wash cold, gentle cycle","100% Cotton/ Exclusive of Decoration"
"1573665581-2919","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","R.A.By Verdy UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-r-a-by-verdy-utshort-sleeve-graphic-t-shirt-4250650006.html","R.A.By Verdy UT (Short Sleeve Graphic T-Shirt)","S$9.90","Color: COL61 Blue","Please note that the sizing of this T-shirt is based on regular Men's sizes.

RISE AGAIN BY VERDY

VERDY is a graphic designer with VK DESIGN WORKS, involved with such projects as “Girls Don’t Cry” and “Wasted Youth.” He currently lives in Tokyo, where he is active mainly with street scenes. His work is attracting attention both in Japan and overseas.
VERDY commented, “Just when I was thinking that I wanted to share my graphics more broadly, I thought that UT would be a good way to introduce my work to a wide range of people who don’t know who I am, and agreed to the collaboration.” “The idea of ‘Break the Mold,’ or pursuing new challenges, is something that I feel all the time. In these and other graphics, I incorporate the messages that occur to me in everyday life.”

©VERDY


                            
                                                
                          
                              MATERIAL
                100% Cotton/ Exclusive of Decoration


                            
                              CARE
                Machine wash cold","100% Cotton/ Exclusive of Decoration"
"1573664834-2626","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN AIRism Ultra Seamless Shorts (High Rise Brief)","https://www.uniqlo.com/sg/store/women-airism-ultra-seamless-shorts-high-rise-brief-4196210001.html","WOMEN AIRism Ultra Seamless Shorts (High Rise Brief)","S$9.90","Color: COL09 BLACK","Lovely feel and invisible seamless design. High-waisted for secure comfort.
- Designed with AIRism comfort features. 
- Seamless construction with cut-off fabric edges.
- AIRism fabric with a silky smooth texture. 
- Light, form-hugging material. 
- Seamless for gentle comfort against the skin. 
- Flat design stays invisible underneath bottoms.


                            
                                                
                          
                              MATERIAL
                71% Nylon, 29% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","71% Nylon, 29% Spandex"
"1573666058-3100","https://www.uniqlo.com/sg/store/women/outerwear/view-all-outerwear.html","WOMEN Uniqlo U Wool Blend Boucle Knit Coat","https://www.uniqlo.com/sg/store/women-uniqlo-u-wool-blend-boucle-knit-coat-4209860004.html","WOMEN Uniqlo U Wool Blend Boucle Knit Coat","S$39.90","Color: COL09 BLACK","A knit coat with cute, looped fabric. Throw it over your shoulders for a relaxed look.
- The team of designers in Paris, led by Christophe Lemaire, created a new collection of LifeWear using innovative fabrics and designs that feel modern. 
- Made with looped, bouclé yarn. 
- Its lightweight feel belies its voluminous design.


                            
                                                
                          
                              MATERIAL
                46% Wool, 26% Alpaca, 25% Polyester, 3% Spandex


                            
                              CARE
                Hand wash cold","46% Wool, 26% Alpaca, 25% Polyester, 3% Spandex"
"1573664758-2597","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN HEATTECH Knitted Leggings (Ribbed)","https://www.uniqlo.com/sg/store/women-heattech-knitted-leggings-ribbed-4207560005.html","WOMEN HEATTECH Knitted Leggings (Ribbed)","S$19.90","Color: COL08 DARK GRAY","Warm HEATTECH leggings in a knit material. Wear them alone or in layered looks.
- With bio-warming, insulating, anti-microbial, anti-odor, and moisturizing comfort features.
- In a super soft and warm knit.
- The vertical rib knit creates a flattering effect.


                            
                                                
                          
                              MATERIAL
                79% Acrylic, 15% Nylon, 4% Wool, 1% Spandex, 1% Polyester


                            
                              CARE
                Machine wash cold","79% Acrylic, 15% Nylon, 4% Wool, 1% Spandex, 1% Polyester"
"1573665145-2745","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","MARVEL UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-marvel-ut-short-sleeve-graphic-t-shirt-4208280008.html","MARVEL UT (Short Sleeve Graphic T-Shirt)","S$19.90","Color: COL68 Blue","Please note that the sizing of this T-shirt is based on regular Men's sizes.

Marvel Retro Gaming

The Marvel Retro Gaming collection is inspired by the vintage arcade and the treasured art from classic video games. Celebrate Marvel's 80th anniversary with this digital blast from the past that is only available for a limited time.

© 2019 MARVEL


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665538-2902","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","MICKEY ART UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-mickey-art-ut-short-sleeve-graphic-t-shirt-4225530001.html","MICKEY ART UT (Short Sleeve Graphic T-Shirt)","S$9.90","Color: COL31 BEIGE","Please note that the sizing of this T-shirt is based on regular Men's sizes.

MICKEY ART

UNIQLO has invited acclaimed artists and illustrators to reinterpret the famous character in their own distinct style. It's Mickey like you've never seen him before, with new and original artwork exclusively at UNIQLO.

Kate Gibb

Kate Gibb is a silkscreen obsessive, working as a printmaker and illustrator from her studio in London. Technically her practice is predominantly self-taught, intuitive and continually evolving.

©Disney


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665153-2748","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","Edo Ukiyo-E UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-edo-ukiyo-e-ut-short-sleeve-graphic-t-shirt-4208180004.html","Edo Ukiyo-E UT (Short Sleeve Graphic T-Shirt)","S$14.90","Color: COL01 OFF WHITE","Please note that the sizing of this T-shirt is based on regular Men's sizes.

EDO UKIYO-E

A selection of Japanese color woodblock prints from the Museum of Fine Arts, Boston, made by ukiyo-e artists who flourished during the late Edo period. From the 1860s on, these prints became popular among European artists and art collectors and so had a strong influence on Western visual culture as well.




                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665427-2856","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","Disney Stories UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-disney-stories-ut-short-sleeve-graphic-t-shirt-4257050001.html","Disney Stories UT (Short Sleeve Graphic T-Shirt)","S$14.90","Color: COL09 BLACK","Disney Stories

We all have had the experience of reading a storybook when we were young; “Disney Stories” will bring those memories back to us. We hope that everyone, regardless of gender or generation, will remember their own stories through this collection and pass these experiences to the next generation.

©Disney


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665551-2907","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN The Brands OKASHI UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/women-the-brands-okashi-ut-short-sleeve-graphic-t-shirt-4229790006.html","WOMEN The Brands OKASHI UT (Short Sleeve Graphic T-Shirt)","S$9.90","Color: COL00 WHITE","The Brands OKASHI

Born in Japan and loved throughout the world, ""okashi"" (sweets / snacks) brings happiness to everyone. A collaboration project with designs of the tasty and pretty okashis.

© Meiji Co., Ltd. All Rights Reserved. meiji APOLLO


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665070-2714","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Edo Ukiyo-E Sleeveless A Line Long Dress","https://www.uniqlo.com/sg/store/women-edo-ukiyo-e-sleeveless-a-line-long-dress-4228790003.html","WOMEN Edo Ukiyo-E Sleeveless A Line Long Dress","S$29.90","Color: COL05 GRAY","EDO UKIYO-E

A selection of Japanese color woodblock prints from the Museum of Fine Arts, Boston, made by ukiyo-e artists who flourished during the late Edo period. From the 1860s on, these prints became popular among European artists and art collectors and so had a strong influence on Western visual culture as well.




                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665514-2892","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","MEN UTGP POKEMON UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-utgp-pokemon-ut-short-sleeve-graphic-t-shirt-4220450001.html","MEN UTGP POKEMON UT (Short Sleeve Graphic T-Shirt)","S$14.90","Color: COL00 WHITE","Each customer is only entitled to purchase* 1 piece per UT design and colour.
*We reserve the right to refuse any order if we suspect that it is for reselling purposes.

Please note that the sizing of this T-shirt is based on regular Men's sizes.

UTGP2019 Pokémon

The theme of UT GRAND PRIX 2019 is Pokémon- a global series loved by people throughout the world. More than 18,000 entries, a UTGP record, were received from all over the world! Choose your favorite T-shirt!

©2019 Pokémon.
©1995-2019 Nintendo/Creatures Inc./GAME FREAK inc. TM, ®, and character names are trademarks of Nintendo.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573666019-3085","https://www.uniqlo.com/sg/store/women/outerwear/view-all-outerwear.html","WOMEN Sweat Long Sleeve Full-Zip Hoodie","https://www.uniqlo.com/sg/store/women-sweat-long-sleeve-full-zip-hoodie-4136770044.html","WOMEN Sweat Long Sleeve Full-Zip Hoodie","S$39.90","Color: COL68 Blue","Our women's full-zip hoodie sweatshirt features a looser cut for an on-trend look.
- Straight cut suits all body types.


                            
                                                
                          
                              MATERIAL
                Body: 76% Cotton, 24% Polyester/ Rib: 82% Cotton, 18% Polyester/ Hood Lining: 100% Cotton


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 76% Cotton, 24% Polyester/ Rib: 82% Cotton, 18% Polyester/ Hood Lining: 100% Cotton"
"1573665529-2898","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","Manga UT Hajime no Ippo (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-manga-ut-short-sleeve-graphic-t-shirt-4228700001.html","Manga UT Hajime no Ippo (Short Sleeve Graphic T-Shirt)","S$9.90","Color: COL00 WHITE","Please note that the sizing of this T-shirt is based on regular Men's sizes.

Weekly Shonen Magazine 60th Anniversary

""Weekly Shonen Magazine"" is a Japanese weekly shonen manga anthology published by Kodansha. It will celebrate its 60th anniversary in 2019, while it continues to entertain many people with a collection of popular manga.

Hajime no Ippo

A boxing manga written by Jyoji Morikawa. Ippo Makunouchi was being bullied before he started searching for the real meaning of being strong,"" and grows through his friendships and battles with his rivals.

©Jyoji Morikawa/KODANSHA


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573666098-3117","https://www.uniqlo.com/sg/store/women/outerwear/view-all-outerwear.html","WOMEN Uniqlo U Trench Coat","https://www.uniqlo.com/sg/store/women-uniqlo-u-trench-coat-4210510001.html","WOMEN Uniqlo U Trench Coat","S$129.90","Color: COL09 BLACK","A trench coat that is a single-layer design so it can be lightly thrown on. The silhouette can be adjusted with a belt cinched at the waist.
- The team of designers in Paris, led by Christophe Lemaire, created a new collection of LifeWear using innovative fabrics and designs that feel modern. 
- Single-layer coat made with beautiful lustrous fabric. 
- Comes with a belt of the same fabric, so you adjust the silhouette.


                            
                                                
                          
                              MATERIAL
                Shell: 67% Polyester, 33% Wool/ Bodylining: 65% Polyester, 35% Cotton/ Sleevelining: 100% Polyester


                            
                              CARE
                Dry Clean","Shell: 67% Polyester, 33% Wool/ Bodylining: 65% Polyester, 35% Cotton/ Sleevelining: 100% Polyester"
"1573665222-2775","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Edo Ukiyo-E UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/women-edo-ukiyo-e-ut-short-sleeve-graphic-t-shirt-4222920006.html","WOMEN Edo Ukiyo-E UT (Short Sleeve Graphic T-Shirt)","S$19.90","Color: COL31 BEIGE","EDO UKIYO-E

A selection of Japanese color woodblock prints from the Museum of Fine Arts, Boston, made by ukiyo-e artists who flourished during the late Edo period. From the 1860s on, these prints became popular among European artists and art collectors and so had a strong influence on Western visual culture as well.




                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665021-2694","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Merino Blended Flare Long Dress","https://www.uniqlo.com/sg/store/women-merino-blended-flare-long-dress-4234740009.html","WOMEN Merino Blended Flare Long Dress","S$49.90","Color: COL04 GRAY","Can be styled elegantly, with a classic design in a longer length. 
- Can be styled elegantly, with a classic design in a longer length.


                            
                                                
                          
                              MATERIAL
                50% Acrylic, 30% Wool, 20% Polyester


                            
                              CARE
                Hand wash cold","50% Acrylic, 30% Wool, 20% Polyester"
"1573665947-3055","https://www.uniqlo.com/sg/store/women/outerwear/view-all-outerwear.html","WOMEN Uniqlo U Melange Round Neck Sweater","https://www.uniqlo.com/sg/store/women-uniqlo-u-melange-round-neck-sweater-4209880001.html","WOMEN Uniqlo U Melange Round Neck Sweater","S$29.90","Color: COL09 BLACK","A beautiful, natural fit gives it a casual feel in color tones unique to knits.
- The team of designers in Paris, led by Christophe Lemaire, created a new collection of LifeWear using innovative fabrics and designs that feel modern. 
- With the unique text and color tones of blended wool-viscose yarn.


                            
                                                
                          
                              MATERIAL
                62% Wool, 24% Rayon, 14% Nylon


                            
                              CARE
                Hand wash cold","62% Wool, 24% Rayon, 14% Nylon"
"1573664954-2673","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN AIRism UV Cut Crew Neck Long Sleeve T-Shirt","https://www.uniqlo.com/sg/store/women-airism-uv-cut-crew-neck-long-sleeve-t-shirt-4135630025.html","WOMEN AIRism UV Cut Crew Neck Long Sleeve T-Shirt","S$14.90","Color: COL09 BLACK","Packed with features for lasting comfort. Three-quarter sleeves stay hidden.
- Comfortable features include DRY technology, Cool Touch, anti-microbial/anti-odor, and deodorizing.
- Stretch material is comfortable against the skin.
- UV Cut technology protects your skin from ultraviolet rays.
- UPF (ultraviolet protection factor) of 40 (15 is considered good).
- Smooth, dry feel for comfort in sweaty situations.
- Smooth texture means no visible lines.


                            
                                                
                          
                              MATERIAL
                90% Nylon, 10% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","90% Nylon, 10% Spandex"
"1573664993-2683","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN MICKEY ART Hooded Sweat Long Sleeve Dress","https://www.uniqlo.com/sg/store/women-mickey-art-hooded-sweat-long-sleeve-dress-4230210001.html","WOMEN MICKEY ART Hooded Sweat Long Sleeve Dress","S$29.90","Color: COL11 PINK","MICKEY ART

UNIQLO has invited acclaimed artists and illustrators to reinterpret the famous character in their own distinct style. It's Mickey like you've never seen him before, with new and original artwork exclusively at UNIQLO.

Kate Gibb

Kate Gibb is a silkscreen obsessive, working as a printmaker and illustrator from her studio in London. Technically her practice is predominantly self-taught, intuitive and continually evolving.

©Disney


                            
                                                
                          
                              MATERIAL
                Body: 100% Cotton/ Rib: 78% Cotton, 22% Polyester


                            
                              CARE
                Machine wash cold","Body: 100% Cotton/ Rib: 78% Cotton, 22% Polyester"
"1573664886-2647","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN Hiphugger (Woodblock Flower)","https://www.uniqlo.com/sg/store/women-hiphugger-woodblock-flower-4218660005.html","WOMEN Hiphugger (Woodblock Flower)","S$7.90","Color: COL30 NATURAL","Discrete low-rise hiphuggers in distinctive colors and patterns.
- Natural cotton with added stretch.
- Graphic floral print.


                            
                                                
                          
                              MATERIAL
                Body: 95% Cotton, 5% Spandex/ Lace: 72% Nylon, 28% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 95% Cotton, 5% Spandex/ Lace: 72% Nylon, 28% Spandex"
"1573665677-2956","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Ribbed High Neck Half Sleeve T-Shirt","https://www.uniqlo.com/sg/store/women-ribbed-high-neck-half-sleeve-t-shirt-4221060020.html","WOMEN Ribbed High Neck Half Sleeve T-Shirt","S$14.90","Color: COL00 WHITE","ribbed t-shirt. 
- The signature stretch of ribbed material.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573664761-2598","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN HEATTECH Socks 2 Pairs (Dot)","https://www.uniqlo.com/sg/store/women-heattech-socks-2-pairs-dot-4207350001.html","WOMEN HEATTECH Socks 2 Pairs (Dot)","S$14.90","Color: COL18 WINE","Our toasty, high-performance HEATTECH socks. In stylish colors and patterns.
- With deodorizing, bio-warming, insulating, anti-microbial, anti-odor, and moisturizing comfort features.
- Smooth, premium feel.
- Two-pair set with links-knit and multicolored polka dot designs.
- Heel-hugging for a secure fit.


                            
                                                
                          
                              MATERIAL
                51% Acrylic, 26% Rayon, 18% Polyester, 3% Nylon, 2% Spandex


                            
                              CARE
                Machine wash cold","51% Acrylic, 26% Rayon, 18% Polyester, 3% Nylon, 2% Spandex"
"1573665536-2901","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","MARVEL UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-marvel-ut-short-sleeve-graphic-t-shirt-4225580001.html","MARVEL UT (Short Sleeve Graphic T-Shirt)","S$19.90","Color: COL00 WHITE","Please note that the sizing of this T-shirt is based on regular Men's sizes.

Marvel Retro Gaming

The Marvel Retro Gaming collection is inspired by the vintage arcade and the treasured art from classic video games. Celebrate Marvel's 80th anniversary with this digital blast from the past that is only available for a limited time.

© 2019 MARVEL


                            
                                                
                          
                              MATERIAL
                Shell: 67% Polyester, 33% Wool/ Lining: 100% Polyester


                            
                              CARE
                Dry Clean","Shell: 67% Polyester, 33% Wool/ Lining: 100% Polyester"
"1573664823-2621","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN Bikini","https://www.uniqlo.com/sg/store/women-bikini-4191450016.html","WOMEN Bikini","S$7.90","Color: COL00 WHITE","Bikini briefs for easy movement. In a stylish lacy design.
- Made with a natural cotton blend.
- Features narrow lace along the waist and legs.


                            
                                                
                          
                              MATERIAL
                Body: 95% Cotton, 5% Spandex/ Lace: 71% Nylon, 29% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 95% Cotton, 5% Spandex/ Lace: 71% Nylon, 29% Spandex"
"1573665103-2728","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Uniqlo U Jersey Belted Long Sleeve Dress","https://www.uniqlo.com/sg/store/women-uniqlo-u-jersey-belted-long-sleeve-dress-4207690011.html","WOMEN Uniqlo U Jersey Belted Long Sleeve Dress","S$29.90","Color: COL09 BLACK","A refined dress that makes the most out of the beautiful texture of the fabric. The belt adds an elegant touch.
- The team of designers in Paris, led by Christophe Lemaire, created a new collection of LifeWear using innovative fabrics and designs that feel modern. 
- Used cotton-blend, double-faced fabric with a smooth texture to create a sharp look.


                            
                                                
                          
                              MATERIAL
                [37Brownm, 09Black] 67% Cotton, 33% Polyester [32Beige] 69% Cotton, 31% Polyester


                            
                              CARE
                Machine wash cold, gentle cycle","[37Brownm, 09Black] 67% Cotton, 33% Polyester [32Beige] 69% Cotton, 31% Polyester"
"1573665633-2939","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN 1*1 Ribbed Cotton Crew Neck Long Sleeve T-Shirt","https://www.uniqlo.com/sg/store/women-11-ribbed-cotton-crew-neck-long-sleeve-t-shirt-4182250050.html","WOMEN 1*1 Ribbed Cotton Crew Neck Long Sleeve T-Shirt","S$9.90","Color: COL35 BROWN","Smooth and comfortable with a perfectly fitted silhouette.
- Made with low-nap compact cotton for a smooth feel.
- The fairly thick material stays opaque so it can be worn on its own or as an inner layer.
- Versatile crew neck design.


                            
                                                
                          
                              MATERIAL
                96% Cotton, 4% Spandex


                            
                              CARE
                Machine wash cold","96% Cotton, 4% Spandex"
"1573664989-2682","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN IDLF Rayon Shirt Long Sleeve Dress","https://www.uniqlo.com/sg/store/women-idlf-rayon-shirt-long-sleeve-dress-4190400003.html","WOMEN IDLF Rayon Shirt Long Sleeve Dress","S$29.90","Color: COL09 BLACK","Our chic shirt dress with a low waist and a long, flowing cut.
- From our 2019 F/W Ines de la Fressange collaboration collection. Synonymous with the timeless appeal of Parisian chic.
- Classic open-collar design.
- The low waist and gathered panels mean the dress flutters beautifully as you move.
- Front pleat has a flattering effect.
- Unbutton the front for wear as a light outer layer.
- Hand-stitched look at the collar and cuffs.


                            
                                                
                          
                              MATERIAL
                100% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","100% Rayon"
"1573665450-2866","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","The Brands Outdoor UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-the-brands-ut-short-sleeve-graphic-t-shirt-4234720001.html","The Brands Outdoor UT (Short Sleeve Graphic T-Shirt)","S$9.90","Color: COL07 GRAY","Please note that the sizing of this T-shirt is based on regular Men's sizes.

The Brands Outdoor

A collaboration project with brands using their representative outdoor items and logos as motifs.

© 2019 Weber-Stephen Products LLC. WEBER and the Kettle Configuration are U.S. registered trademarks of, and used with the permission of, Weber-Stephen Products LLC.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665417-2852","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","MARVEL UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-marvel-ut-short-sleeve-graphic-t-shirt-4231780001.html","MARVEL UT (Short Sleeve Graphic T-Shirt)","S$19.90","Color: COL75 Purple","Please note that the sizing of this T-shirt is based on regular Men's sizes.

Marvel Retro Gaming

The Marvel Retro Gaming collection is inspired by the vintage arcade and the treasured art from classic video games. Celebrate Marvel's 80th anniversary with this digital blast from the past that is only available for a limited time.

© 2019 MARVEL


                            
                                                
                          
                              MATERIAL
                Shell: 67% Polyester, 33% Wool/ Lining: 100% Polyester


                            
                              CARE
                Dry Clean","Shell: 67% Polyester, 33% Wool/ Lining: 100% Polyester"
"1573665658-2949","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Waffle Crew Neck Short Sleeve T-Shirt","https://www.uniqlo.com/sg/store/women-waffle-crew-neck-short-sleeve-t-4156320032.html","WOMEN Waffle Crew Neck Short Sleeve T-Shirt","S$19.90","Color: COL09 BLACK","Textured waffle material and effortless style.
- Waffle material features a distinctive texture. 
- Wear it by itself, for an on-trend, relaxed look.


                            
                                                
                          
                              MATERIAL
                Body: 59% Cotton, 39% Polyester, 2% Spandex/ Rib: 70% Cotton, 30% Polyester


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 59% Cotton, 39% Polyester, 2% Spandex/ Rib: 70% Cotton, 30% Polyester"
"1573665540-2903","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","The Brands Outdoor UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-the-brands-ut-short-sleeve-graphic-t-shirt-4234660001.html","The Brands Outdoor UT (Short Sleeve Graphic T-Shirt)","S$9.90","Color: COL69 NAVY","Please note that the sizing of this T-shirt is based on regular Men's sizes.

The Brands Outdoor

A collaboration project with brands using their representative outdoor items and logos as motifs.

© 2019 Giant Manufacturing Co., Ltd. All rights reserved.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665986-3071","https://www.uniqlo.com/sg/store/women/outerwear/view-all-outerwear.html","WOMEN Extra Fine Merino Ribbed Turtle Neck Sweater","https://www.uniqlo.com/sg/store/women-extra-fine-merino-ribbed-turtle-neck-sweater-4186730005.html","WOMEN Extra Fine Merino Ribbed Turtle Neck Sweater","S$29.90","Color: COL01 OFF WHITE","Our 100% premium wool knit. In a flattering turtleneck design.
- Made entirely of premium 19.5 micron Merino wool.
- Machine-washable for easy care.
- Features a chic, elegant sheen.
- Perfect for creating layered looks.


                            
                                                
                          
                              MATERIAL
                100% Wool


                            
                              CARE
                Machine wash cold, gentle cycle","100% Wool"
"1573664832-2625","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN Hiphugger (Dot)","https://www.uniqlo.com/sg/store/women-hiphugger-dot-4194470005.html","WOMEN Hiphugger (Dot)","S$7.90","Color: COL03 GRAY","Discrete low-rise hiphuggers in distinctive colors and patterns.
- Made with a natural cotton blend.
- Small polka-dot pattern.


                            
                                                
                          
                              MATERIAL
                Body: 95% Cotton, 5% Spandex/ Lace: 72% Nylon, 28% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 95% Cotton, 5% Spandex/ Lace: 72% Nylon, 28% Spandex"
"1573666031-3090","https://www.uniqlo.com/sg/store/women/outerwear/view-all-outerwear.html","WOMEN Tweed Collarless Jacket","https://www.uniqlo.com/sg/store/women-tweed-collarless-jacket-4201800005.html","WOMEN Tweed Collarless Jacket","S$59.90","Color: COL01 OFF WHITE","Throw it on instead of a cardigan.
- A jersey fabric that is stretchy and soft, for supreme comfort. 
- Throw it on like a cardigan.
- Easy to dress up or down.


                            
                                                
                          
                              MATERIAL
                Shell: 38% Polyester, 33% Wool, 29% Acrylic/ Lining: 100% Polyester


                            
                              CARE
                Dry Clean","Shell: 38% Polyester, 33% Wool, 29% Acrylic/ Lining: 100% Polyester"
