web-scraper-order,web-scraper-start-url,link,link-href,title,price,colour,description,material
1573339115-14875,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,OFF-THE-SHOULDER JUMPSUIT,https://www.zara.com/sg/en/off-the-shoulder-jumpsuit-p07601907.html,OFF-THE-SHOULDER JUMPSUIT Details,S$ 89.90,Black,"Short sleeve jumpsuit with an elastic straight neckline. Featuring a contrast belt appliqué and elastic cuffs.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573341322-15471,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PLEATED DRESS,https://www.zara.com/sg/en/pleated-dress-p00219911.html,PLEATED DRESS Details,S$ 45.90,Black / White,"Round neck dress with long sleeves. Featuring an elastic detail at the waist.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573340207-15150,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PRINTED MINI DRESS,https://www.zara.com/sg/en/printed-mini-dress-p08405154.html,PRINTED MINI DRESS Details,S$ 69.90,Multicoloured,"Long sleeve dress with a round neckline and elasticated waist. Featuring an asymmetric hem with a ruffle trim and a buttoned opening at the back.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573340169-15141,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,SEQUINNED DRESS WITH BELT,https://www.zara.com/sg/en/sequinned-dress-with-belt-p07789054.html,SEQUINNED DRESS WITH BELT Details,S$ 89.90,Blue,"Sleeveless dress with a round neckline. Featuring pronounced shoulders, a contrast belt, an elastic waist and invisible back zip fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573340124-15130,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FLORAL PRINT DRESS,https://www.zara.com/sg/en/floral-print-dress-p07725061.html,FLORAL PRINT DRESS Details,null,Black,"A-line dress with a V-neckline and short sleeves. Featuring a seam at the chest with gathering and invisible side zip fastening. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573331859-12663,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,T-SHIRT WITH CONTRAST POCKET,https://www.zara.com/sg/en/t-shirt-with-contrast-pocket-p02298464.html,T-SHIRT WITH CONTRAST POCKET Details,S$ 29.90,Oyster White,"Short sleeve T-shirt with a round neckline and a contrast patch pocket at the chest.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573340622-15268,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,KNOTTED DRESS,https://www.zara.com/sg/en/knotted-dress-p07809950.html,KNOTTED DRESS Details,S$ 59.90,Burgundy,"V-neck dress featuring wide straps with knot, gathered detail on the back, hem with front vent and invisible side zip fastening. 

HEIGHT OF MODEL: 177 CM / 5′ 9″

JOIN LIFE
Care for fiber: at least 15% recycled Lyocell.
This fibre is made by recycling offcuts from our production process. By transforming a waste product into a resource, we help to care for the environment.",null
1573340533-15242,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FLORAL TULLE DRESS,https://www.zara.com/sg/en/floral-tulle-dress-p03564185.html,FLORAL TULLE DRESS Details,S$ 89.90,Black,"Dress with round neckline, 3/4 length sleeves, pronounced shoulders, lining and invisible back zip fastening. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573331179-12492,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,FULL SLEEVE TOP,https://www.zara.com/sg/en/full-sleeve-top-p05039463.html,FULL SLEEVE TOP Details,S$ 29.90,White,"Round neck top with full short sleeves. Crinkle effect fabric detail. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573330797-12358,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,null,,,,,,
1573339234-14905,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FULL SLEEVE DRESS,https://www.zara.com/sg/en/full-sleeve-dress-p05644810.html,FULL SLEEVE DRESS Details,S$ 45.90,Black,"Midi dress with loose-fitting neckline and short full sleeves. 

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573331840-12657,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,LOONEY TUNES © &™ WARNER BROS. T-SHIRT,https://www.zara.com/sg/en/looney-tunes-%C2%A9--%E2%84%A2-warner-bros--t-shirt-p00264651.html,LOONEY TUNES © &™ WARNER BROS. T-SHIRT Details,S$ 39.90,Charcoal,"Short sleeve T-shirt with a round neckline. Featuring a Looney Tunes © &™ Warner Bros. print on the front.

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
1573330797-12352,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,null,,,,,,
1573340670-15282,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,CHECKED SHIRT DRESS,https://www.zara.com/sg/en/checked-shirt-dress-p08359647.html,CHECKED SHIRT DRESS Details,S$ 69.90,Navy blue,"Mini dress with a shirt collar, long sleeves, matching ruffle trims and a button-up front.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573331592-12605,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,©DISNEY’S THE LITTLE MERMAID T-SHIRT,https://www.zara.com/sg/en/%C2%A9disney%E2%80%99s-the-little-mermaid-t-shirt-p00962628.html,©DISNEY’S THE LITTLE MERMAID T-SHIRT Details,S$ 39.90,White,"Loose-fit T-shirt with a round neckline and short sleeves. Featuring a front print from the film The Little Mermaid ©Disney.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573330913-12426,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,BETTY BOOP™ T-SHIRT,https://www.zara.com/sg/en/betty-boop%E2%84%A2-t-shirt-p04644902.html,BETTY BOOP™ T-SHIRT Details,S$ 39.90,Pink,"Loose-fitting faded T-shirt with a round neckline, short sleeves and print of Betty Boop ©2019 King Holdings, Inc.

Due to the dyeing process, the print on each T-shirt is unique and may differ from what is shown in the photo.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573331892-12669,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,©DISNEY PRINCESS T-SHIRT,https://www.zara.com/sg/en/%C2%A9disney-princess-t-shirt-p00085863.html,©DISNEY PRINCESS T-SHIRT Details,S$ 29.90,Black,"Short sleeve T-shirt with a round neckline. Featuring a ©Disney print on the front.

HEIGHT OF MODEL: 177 CM / 5′ 9″

JOIN LIFE
Care for water: These garments have been made using technologies that reduce water consumption in dyeing processes.",null
1573332138-12739,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,T-SHIRT WITH CONTRAST NECKLINE,https://www.zara.com/sg/en/t-shirt-with-contrast-neckline-p05580706.html,T-SHIRT WITH CONTRAST NECKLINE Details,S$ 39.90,White,"T-shirt with a matching collar, short sleeves and buttoned opening on the back. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573341290-15460,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,VELVET CAMISOLE DRESS,https://www.zara.com/sg/en/velvet-camisole-dress-p02878909.html,VELVET CAMISOLE DRESS Details,S$ 39.90,Black,"V-neck dress with thin straps.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573331901-12672,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,STRIPED T-SHIRT,https://www.zara.com/sg/en/striped-t-shirt-p00858638.html,STRIPED T-SHIRT Details,S$ 45.90,Red / Black,"Long sleeve T-shirt with a round neckline. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573340141-15134,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,RUSTIC WRAP JUMPSUIT,https://www.zara.com/sg/en/rustic-wrap-jumpsuit-p01971154.html,RUSTIC WRAP JUMPSUIT Details,S$ 89.90,Sand / Marl,"Short sleeve jumpsuit in a linen blend with a V-neckline. Featuring front pockets, smocked detailing at the back, a contrast rope-style belt and a wrap front with snap-button fastening. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573331196-12497,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,MICKEY & MINNIE MOUSE ©DISNEY T-SHIRT,https://www.zara.com/sg/en/mickey---minnie-mouse-%C2%A9disney-t-shirt-p00085852.html,MICKEY & MINNIE MOUSE ©DISNEY T-SHIRT Details,S$ 39.90,Blue,"Faded T-shirt with a round neckline, short sleeves and a Mickey and Minnie Mouse ©DISNEY print.

Due to the dyeing process, the print on each T-shirt is unique and may differ from what is shown in the photo.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573331243-12510,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,PLEATED WRAP TOP,https://www.zara.com/sg/en/pleated-wrap-top-p05644708.html,PLEATED WRAP TOP Details,S$ 45.90,Light green,"V-neck top with long sleeves and elastic cuffs. Wrap fastening with an inside button and tied bow in the same fabric. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573339285-14915,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,EMBELLISHED MIDI DRESS,https://www.zara.com/sg/en/embellished-midi-dress-p02867010.html,EMBELLISHED MIDI DRESS Details,S$ 179.00,Yellow,"Dress with a slot neckline and long sleeves. Featuring pleated detail on the front and back and matching lining.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573331326-12532,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,T-SHIRT WITH CONTRAST SLEEVES,https://www.zara.com/sg/en/t-shirt-with-contrast-sleeves-p01165639.html,T-SHIRT WITH CONTRAST SLEEVES Details,S$ 29.90,White,"Round neck T-shirt with contrast short sleeves.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573332015-12704,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,FADED T-SHIRT WITH POCKET,https://www.zara.com/sg/en/faded-t-shirt-with-pocket-p04424853.html,FADED T-SHIRT WITH POCKET Details,S$ 29.90,Stone,"Short sleeve T-shirt with a round neckline and a chest patch pocket.

Due to the dyeing process, the print on each T-shirt is unique and may differ from what is shown in the photo.

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
1573331544-12591,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,CREASED-EFFECT TOP WITH VOLUMINOUS SLEEVES,https://www.zara.com/sg/en/creased-effect-top-with-voluminous-sleeves-p05580463.html,CREASED-EFFECT TOP WITH VOLUMINOUS SLEEVES Details,S$ 69.90,Vanilla,"Slot collar top with voluminous sleeves that reach below the elbow and bows on the front.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573338953-14840,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,null,,,,,,
1573330797-12356,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,null,,,,,,
1573340607-15264,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,DOTTED MESH DRESS,https://www.zara.com/sg/en/dotted-mesh-dress-p04786261.html,DOTTED MESH DRESS Details,S$ 69.90,Black,"Round neck dress with long sleeves. Featuring interior lining, a ruffled hem and ruffle trims. Invisible zip fastening at the back. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573330832-12408,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,STRAPPY TOP,https://www.zara.com/sg/en/strappy-top-p04174305.html,STRAPPY TOP Details,S$ 14.90,Khaki,"V-neck top with thin straps.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573332115-12732,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,LICENSED MICKEY MOUSE ©DISNEY T-SHIRT,https://www.zara.com/sg/en/licensed-mickey-mouse-%C2%A9disney-t-shirt-p00085631.html,LICENSED MICKEY MOUSE ©DISNEY T-SHIRT Details,S$ 39.90,Charcoal,"Short sleeve T-shirt with a round neckline. Featuring a Mickey Mouse ©Disney print on the front.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573332152-12743,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,SOFT-TOUCH HIGH NECK TOP,https://www.zara.com/sg/en/soft-touch-high-neck-top-p05039950.html,SOFT-TOUCH HIGH NECK TOP Details,S$ 29.90,Grey marl,"Sleeveless top with a high neck and seamless trims.

HEIGHT OF MODEL: 177 CM / 69.6″",null
1573340084-15120,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,CHECK DRESS,https://www.zara.com/sg/en/check-dress-p08342326.html,CHECK DRESS Details,S$ 69.90,Dark khaki,"Short round neck dress with sleeves that fall below the elbow. Gathered detail on the sides. Fastens at the back with a hidden in-seam zip.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573340461-15223,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FULL SLEEVE DRESS,https://www.zara.com/sg/en/full-sleeve-dress-p07939201.html,FULL SLEEVE DRESS Details,S$ 89.90,Black,"Midi dress with a round neck and short puff sleeves. Side pockets. Shirred detail. Polo-style fastening with buttons.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573338987-14848,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,SLIP DRESS WITH STRAPS,https://www.zara.com/sg/en/slip-dress-with-straps-p08779451.html,SLIP DRESS WITH STRAPS Details,S$ 49.90,Mustard,"Satin A-line dress featuring a gathered V-neckline, thin straps and in-seam side zip fastening. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573339049-14861,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,BASIC DRESS,https://www.zara.com/sg/en/basic-dress-p03253302.html,BASIC DRESS Details,S$ 24.90,Khaki,"Short sleeve dress with a round neckline.

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: At least 95% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
1573341131-15408,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,JUMPSUIT WITH POCKETS,https://www.zara.com/sg/en/jumpsuit-with-pockets-p08352015.html,JUMPSUIT WITH POCKETS Details,S$ 199.00,Dark brown,"Collared jumpsuit featuring long sleeves with pronounced shoulders, chest patch pockets with flaps, rear buttoned jetted pockets, front pleats, belt appliqué in the same fabric with covered buckle and button fastening at the front. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573341288-15459,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PLEATED HALTER DRESS,https://www.zara.com/sg/en/pleated-halter-dress-p02712902.html,PLEATED HALTER DRESS Details,S$ 59.90,Black,"Dress featuring a halter neckline with ties, lining and matching brocade detailing.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573339168-14888,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,STRAPPY JUMPSUIT WITH KNOT,https://www.zara.com/sg/en/strappy-jumpsuit-with-knot-p00387163.html,STRAPPY JUMPSUIT WITH KNOT Details,S$ 69.90,washed green,"Flowing V-neck jumpsuit with thin straps. Featuring a front knot and invisible back zip fastening. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573338953-14836,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,null,,,,,,
1573331368-12545,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,©DISNEY PRINT T-SHIRT,https://www.zara.com/sg/en/%C2%A9disney-print-t-shirt-p05643809.html,©DISNEY PRINT T-SHIRT Details,S$ 29.90,White,"Short sleeve T-shirt with a round neckline. Featuring a ©DISNEY print on the front.

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: At least 50% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
1573340999-15373,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,TAFFETA MINI DRESS,https://www.zara.com/sg/en/taffeta-mini-dress-p04886286.html,TAFFETA MINI DRESS Details,S$ 69.90,Black,"V-neck short dress with long sleeves and ruffle trims. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573340992-15371,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,CONTRAST SATIN SHAWL COLLAR DRESS,https://www.zara.com/sg/en/contrast-satin-shawl-collar-dress-p08779465.html,CONTRAST SATIN SHAWL COLLAR DRESS Details,S$ 69.90,Black,"Long sleeve dress with a round neckline. Featuring an adjustable gathered detail on the front and matching satiny fabric. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573331526-12586,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,DOTTED MESH CAMI TOP,https://www.zara.com/sg/en/dotted-mesh-cami-top-p02298458.html,DOTTED MESH CAMI TOP Details,S$ 39.90,Black,"Semi-sheer V-neck top with thin adjustable straps.

This garment is not lined.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573331982-12695,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,SOFT-TOUCH HIGH NECK T-SHIRT,https://www.zara.com/sg/en/soft-touch-high-neck-t-shirt-p05039923.html,SOFT-TOUCH HIGH NECK T-SHIRT Details,S$ 24.90,Grey marl,"High neck T-shirt with short sleeves. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: at least 15% recycled cotton. 
Producing recycled fabrics has a lower environmental impact by consuming less water, less energy and fewer natural resources.",null
1573338953-14783,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,null,,,,,,
1573339968-15089,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,OVERSIZED CHECKED DRESS,https://www.zara.com/sg/en/oversized-checked-dress-p09878173.html,OVERSIZED CHECKED DRESS Details,S$ 89.90,Green / Ecru,"Collared midi dress with long sleeves. Featuring a seam with gathering on the hem and front button fastening.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573340638-15272,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PRINTED DRESS WITH BELT,https://www.zara.com/sg/en/printed-dress-with-belt-p01165915.html,PRINTED DRESS WITH BELT Details,S$ 45.90,Burgundy,"Dress with a round neckline and short sleeves. Featuring a belt appliqué in the same fabric and a front slit at the hem. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573331304-12526,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,FRILLED T-SHIRT,https://www.zara.com/sg/en/frilled-t-shirt-p00264358.html,FRILLED T-SHIRT Details,S$ 14.90,Khaki,"Round neck T-shirt with short ruffled sleeves.

MODEL HEIGHT: 177 CM

JOIN LIFE
Care for fiber: At least 50% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
1573339944-15084,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,RUFFLED DOTTED MESH DRESS,https://www.zara.com/sg/en/ruffled-dotted-mesh-dress-p00881306.html,RUFFLED DOTTED MESH DRESS Details,S$ 69.90,Pale pink,"Short dress with a surplice neckline and long sleeves. Featuring lining, a ruffled hem and invisible side zip fastening.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573340061-15114,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,STRIPED SATIN DRESS,https://www.zara.com/sg/en/striped-satin-dress-p08100447.html,STRIPED SATIN DRESS Details,S$ 89.90,Black / Sand,"Midi dress with a lapel collar and short rolled-up sleeves. Elastic waist in the back. Concealed button fastening in the front.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573339088-14870,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,SHORT TEXTURED DRESS,https://www.zara.com/sg/en/short-textured-dress-p05580168.html,SHORT TEXTURED DRESS Details,S$ 45.90,White,"A-line dress with a V-neck and turn-up sleeves reaching below the elbow. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573338979-14847,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FLORAL PRINT DRESS,https://www.zara.com/sg/en/floral-print-dress-p03666154.html,FLORAL PRINT DRESS Details,S$ 69.90,Multicoloured,"V-neck halterneck dress. Featuring a front slit at the hem and invisible back zip fastening. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573330836-12409,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,TEXTURED TANK TOP,https://www.zara.com/sg/en/textured-tank-top-p04873343.html,TEXTURED TANK TOP Details,S$ 14.90,Khaki,"Tank top featuring a round neckline with vent and wide straps.

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
1573340891-15339,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,CHECKED DRESS WITH TRIMS,https://www.zara.com/sg/en/checked-dress-with-trims-p09878201.html,CHECKED DRESS WITH TRIMS Details,S$ 69.90,Black / White,"Slot collar dress with ruffles, long sleeves and appliqué detail. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573339213-14900,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,CONTRAST DRESS,https://www.zara.com/sg/en/contrast-dress-p00085634.html,CONTRAST DRESS Details,S$ 45.90,Black,"Loose-fitting dress with a high neck and short sleeves. Featuring gathered detail on the front and wrap-style fastening with tied detail.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573332219-12763,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,POPLIN COLLAR TOP,https://www.zara.com/sg/en/poplin-collar-top-p05644822.html,POPLIN COLLAR TOP Details,S$ 39.90,Beige,"Short sleeve top with a round neckline. Featuring a collar in contrast poplin fabric and a buttoned opening at the back.

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: at least 25% recycled cotton.
Manufacturing recycled fabrics has a lower environmental impact by consuming less water, less energy and fewer natural resources.",null
1573340984-15369,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,LACE SHIRT DRESS,https://www.zara.com/sg/en/lace-shirt-dress-p02731284.html,LACE SHIRT DRESS Details,S$ 89.90,Black,"Dress with matching collar and long sleeves. Featuring interior lining, matching belt and front button fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573339199-14897,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,DOTTED MESH DRESS,https://www.zara.com/sg/en/dotted-mesh-dress-p08022203.html,DOTTED MESH DRESS Details,S$ 69.90,Black,"Flowing dress with a V-neckline and slit sleeves falling below the elbow. Featuring an elasticated waist, lining and a ruffled hem. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573340271-15169,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,RUFFLED DRESS,https://www.zara.com/sg/en/ruffled-dress-p00962862.html,RUFFLED DRESS Details,S$ 45.90,Green,"Loose-fitting dress with a round neckline, long sleeves and a gathered elastic waist. 

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
1573331948-12686,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,TEXTURED T-SHIRT,https://www.zara.com/sg/en/textured-t-shirt-p03253900.html,TEXTURED T-SHIRT Details,S$ 14.90,Dark grey,"Cropped round neck T-shirt with short sleeves and matching trim on the neck.

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: At least 50% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
1573340666-15281,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,LONG POLKA DOT DRESS,https://www.zara.com/sg/en/long-polka-dot-dress-p08589098.html,LONG POLKA DOT DRESS Details,S$ 119.00,Bluish,"Flowing dress featuring a high neck with tied detail, long sleeves and front button fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573332126-12735,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,FITTED T-SHIRT,https://www.zara.com/sg/en/fitted-t-shirt-p04174453.html,FITTED T-SHIRT Details,S$ 19.90,Grey green,"3/4 length sleeve high neck T-shirt.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573330852-12412,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,© DISNEY’S DUMBO T-SHIRT,https://www.zara.com/sg/en/%C2%A9%C2%A0disney%E2%80%99s-dumbo-t-shirt-p00962200.html,© DISNEY’S DUMBO T-SHIRT Details,S$ 39.90,Khaki,"Oversized T-shirt with a round neckline, short sleeves and a ©DISNEY’s Dumbo print on the front.

MODEL HEIGHT: 177 CM",null
1573339125-14877,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,RUFFLED DRESS,https://www.zara.com/sg/en/ruffled-dress-p04873357.html,RUFFLED DRESS Details,S$ 39.90,Black,"Loose v-neck dress with short sleeves and ruffle detail.

HEIGHT OF MODEL: 177 CM / 5′ 9″

JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
1573340932-15353,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,POLKA DOT JACQUARD DRESS,https://www.zara.com/sg/en/polka-dot-jacquard-dress-p08393655.html,POLKA DOT JACQUARD DRESS Details,S$ 89.90,Black,"Midi dress with a surplice neckline, thin straps and an elastic waist. Featuring a belt in the same fabric. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573331993-12698,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,T-SHIRT WITH FRONT PRINT,https://www.zara.com/sg/en/t-shirt-with-front-print-p00264909.html,T-SHIRT WITH FRONT PRINT Details,S$ 24.90,White,"Short sleeve T-shirt with a round neckline and a print on the front.

MODEL HEIGHT: 177 CM

JOIN LIFE
Care for fiber: At least 50% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
1573340375-15200,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,VOLUMINOUS DENIM JUMPSUIT,https://www.zara.com/sg/en/voluminous-denim-jumpsuit-p06929208.html,VOLUMINOUS DENIM JUMPSUIT Details,S$ 89.90,Navy blue,"V-neck jumpsuit with sleeves falling below the elbow. Featuring in-seam side pockets, a belt with buckle covered in the same material and front button fastening concealed by a placket.

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: TENCEL™ Lyocell. 
TENCEL™ is made from wood grown in sustainably managed forests that guarantee their reforestation and is produced in a closed cycle that is environmentally and water friendly.",null
1573330856-12413,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,©DISNEY’S MICKEY MOUSE T-SHIRT,https://www.zara.com/sg/en/%C2%A9disney%E2%80%99s-mickey-mouse-t-shirt-p00264801.html,©DISNEY’S MICKEY MOUSE T-SHIRT Details,S$ 39.90,White,"Short sleeve T-shirt with a round neckline and a ©DISNEY’s Mickey Mouse print.

HEIGHT OF MODEL: 177 CM

JOIN LIFE
Care for fiber: At least 50% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
