,brand,title,price,description,colour,material
211,Mango,Crop Biker Jacket,S$ 99.90,"- Solid tone bicker jacket with press studs
- Sizing runs one size larger
- Regular fit
- Zip fastening
- Self adjust waist closure
- 3 pockets
- Polyester blend",Brown,"96% Polyester, 4% Elastane"
212,Mango,Belted Wool Coat,S$ 279.00,"- Solid tone wolly waist tie coat
- Sizing runs one size larger
- Collar neckline
- Regular fit
- Button and waist tie fastening
- 2 pocket design
- Wool blend",Black,"66% Wool, 31% Polyamide, 2% Acrylic, 1% Polyester"
213,Mango,Hood Quilted Coat,S$ 159.00,"- Solid tone quilted hooded puffer jacket
- Sizing runs one size larger
- Hood neckline
- Regular fit
- Button fastening
- 2 pocket design
- Polyester",Red,100% Polyester
214,Herschel,Herschel Wind Women's Arrowwood/Deep Teal S,S$ 139.90,"Featuring a clean design, the full-zip Voyage Women’s Wind jacket is elegantly rendered in a water-resistant ripstop fabric. Refining an iconic style with subtle Herschel Supply details, this hooded silhouette stows into an internal neckline pocket, making it easily packable for everyday journeys",Arrowwood/Deep Teal,Polyester diamond dobby ripstop with DWR finish
215,adidas,Adidas Originals Lock Up Track Top,S$ 100.00,"- adidas originals
- Best for lifestyle
- Logo embroidery woven track jacket
- High neckline
- Mesh lining
- Regular fit
- Front zip fastening
- Two zip pockets
- Nylon
- Model wears a size 34 and is 173cm tall",Bluebird,100% Nylon
216,L'urv,Making Ripples Bomber Jacket,S$ 195.90,"- Solid hue bomber jacket
- Lined
- High neckline
- Regular fit
- Zip fastening
- 2 pockets
- Polyester
- Model wears an S and is180cm< tall",Wine,Polyester
217,A-IN GIRLS,Fashion Colorblock Hooded Woolen Coat,S$ 366.45,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier","black,grey","58.5% Polyester Fiber, 25.5% Nylon, 14% Acrylic, 2% Wool"
218,Its Me,Stylish And Elegant Plus Velvet Jacket,S$ 425.00,"- Tweed stitching lapels
- Symmetrical fake double pockets
- Single row of pearl buckles open
- Side double pockets
- Commuter buttoned long sleeves
- Tweed stitching hem
- Plus velvet plus Thick (the sleeves are not velvet)",beige,"79.1% Polyester Fiber, 20.9% Nylon; Lining: 100% Polyester Fiber;"
219,Banana Republic,Pattern Top Coat,S$ 287.90,"- Checkered coat
- Notch collar neckline
- Lined
- Regular fit
- Button fastening
- Polyblend
- Model wears an S and is 174cm tall",Plaid,Polyester blend
220,London Rag,Borg Collar Denim Jacket,S$ 88.00,"- Borg Collar 
- Long sleeve 
- Regular fit  
- Metal Button fastening 
- 2 pockets 
- Warm and Cozy  
- CL7529",Blue,Cotton
221,Sunnydaysweety,F/W New Double-Breasted Women Trench Coat A103001BE,S$ 240.00,"- classic trench coat style.
- Modification of body type cut.
- elegant, temperament selection.
- Multi-color optional",kaki,[]
222,River Island,Pu Panelled Coat,S$ 142.90,"- Solid tone dual textured coat
- Collared neckline
- Lined
- Regular fit
- Button fastening
- Polyester
- Model wears a UK 8 and is 173cm tall",Black,100% Polyester
223,Mango,Structured Wool Coat,S$ 159.00,"- Solid tone woolly coat
- Sizing runs one size larger
- Peak collar neckline
- Lined
- Regular fit
- Button fastening
- 2 pocket design
- Polyblend",Light Beige,"70% Polyester, 30% Wool"
224,FOREVER 21,Faux Fur Parka,S$ 104.90,"- Faux fur hooded parka jacket
- Hood neckline
- Regular fit
- Zip and button fastening
- 2 pocket design
- Polyester",Olive,100% Polyester
225,Brave Soul,Twill Parka Coat,S$ 140.90,"- Solid tone faux fur hooded parka coat
- Hooded neckline
- Lined
- Regular fit
- Waist drawcord, zip and snap button fastening
- 2 side snap button pockets
- Cotton
- Model wears a UK 8 and is 173cm tall",Black,100% Cotton
226,Vero Moda,Velly Velvet Short Jacket,S$ 119.00,"- Quilted jacket with faux suedette texture
- Lined
- Regular fit
- Front zip and button fastening
- 2 pockets
- Polyester
- Model wears an S and is 173cm tall",Black/,[]
227,YG Fitness,Quick-Drying Running Fitness Yoga Jacket,S$ 208.95,"Body sculpting, 360-degree perfect body, perfect curve.

Suitable for: Leisure / Yoga / Running / Fitness / Outdoor Sports
- Comfortable fabric, breathable and quick-drying
- Jacket design finger cuffs
- Hand sleeve mesh design
- Four-needle six-line exquisite craft",black,Nylon
228,Superdry,MOUNTAIN SOFT WINDTREKKER,S$ 219.00,"- Soft-shell&lightweight jacket&a zip fastening, three zipped front pockets and a bungee cord hem",OMBRE MARL/BLACK,95% polyester 5% elastane
229,Mango,Quilted Feather Coat,S$ 199.00,"- Quilted coat with faux fur detail
- Sizing runs one size larger
- Hooded neckline
- Regular fit
- Front zip fastening
- Pin-buckle belted waist
- Detachable hood
- 2 side pockets
- Long sleeves
- Polyester",Black,100% Polyester
230,Reebok,Classics Foundation Gigi X Trackjacket,S$ 99.00,"- Best for lifestyle
- Multi toned jacket with brand patch details
- Lined
- High neckline
- Regular fit
- Zip fastening
- 2 pockets
- Nylon
- Model wears an S and is 185cm tall",Chalk,[]
231,Dorothy Perkins,Check Lightweight Mac,S$ 149.00,"- Checkered print tort belt and button longline coat
- Collared neckline
- Lined
- Regular fit
- Button and waist belt fastening
- 2 front side pockets
- Polyblend
- Model wears a UK 8 and is 172cm tall",MULTI BRIGHT,"82% Polyester, 17% Viscose, 1% Elastane"
232,ONLY,Gianna Celeste Fur Wool Coat,S$ 159.00,"- Solid toned wool coat with fur
- Unlined
- Hooded neckline
- Regular fit
- Zip with button fastening
- 2 pockets
- Polyblend
- Model wears an S and is 175cm tall",Black,"40% Polyester, 30% Acrylic, 30% Wool"
233,ZALORA BASICS,Basic Oversized Double Breasted Coat,S$ 59.90,"- Solid toned breasted coat
- Unlined
- Lapel neckline
- Regular fit
- Button fastening
- 2 pockets
- Polyester",Burnt Orange,100% Polyester
234,Desigual,Chaq Flor,S$ 314.00,"- Floral graphic drawstring jacket
- Collar neckline
- Lined
- Slim fit
- Zip and drawstring fastening
- 3 pocket design
- Cotton
- Model wears a size 40 and is 177cm tall",4002 Caqui,[]
235,Brave Soul,Twill Parka Coat,S$ 140.90,"- Solid tone faux fur hooded parka coat
- Hooded neckline
- Lined
- Regular fit
- Waist drawcord, zip and snap button fastening
- 2 side snap button pockets
- Cotton
- Model wears a UK 8 and is 173cm tall",Black,100% Cotton
236,ESPRIT,Woven Indoor Vest,S$ 149.95,"- Solid tone quilted vest with hood
- Sizing runs one size larger
- Lined
- High neckline with hood
- Regular fit
- Front zip closure
- 2 side pockets
- 1 inner pockets
- Polyester
- Model wears a size 36 and is 173cm tall",Off White,100% Polyester
237,Brave Soul,Longer Length Hooded Jacket,S$ 128.90,"- Padded longline hooded jacket with contrast trim
- Hooded high neckline
- Regular fit
- Lined
- Front zip fastening
- 2 front patch pockets
- Polyester",Dark Khaki,100% Polyester
238,adidas,Adidas Performance W Tricot Fashion Jacket,S$ 70.00,"- adidas performance
- Best for performance
- Monochrome logo print jacket with 3-stripes detail
- Unlined
- Bomber neckline
- Regular fit
- Front zip closure
- 2 side zip pockets
- Polyester
- Model wears an S and is 176cm tall",Black,100% Polyester
239,NA-KD,Cropped Faux Fur Jacket,S$ 159.90,"- Puffy faux fur jacket
- Round neckline
- Lined
- Regular fit
- Button fastening
- Polyblend",Dark Red,Polyblend
240,ZALORA,Longline Waterfall Jacket With Pull String,S$ 39.90,"- Solid tone open front jacket with pull string detail
- Unlined
- Waterfall neckline
- Relaxed fit
- Polyester",Black,100% Polyester
241,Miss Selfridge,Blue Raw Edge Overcoat,S$ 179.90,"- Solid tone fleece coat 
- Notch collar neckline
- Lined
- Regular fit
- Button fastening
- Polyester
- Model wears a UK 8 and is 173cm tall",BLUE,100% Polyester
242,NA-KD,Long Puff Faux Fur Jacket,S$ 225.90,"- Dual tone faux fur jacket
- High neckline
- Lined
- Regular fit
- Hook fastening
- Polyester
- Model wears a size 34 and is 174cm tall",Black/Burgundy,[]
243,FOREVER 21,Belted Longline Jacket,S$ 86.90,"- Solid tone belted waist long jacket
- Collar neckline
- Regular fit
- Belt fastening
- 2 pocket design
- Polyblend",Camel,Polyblend
244,Miss Selfridge,GREY KNITBACK COAT,S$ 156.00,"- Melange double breasted woolly knitted coat
- Notched collar neckline
- Unlined
- Regular fit
- Button fastening
- Polyester
- Model wears a UK 8 and is 173cm tall",GREY,100% Polyester
245,Abercrombie & Fitch,Midweight Tech Jacket,S$ 250.00,"- Faux fur tech jacket
- Sizing runs one size larger
- High neckline
- Lined
- Regular fit
- Zip and snap button fastening
- 4 pockets
- Polyester
- Model wears an S and is 177cm tall",Red,100% Polyester
246,Superdry,Atlas Padded Jacket,S$ 219.00,"- Two-colour jacket with geometric patterns
- Lined
- Regular fit
- Zip fastening
- 2 zip pocket
- Polyester
- Model wears a UK 8 and is 174cm tall",Navy/White,[]
247,Mango,Fringed Textured Jacket,S$ 89.90,"- Fringed textured long sleeve jacket
- Sizing runs one size larger
- V-neckline
- Lined
- Regular fit
- Hook fastening
- Polyester",Dark Red,100% Polyester
248,ONLY,Louisa Wool Coat,S$ 129.00,"- Solid hue structured long coat
- Notch lapels
- Regular fit
- Front button fastening
- 2 side pockets
- Long sleeves
- Polyester blend
- Model wears an S and is 174cm tall",Pumpkin Spice,[]
249,Miss Selfridge,Petite Cream Teddy Bomber Jacket,S$ 139.90,"- Solid tone fleece textured teddy bomber jacket
- Collared neckline
- Lined
- Regular fit
- Zip fastening
- 2 side zip pockets
- Polyester
- Model wears a UK 8 and is 177cm tall",Cream,100% Polyester
250,ZALORA BASICS,Basic Bomber Jacket,S$ 34.90,"- Solid-tone lightweight bomber jacket with ribbed cuffs and hem
- Unlined
- High neckline
- Regular fit
- Front zip closure
- Polyester",Navy,100% Polyester Woven
251,[],[],[],[],[],[]
252,Vero Moda,Mink Faux Fur Jacket,S$ 159.00,"- Solid tone fur effect jacket
- Lined
- Funnel neckline
- Regular fit
- Front snap button closure
- Acrylic
- Model wears an S and is 173cm tall",Black,100% Acrylic
253,Mango,Sequined Bomber Jacket,S$ 89.90,"- Bomber jacket with sequin detail
- Sizing runs one size larger
- High neckline
- Regular fit
- Front zip fastening
- Long cuffed sleeves
- Polyamide blend",Black,"90% Polyamide, 5% Elastane, 5% Polyester"
254,ZALORA,Longline Coat With Side Slits,S$ 49.90,"- Solid tone double breasted coat with slit detail
- Unlined
- Notched lapel neckline
- Relaxed fit
- Front button closure
- 2 faux pockets
- Polyester",Dusty Pink,100% Polyester
255,ZALORA BASICS,Basic Puffer Jacket,S$ 69.90,"- Solid hue jacket with quilt detail
- High neckline
- Regular fit
- Front zip fastening
- 2 front slit pockets
- Long sleeves
- Polyester",Navy,100% Polyester
256,ZALORA BASICS,Sleeveless Waterfall Jacket,S$ 29.90,"- Solid shade draped jacket
- Waterfall lapels
- Regular fit
- Slip-on style
- 2 side pockets
- Sleeveless
- Side hem splits
- Polyester",Black,100% Polyester Woven
257,A-IN GIRLS,Medium Long Hooded Warm Cotton Jacket,S$ 475.00,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier",grey,Fabric: 100% cotton; lining: 100% polyester;
258,Mango,Hood Quilted Coat,S$ 159.00,"- Solid tone quilted hooded puffer jacket
- Sizing runs one size larger
- Hood neckline
- Regular fit
- Button fastening
- 2 pocket design
- Polyester",Red,100% Polyester
259,Vero Moda,Anna Faux Shearling Short Jacket,S$ 159.00,"- Shearling lined jacket
- Notch collar neckline
- Lined
- Regular fit
- Zip fastening
- 2 pockets
- Polyester
- Model wears an S and is 173cm tall",Tigers Eye/detail:white Teddy,100% Polyester
260,Superdry,Denim Girlfriend Jacket,S$ 159.00,"- Monochrome denim jacket
- Collar neckline
- Regular fit
- Front button fastening
- 4 front pockets
- Long cuffed sleeves
- Hem with tabs
- Cotton
- Model wears a UK 8 and is 174cm tall",Pure White,100% Cotton
261,Factorie,Boxy Zip Thru Jacket,S$ 39.95,"- High neck zip through jacket
- High neckline
- Regular fit
- Zip fastening
- Cotton blend
- Model wears an S and is 176cm tall",Off White,"55% Cotton, 45% Polyester"
262,Forever New,Leah PU Waterfall Jacket,S$ 129.99,"This soft khaki PU waterfall jacket is a beautifully on-trend silhouette for the season ahead. Wear it with skinny jeans and ankle boots for a polished off-duty ensemble.
Size runs large. Please choose a size down from your usual size. 
- Regular fit
- Faux leather fabrication
- Waterfall neckline
- Elasticated undersleeve panels for added comfort",Sage,"Main: 100% Polyester with Polyurethane coating. Contrast: 98% Polyester, 2% Elastane"
263,Calvin Klein,Calvin Klein Clean Line Trucker Jacket,S$ 419.00,"Featuring Calvin Klein's signature clean lines and minimal style, this trucker jacket features a front button closure with iconic logo-engraved metal buttons.",Spectra Yellow,[]
264,London Rag,Puffer Jacket With Zipper Closure,S$ 106.00,"- Long sleeves 
- Raised Collar
- Front zip fastening 
- Two Side pockets 
- Lined  
- CL7493",Black,Polyester
265,ZALORA,Longline Coat With Side Slits,S$ 49.90,"- Solid tone double breasted coat with slit detail
- Unlined
- Notched lapel neckline
- Relaxed fit
- Front button closure
- 2 faux pockets
- Polyester",Dusty Mint,100% Polyester
266,FILA,Taiwan Collection Reversible Bomber Jacket,S$ 258.00,"- Taiwan Collection
- Reversible design
- Offers two looks in one
- Satin exterior embroidered with F-box logo
- Velvet interior embroidered with FILA logo
- Ribbed elasticated trims
- Reversible front zip closure
- Model is 174cm and is wearing a size M","Pink, Grey",Outer: Nylon Inner: Polyester
267,Yans Creation,Azura Light Coat With Palazzo Set,S$ 101.90,"Top
- Solid tone coat jacket with chunky buttons
- V neckline
- Regular fit
- Front button fastening
- Free scarf
- Viscose silk

Bottom
- Solid colour plain palazzo pants
- High rise
- Regular fit
- Elasticised waistband
- Viscose silk
- Model wears an S and is176cm< tall",Beige,Viscose Silk
268,ZALORA,Longline Coat With Side Slits,S$ 49.90,"- Solid tone double breasted coat with slit detail
- Unlined
- Notched lapel neckline
- Relaxed fit
- Front button closure
- 2 faux pockets
- Polyester",Dusty Pink,100% Polyester
269,A-IN GIRLS,Medium Long Checkered Hooded Jacket,S$ 249.00,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier","grey,black","65.5% polyester fiber, 29.5% cotton, 5% other fiber; hat fabric: 67.5% cotton, 27% polyester fiber, 5.5% spandex;"
270,Mango,Quilted Feather Coat,S$ 199.00,"- Quilted coat with faux fur detail
- Sizing runs one size larger
- High neckline
- Regular fit
- Front zip fastening
- Pin-buckle belted waist
- Detachable hood
- 2 side pockets
- Long sleeves
- Polyester",Navy,100% Polyester
271,Sunnydaysweety,The Grid With Long Trench Coat A102301,S$ 119.00,"- plaid
- with butterfly
- collect waist design",Multi,Polyester
272,Alpha Style,Annabelle Down Padded Jacket,S$ 674.00,"- Down filled using with Responsible Down Standard (RDS)
- 700+ fill power
- Filled puff collar with drawstring
- Snap and zip front closure
- Slanted welt pockets on front
- Zip and flap bellow pocket on right chest
- Drawstring on collar
- Cropped body length",White,Shell: 85% Polyester 15% Cotton / Lining: 100% Polyester
273,Mango,Faux Shearling Coat,S$ 139.00,"- Solid hue faux shearling coat
- Sizing runs one size larger
- Round neckline
- Regular fit
- Front button fastening
- Long sleeves
- Polyester",Black,100% Polyester
274,Miss Selfridge,CREAM FAUX FUR BELTED COAT,S$ 213.90,"- O-ring belted coat
- Collar neckline
- Lined
- Regular fit
- Waist belt
- Polyblend
- Model wears a UK 8 and is 174cm tall",CREAM,"59% Polyester, 37% Viscose, 2% Nylon, 1% Cotton, 1% Wool"
275,TOPSHOP,Petite Ivory Boucle Coat,S$ 179.00,"- Textured coat with longline hem
- Unlined
- Regular fit
- Front button fastening
- 2 pockets
- Polyester",Ivory,100% Polyester
276,FORCAST,Lily Tie Waist Coat,S$ 129.99,"- Solid shade brushed texture waistcoat
- Shawl collar neckline
- Relaxed fit
- Lined
- Concealed press stud and waist belt fastening
- Front welt pockets
- Polyester",Pastel Green,100% Polyester
277,Mango,Furry Hooded Parka,S$ 199.00,"- Square belt fur parka
- Sizing runs one size larger
- Detachable faux fur hooded neckline
- Lined
- Regular fit
- Button and zip fastening
- Removable belt
- 2 pockets
- Polyblend",Black,"49% Polyester, 46% Cotton, 5% Polyamide"
278,ZALORA BASICS,Basic Puffer Jacket With Hood,S$ 89.90,"- Solid toned puffer jacket with waist tie sash
- High neckline
- Lined
- Regular fit
- Zip fastening
- 2 pockets
- Polyester",Black,100% Polyester
279,FILA,FILA Athletics Collection Down Jacket,S$ 508.00,"- FILA Athletics Collection
- Stand collar
- Different material stitching at sleeves
- F-box logo at the collar
- Two side zip pockets
- Front zip fastening
- Model is 174cm and is wearing a size M",Grey,"SHELL 1: 100% NYLON SHELL 2: 87% POLYESTER, 13% SPANDEX"
280,TOPSHOP,IDOL Reversible Borg Coat,S$ 219.00,"- Faux leather large coat with belted
- Lapel neckline
- Regular fit
- Button fastening
- 2 pockets
- Polyurethane
- Model wears an S and is 173cm tall",KHAKI,Garment: Polyurethane(100%)
281,L'urv,Keeping Cosy Jacket,S$ 154.90,"- Two tone hooded bomber jacket with teddy lining
- Lined
- Hooded neckline
- Regular fit
- Front zip closure
- 2 side snap button pocket
- Polyester
- Model wears an S and is 176cm tall",Black,100% Polyester
282,NA-KD,Hooded Cropped Denim Jacket,S$ 99.90,"- Mid washed toned crop denim jacket
- High neckline
- Hooded
- Button fastening
- Cotton",Mid Blue Wash,100% Cotton
283,NA-KD,Mac Trench Coat,S$ 159.90,"- Overlap design trench coat
- Notched lapel collar
- Longline fit
- Button fastening
- Polyester",Beige,100% Polyester
284,ONLY,Emily Teddy Jacket,S$ 79.00,"- Solid shade short teddy jacket
- Collared neckline
- Lined
- Regular fit
- Front button fastening
- Two side pockets
- Polyester
- Model wears an S and is 175cm tall",Cuban Sand,100% Polyester
285,Willa,Cannes Horse Riding Jacket,S$ 97.90,"- Solid tone jacket with contrasting button
- Half notch lapel
- Regular fit
- Front button fastening
- Polyblend",Navy,100% Polyblend
286,Alpha Style,Yasu Trench Coat,S$ 384.00,"- Strap and buckle on front closure
- Slanted welt pockets on both side
- Zip bellow pocket on front right
- Zip arm pockets on right sleeve
- Zip bellow pocket on back
- Small printed logo on front right pocket
- Strap and buckle on cuff
- Fabric made in Korea
- Unisex style",Army,60% Polyamide 40% Polyester
287,FOREVER 21,Faux Fur Trimmed Jacket,S$ 140.90,"- Two tone fur effect jacket with cuffed sleeves
- Wide notch lapel neckline
- Oversized fit
- Open front
- Polyblend",Chestnut,"93% Polyester, 7% Spandex"
288,Hollister,Lightweight Puffer Jacket,S$ 128.00,"- Solid shade lightweight hooded puffer jacket
- Sizing runs one size larger
- Hooded neckline
- Lined
- Regular fit
- Front zip fastening
- Two zip pockets
- Nylon
- Model wears an S and is 175cm tall",Burgundy,[]
289,A-IN GIRLS,Embroidered And Velvet Denim Jacket,S$ 299.00,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier",black,"48% Cotton, 25% Polyester Fiber, 21.5% Recycled Fiber, 4% Nylon, 1.5% Acrylic Fiber; Lining: 100% Polyester Fiber;"
290,Mango,Structured Wool Coat,S$ 159.00,"- Solid tone woolly coat
- Sizing runs one size larger
- Peak collar neckline
- Lined
- Regular fit
- Button fastening
- 2 pocket design
- Polyblend",Light Beige,"70% Polyester, 30% Wool"
291,Dorothy Perkins,Blush Short Padded Jacket,S$ 99.90,"- Solid hue padded jacket with hooded
- Hooded neckline
- Regular fit
- Zip with press stud fastening
- 2 pockets
- Polyester",PINK,100% Polyester
292,Guess,Guess Long-Sleeve Angelica Puffer Jacket,S$ 269.00,"- Monochrome down jacket with brand label on sleeve
- Lined
- Funnel neckline with hood
- Regular fit
- Front zip and snap button closure
- 2 front pockets
- Polyester
- Model wears an S and is 173cm tall",Black,100% Polyester
293,Superdry,Luxe Fuji Jacket,S$ 209.00,"- Lightweight down jacket with faux fur trim
- Lined
- High neckline
- Regular fit
- Front zip closure
- 2 side zip pockets
- Detachable hood
- Nylon
- Model wears a UK 8 and is 180cm tall",Baltic Blue,100% Nylon
294,A-IN GIRLS,Bat Sleeve Hooded Knit Jacket,S$ 199.00,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier",pink,"50.5% Viscose, 29% Polyester, 20.5% Nylon"
295,Champion,US Range Track Jacket - C Chain Stitch,S$ 99.00,"- Contrast sleeve tape jacket with embroidered patch logo
- High neckline
- Regular fit
- Unlined
- Front zip fastening
- Two side pockets
- Polyester
- Model wears an M and is 181cm tall",Black/Surf The Web,100% Polyester
296,ZALORA BASICS,Basic Slim Tailored Coat,S$ 49.90,"- Solid toned plain coat
- Lined
- Lapel neckline
- Regular fit
- 2 pockets
- Polyester",Black,100% Polyester
297,Abercrombie & Fitch,Light Weight Puffer Jacket,S$ 210.00,"- Solid shade hooded lightweight puffer jacket
- Sizing runs one size larger
- Hooded neckline
- Lined
- Regular fit
- Front zip fastening
- Two side zip pockets
- Polyester
- Model wears an S and is 177cm tall",Pink,[]
298,A-IN GIRLS,Fashion Hooded Warm Wool Jacket,S$ 498.75,"The latest Korean fashion hot selection
- Korean fashion, smart choice
- easy to match, fashion up to people
- hot new, to the tide to IN
- The product is manufactured differently depending on the supplier",grey,"53% Nylon, 47% Acrylic"
299,Forever New,Hannah Soft Trench,S$ 159.99,"- Solid tone longline trench coat
- Light shoulder padding
- Lined
- Regular fit
- Self tie waist closure
- 2 pockets
- Polyester
- Model wears a UK 8 and is 178cm tall",Khaki Sage,100% Polyester
300,Mango,Bow Gilet,S$ 99.90,"- Solid tone double D-ring waist sash gilet
- Sizing runs one size larger
- Notch lapel collared neckline
- Unlined
- Regular fit
- Button and removable D-ring waist sash fastening
- Polyester",Black,100% Polyester
301,Superdry,Fuji Overhead Jacket,S$ 159.00,"- Solid tone puffer hooded jacket
- Hooded neckline
- Lined
- Regular fit
- Front and side zip with hem drawcord fastening
- 3 front zip pockets
- Nylon",Blackboard,100% Nylon
302,adidas,Adidas Originals Bellista Track Jacket,S$ 119.00,"- adidas originals
- Best for lifestyle
- Signature tri stripe embroidered logo crop jacket
- High neckline
- Unlined
- Regular fi",Black,100% Recycled Polyester
303,Reebok,Classics Foundation Gigi X Convertible Vest-Jacket,S$ 118.00,"- Best for lifestyle
- Gigi Hadid x Reebok utility hooded vest jacket
- Detachable sleeves and hoodie
- Collared neckline
- Lined
- Regular fit
- Zip fastening
- 4 front flap pockets
- Nylon
- Model wears an S and is 177cm tall",Sheer Blue/Field Tan,[]
304,ONLY,Michigan Wool Coat,S$ 129.00,"- Solid-toned coat with front tie
- High neckline
- Regular fit
- Front zip fastening
- Self-tie waist closure
- 2 front zip pockets
- Long sleeves
- Polyester blend
- Model wears an S and is 177cm tall",Light Grey Melange,"85% Polyester, 15% Wool"
305,ESPRIT,Denim Coat,S$ 149.95,"- Hooded long denim coat
- Sizing runs one size larger
- Hooded neckline
- Unlined
- Longline fit
- Snap button fastening
- Detachable hood
- 2 side pockets
- Cotton blend
- Model wears a size 36 and is 178cm tall",Blue Medium Wash,"62% Cotton,38% Polyamide"
306,Mango,Water-Repellent Quilted Coat,S$ 89.90,"- Multi toned quilted coat
- Sizing runs one size larger
- Lined
- Turtleneck neckline
- Regular fit
- Press stud fastening
- Side pockets
- Polyamide blend",Khaki,"51% Polyamide, 49% Polyester"
307,Its Me,Fashion Check Double-Breasted Jacket (With Belt),S$ 599.00,"- Suit Lapel
- Plaid Double-Breasted Detachable
- Simple Three-Quarter Sleeve
- Cuff Pleated Design
- Side Simple Pocket
- Detachable Pu Leather Belt
- Elegant Pleated Skirt
- Have Lining",multi,"Fabric: 98.3% polyester fiber, 1% spandex, 0.7% other; lining: 90.5% polyester fiber, 9.5% spandex;"
308,ZALORA,Longline Coat,S$ 89.90,"- Solid tone fuzzy textured coat
- Unlined
- Regular fit
- Front button fastening
- Polyester blend",Forest Green,70% Polyester 30% Nylon
309,FILA,FILA Athletics Collection Down Jacket,S$ 508.00,"- FILA Athletics Collection
- Stand collar
- Different material stitching at sleeves
- F-box logo at the collar
- Two side zip pockets
- Front zip fastening
- Model is 174cm and is wearing a size M",Grey,"SHELL 1: 100% NYLON SHELL 2: 87% POLYESTER, 13% SPANDEX"
310,ZALORA BASICS,Basic Soft Casual Jacket,S$ 34.90,"- Solid hue casual jacket
- Unlined
- Open front
- Regular fit
- 2 pockets
- Polyester",Navy,100% Polyester
311,Superdry,Tech Velocity Windcheater Jacket,S$ 189.00,"- Solid shade hooded windcheater jacket with contrasting details
- Partially lined
- Hooded neckline
- Regular fit
- Front zip closure
- Drawstring fastening
- 2 front zip pockets
- Nylon blend
- Model wears a UK 8 and is 174cm tal",Cool Aqua Marl/Optic White,"70% Nylon, 30% Polyester"
312,A-IN GIRLS,Embroidered Hooded And Velvet Denim Jacket,S$ 375.00,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier","navy,grey","60.5% Cotton, 22% Polyester Fiber, 17.5% Recycled Fiber; Gray: 100% Polyester Fiber;"
313,French Connection,Bellarosa Wool Belted Coat,S$ 283.90,"- Melange waterfall belted coat
- Waterfall collar neckline
- Lined
- Regular fit
- Button and belt fastening
- Wool blend
- Model wears a UK 8 and is 175cm tall",Oatmeal Mel,"70% Wool, 25% Polyamide, 5% Other Fibers"
314,ZALORA BASICS,Basic Oversized Short Coat,S$ 44.90,"- Solid hue unstructured coat
- V-neckline
- Regular fit
- Front button fastening
- 2 side pockets
- Long sleeves
- Cropped hem
- Polyester blend",Camel,97% Polyester 3% Spandex
315,Willa,Forbes Pleated Sleeveless Jacket,S$ 83.90,"- Back pleat detail jacket
- Notched lapel neckline
- Lined
- Regular fit
- Polyblend",Black,"97% Polyester, 3% Elastane"
316,A-IN GIRLS,Fashion Colorblock Hooded Plus Velvet Jacket,S$ 239.20,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier","beige,green",100% Polyester Fiber
317,Violeta by MANGO,Zipped Biker Jacket,S$ 159.00,"- Decorative zip biker jacket
- Lapel collar neckline
- Lined
- Regular fit
- Zip fastening
- Zipped pockets
- Polyblend",Black,"85% Polyester, 11% Cotton, 4% Viscose"
318,Superdry,Active Batwing Jacket,S$ 119.00,"- Monochrome drop shoulder hoodie with printed back
- Unlined
- Hooded neckline
- Regular fit
- Front zip closure
- 2 side pockets
- Polyester
- Model wears a UK 8 and is 177cm tall",White,100% Polyester
319,A-IN GIRLS,Fashion Mixed Color Zipper Jacket,S$ 275.00,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier",multi,"54% Viscose, 40.5% Polyester, 5.5% Spandex"
320,Mango,Pocketed Denim Jacket,S$ 59.90,"- Casual denim jacket
- Unlined
- Collar neckline
- Button fastening
- 4 pockets
- Cotton blend",Open Grey,"98% Cotton, 2% Elastane"
321,Calvin Klein,Foundation Trucker - Calvin Klein Jeans,S$ 489.00,"- Colour blocked button down denim trucker jacket
- Collared neckline
- Unlined
- Regular fit
- Front button fastening
- Four pockets
- Cotton
- Model wears an xS and is 173cm tall",Mohonk Light Pink,100% Cotton
322,Guess,Guess Long-Sleeve Angelica Puffer Jacket,S$ 269.00,"- Monochrome down jacket with brand label on sleeve
- Lined
- Funnel neckline with hood
- Regular fit
- Front zip and snap button closure
- 2 front pockets
- Polyester
- Model wears an S and is 173cm tall",Black,100% Polyester
